acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,gyr_0,gyr_1,gyr_2,gyr_3,gyr_4,gyr_5,gyr_6,gyr_7,gyr_8,gyr_9,gyr_10,gyr_11,gyr_12,gyr_13,gyr_14,gyr_15,gyr_16,gyr_17,gyr_18,gyr_19,gyr_20,gyr_21,gyr_22,gyr_23,gyr_24,gyr_25,gyr_26,gyr_27,gyr_28,gyr_29,gyr_30,gyr_31,gyr_32,gyr_33,gyr_34,gyr_35,gyr_36,gyr_37,gyr_38,gyr_39,gyr_40,gyr_41,gyr_42,mag_0,mag_1,mag_2,mag_3,mag_4,mag_5,mag_6,mag_7,mag_8,mag_9,mag_10,mag_11,mag_12,mag_13,mag_14,mag_15,mag_16,mag_17,mag_18,mag_19,mag_20,mag_21,mag_22,mag_23,mag_24,mag_25,mag_26,mag_27,mag_28,mag_29,mag_30,mag_31,mag_32,mag_33,mag_34,mag_35,mag_36,mag_37,mag_38,mag_39,mag_40,mag_41,mag_42,mag_43
-0.007478523289194744,0.0021790052379143045,-0.009939210539120738,0.007505576898392623,-0.005464828347597906,0.0003855493203154963,-0.0065102818342319185,0.0063226987132366545,-0.00813905015507362,0.0016521732327753338,-0.01612005233169193,0.008223184344105416,-0.003636054323799457,0.0007691269451068673,-0.009306876744751443,0.011853787931765213,0.025734532395999852,0.02623487970444131,0.009234901303171344,0.004207357675080143,0.006298808432925918,0.00539460810865561,0.00798432558331467,0.02318735303313936,0.004673929606150117,0.023571005992377818,0.8607907117436817,0.9941984026546442,0.2454398332150776,0.96594317912614,0.7947752128025232,0.3588536806734613,0.1854382357098094,0.530627830119721,1.0250546486033698,0.5876823696631364,0.3955844969806311,0.8362047610737595,0.4873696872494637,1.2580089606279041,0.009537107795308166,0.8846610826485117,0.9940289726740632,-0.007828980651234385,0.013126847194123764,-0.013019363013823984,0.01755848812891844,-0.010497114584845296,0.022733090186133068,-0.02925000319664637,0.028117319488636387,-0.01027150725493049,0.01989545510180892,-0.0240654144237625,0.02344252383171757,-0.0019253140564772407,0.009192155347433636,-0.29274061305738625,0.019321799466650403,0.014564896195551975,0.009262686032918785,0.01376108439367504,0.011067525004277795,0.033386167154687466,0.017884852313352947,0.01680085343451013,0.0187835320824879,0.0453198670596852,0.027015020529738896,0.2148995820246037,0.2352763186005153,0.1942033377684156,0.23554726710733706,0.3417179051117806,0.36957134699650623,0.34053223488392953,0.3654779637204888,0.2877937086141487,0.31810533980228994,0.20814832269094427,0.3089988391735042,0.14339791553904122,0.3012021235954734,0.010560630258328952,0.5181715997113571,0.2562260432517238,0.03567916880822858,0.03708011047325567,-0.020618213247792096,0.019253100655406443,0.043074055903576734,0.02319973012449507,-0.026048423444670843,0.01874493534920941,0.043220190035376985,0.06734908876444101,-0.018080602554930776,0.024670521335364477,0.021584066864448567,0.02424039975775328,-0.014093162753229868,0.07505662795073749,0.033567266892291316,0.03258596813839938,0.052628071049677316,0.010891635030866013,0.03606038037313213,0.017413880664780394,0.01664096808694146,0.02333537771340516,0.010315521413529295,0.030812896097958724,0.7690588172133666,0.9864440130111884,0.5799581175919362,0.9358704004755816,0.7821447692288652,1.7272764525066349,0.3567179496787737,1.3418498396201293,1.092249546411166,0.8016343917559065,0.5090528506423979,0.9017027818279388,0.4696261011986735,2.1527387164255263,0.03754638836298596,1.4733352301095564,0.9521073026525836,3
-0.004856915129118254,0.0002750200906705584,-0.00843611715012755,0.006508258865492209,-0.0035491241322777953,4.866156684076317e-05,-0.005525740703223528,0.005482557904785595,-0.005285893258090775,0.0002085267278734333,-0.013682238584350396,0.007130512835270827,-0.0023614297332032485,9.707427889568896e-05,-0.007899410341645359,0.010278692956046751,0.025601164424106284,0.025162858183572487,0.00675083041614066,0.0041382714173927,0.007198638628617736,0.004772446165470647,0.006254388770696703,0.026268190838690853,0.004884252459916467,0.021650230351146944,0.316740542177592,0.08380838920625518,0.4853434244109505,0.18366709327967928,0.2924491730428224,0.030250449867626494,0.36669365015928895,0.10089503531621888,0.3771838621522806,0.04954012462187734,0.7822460270343292,0.1589982735754585,0.17933481027881418,0.10604694627927687,0.018859092657120036,0.16821189185755206,0.09528686888828326,0.01359560541801358,0.013126847194123764,-0.006769031512839986,0.013342606388342408,0.01822901783525681,0.022733090186133068,-0.015207671310688469,0.021366208974123845,0.01783723397812725,0.01989545510180892,-0.012512098205652245,0.01781385538090805,0.003343450620674681,0.009192155347433636,-0.15220179610703755,0.01468253776208696,0.008474705516098406,0.011695191191930987,0.010240467477013605,0.010316205056816331,0.026132552282472386,0.017884852313352947,0.011046135036661412,0.018521282848172917,0.0213872141115452,0.018448456976771548,0.2540951597699423,0.26990693195182885,0.2422282303531489,0.25376899719348484,0.4040439021686272,0.4239690122595843,0.42474306354353697,0.3937510185902569,0.34028446068696433,0.3649276595886944,0.259621695670998,0.3329027184818844,0.1695522900337598,0.3455364380087326,0.013172187503488813,0.5582569003994143,0.34389978700332313,0.03533067741454912,0.03708011047325567,0.024136012664477003,0.014425382864776353,0.042653335963211886,0.02319973012449507,0.03049270422196065,0.014044640083045243,0.042798042749898575,0.06734908876444101,0.021165444697004283,0.018484384521011237,0.02137324744813056,0.02424039975775328,0.01649768341254871,0.056236167571503584,0.032944169569381815,0.03304385647149829,0.01575353274154033,0.007592159812860234,0.011370679423483384,0.009041194187123071,0.014714682391990037,0.00956102281313128,0.008831782032131249,0.03039009912346512,0.3787256931115005,0.10388127895039266,0.4168410522578614,0.2228140065618457,0.3851699157589324,0.18189748695372868,0.2563886615136402,0.3194704510562539,0.5378820933542783,0.08441919132543729,0.3658783616956679,0.21467930756753,0.23126900920813995,0.22670242624887205,0.026986217726710896,0.3507747712317935,0.25214415531652795,3
-0.001856252421889852,0.004336855173979954,-0.006857867168577673,0.007766518873379835,-0.0013564310042461878,0.0007673554590603852,-0.0044919712560104715,0.006542516258485493,-0.0020202025156580298,0.0032883060160659827,-0.011122531030622846,0.00850907495484505,-0.0009025090092889928,0.0015307866696671502,-0.00642156881762525,0.01226590160082332,0.02511844605250322,0.0255028386335568,0.008328945669916108,0.001506082077177468,0.005708294316331261,0.003582267681573881,0.007832243429511661,0.003567285238348508,0.002617410733188385,0.01897745176614037,0.1851991543922272,0.04028654948611478,0.4853434244109505,0.09373310581560457,0.17099591728257293,0.014541339561725054,0.36669365015928895,0.05149101481757176,0.22054054665926068,0.02381385325538025,0.7822460270343292,0.08114356107793746,0.10485760676037804,0.05097658587157974,0.018859092657120036,0.08584566117632025,0.0355441096687099,0.0019545099198715068,0.003460714188986782,-0.003942117967298067,0.004338309147299772,0.002620611226427436,0.0059932691074430075,-0.008856574858738663,0.006947159882985616,0.002564288215302777,0.005245165327893922,-0.0072867391814527655,0.005792122580726871,0.0004806558592860365,0.002423386359862153,-0.08863859385947184,0.004773983884774517,0.0013387532858703981,0.0018467402849203477,0.00391504311906911,0.01025841113959024,0.007595536630377314,0.005441260613751953,0.004218501904712505,0.01127667503110529,0.010845780420952965,0.008243502478170501,0.2536336670557983,0.26990693195182885,0.23050948002615035,0.2492173839223452,0.4033100695477543,0.4239690122595843,0.4041944350557076,0.3866886808675219,0.3396664292396687,0.3649276595886944,0.2470614675481041,0.32693175887610826,0.16924434577150846,0.3455364380087326,0.012534930746137492,0.5482439770531242,0.3547655423732687,0.03830922293671372,0.03708011047325567,0.030715600462350626,0.006201237186361113,0.046249216714320564,0.02319973012449507,0.03880515530541012,0.006037562064623113,0.04640612297701659,0.06734908876444101,0.02693524203680841,0.00794613590039156,0.023175114696068744,0.02424039975775328,0.020995027608682097,0.0241750126725839,0.03429754442980481,0.034458887207286834,0.010332385188233434,0.005942422203857346,0.008687710615505223,0.0065629420740507,0.0049227301093203,0.010533330217856494,0.007348042650733194,0.029580845237714593,0.2776465857168448,0.07648462401755796,0.4168410522578614,0.15554603110248386,0.28237089264452897,0.1339255835119077,0.2563886615136402,0.2230217098247263,0.3943253110479544,0.062155281236725236,0.3658783616956679,0.1498672133194197,0.16954500831780972,0.16691409665636964,0.026986217726710896,0.24487519576487096,0.12988995849259913,3
-0.0009470046161790844,0.004633030372059492,-0.008511271387859305,0.006850825207221711,-0.0006920106378860767,0.0008197601730679445,-0.0055749674769944215,0.005771135824560845,-0.001030647063612708,0.0035128730459953465,-0.013804128571529548,0.007505831910175086,-0.0004604331759307488,0.001635328100477742,-0.007969783257548706,0.010819718492443795,0.025181216310213268,0.02525803551897652,0.0098193888626509,0.00149226482563998,0.005174022156769551,0.003287256526438966,0.006273399029994574,0.0029997623866470442,0.0021500065448753023,0.01898750109617761,0.142458340167233,0.020923786767673626,0.4078043723936444,0.06530862866573965,0.13153296855696225,0.007552393843278592,0.3081102294636744,0.0358764124700865,0.1696435403269373,0.012368296465895727,0.6572734564176346,0.05653685165921976,0.08065825495809514,0.02647591383542445,0.015846141223164988,0.059813044276570276,0.021994941797845582,-0.0006384784763317692,0.003460714188986782,-0.0036049629790669726,0.004066717863761796,-0.0008560733541927061,0.0059932691074430075,-0.008099104276418046,0.0065122466470909435,-0.0008376743530110423,0.005245165327893922,-0.006663530925549246,0.005429518175946722,-0.00015701553497209227,0.002423386359862153,-0.08105765784552649,0.004475118043998155,0.0005984464013136928,0.0002655546875146996,0.0037251342230503436,0.008033347116594917,0.008010726793071151,0.004217916867703183,0.00521826239954004,0.0039665047946861026,0.006225256473945791,0.005475512528702824,0.2415535388632616,0.23658295396998397,0.23050948002615035,0.232311813257932,0.3841011159493112,0.3716238059792045,0.4041944350557076,0.3604577947365145,0.3234887109755799,0.3198719761160291,0.2470614675481041,0.3047544618307179,0.16118353343332598,0.30287488586236844,0.012534930746137492,0.5110540461199816,0.3399097060493411,0.038182630649321016,0.034008717611376554,0.030715600462350626,0.004203386564530747,0.0460963868293694,0.021278066877205404,0.03880515530541012,0.004092442604964969,0.046252774597531264,0.061770477809806365,0.02693524203680841,0.005386131812068429,0.023098532856107905,0.02223253651692613,0.020995027608682097,0.016386556490500654,0.03454971979407294,0.0345902342119782,0.007380276894279613,0.0029627940733113114,0.006004741807527072,0.004309612057409347,0.0029429364783980115,0.003187007604377093,0.005864303269335147,0.029115832396768862,0.2297088363584715,0.05849038206002038,0.04348187879735384,0.12877352557271365,0.23361745653529345,0.10241742896486494,0.0267446323834138,0.18463532402483854,0.32624211140091264,0.047532248386937294,0.038165815222978405,0.12407214308273952,0.14027180082376425,0.12764486208879114,0.002815009323184327,0.2027273988313761,0.08277572300021732,3
-0.01575261523815141,0.004633030372059492,-0.04623893813640185,0.04729552693418052,-0.011511007584429396,0.0008197601730679445,-0.030286964724083668,0.03984175651476349,-0.017143936113983353,0.0035128730459953465,-0.0749932904214948,0.05181744746558513,-0.007658913736430581,0.001635328100477742,-0.04329721121711429,0.074695277123725,0.025974707480840013,0.025021872025506663,0.039160659007010525,0.0028809000843584447,0.02536396048387758,0.009590949677976707,0.01735640273609033,0.008979017987675659,0.018882644952349155,0.02182072003741785,0.11785584136033125,0.01733641782764766,0.09033531220690462,0.05284020777043195,0.10881727709100736,0.0062575410808675905,0.06825143538646332,0.029027053969846457,0.1403461682419293,0.010247760490479629,0.14559677852959602,0.04574309780181369,0.0667286063391107,0.02193663650448053,0.0035101784374384987,0.048393814898979925,0.016907798404839875,-0.05253419507523075,0.003311545399589528,-0.016702131072570545,0.019976842945622037,-0.07043796502937648,0.00573493841369942,-0.03752390856179101,0.03198995672931925,-0.06892408985096769,0.0050190805027903905,-0.03087276279143814,0.02667129501109672,-0.012919283969377523,0.002318929999180056,-0.37554771952802574,0.021983017588875664,0.02533740817894749,0.006006700113019537,0.011029318894544423,0.025776064298356213,0.0301623398407252,0.03074776141911165,0.03694237062855171,0.013636909524276415,0.0360511527977786,0.029731200071238487,0.23005709326704066,0.20171901379900006,0.15559830647501605,0.22935102960314224,0.3658202925602624,0.3168596316362969,0.2728389720637916,0.3558638073196433,0.30809266095609483,0.2727341868097949,0.16677121453467342,0.3008704061012281,0.15351220006415578,0.25824186508548325,0.008461317927832454,0.5045407291894033,0.3108839006808571,0.040618039133740666,0.03964891330724628,0.03371224547783856,0.006624662284596045,0.04903655961673948,0.024806940343963104,0.04259102546489888,0.0064498113035225966,0.04920292228948397,0.07201483888968845,0.02956307146470773,0.008488703983678462,0.024571830057970857,0.025919704560248242,0.02304332371510873,0.025825700560838383,0.035233248529338464,0.03496443748771641,0.01033238430831986,0.014544625450800984,0.01868496134127644,0.006989762794088132,0.003906082834590839,0.008426664174285196,0.007418699223523237,0.0301553892884081,0.1789211333291248,0.04517980069997333,0.04348187879735384,0.10029595815274188,0.18196557325088172,0.07911042578056743,0.0267446323834138,0.14380422256480516,0.2541112881719805,0.036715395477153565,0.038165815222978405,0.09663426092594486,0.10925826788108046,0.09859688424721426,0.002815009323184327,0.15789533305993678,0.05574455559330401,3
-0.041752858752278334,0.002686734736014609,-0.04627651329291362,0.046736429451393335,-0.0305103290154052,0.00047538607678152147,-0.030311576825607638,0.03937077274058494,-0.045440603493673036,0.0020371457292410666,-0.07505423223241199,0.0512048947291967,-0.020300219271438075,0.0009483410337284789,-0.04333239583755707,0.07381227731120397,0.027789113441362256,0.028831074894808493,0.03784556081541767,0.00328160066757017,0.02536396048387758,0.010207718319051493,0.055985335541994814,0.009587079480278132,0.0523713329822184,0.025505268930089395,0.10035366861264393,0.016256737415515195,0.09033531220690462,0.042730526934818235,0.09265737564194086,0.005867832860848088,0.06825143538646332,0.023473437441535013,0.11950407121310087,0.009609548699566815,0.14559677852959602,0.036991275302974566,0.056819079735428615,0.020570462882142808,0.0035101784374384987,0.03913484254270119,0.014097767824279328,-0.02831499593136405,0.017512406488388726,-0.02056644298642414,0.03184591476512897,-0.03796480921358435,0.03032800718934075,-0.04620568014409037,0.05099651822438368,-0.037148857442440765,0.02654234424015648,-0.038015682730825805,0.042517818751993404,-0.006963264070291926,0.01226317017087966,-0.4624368428672636,0.03504404105900462,0.035274916742802066,0.049369109853339255,0.020159549267694324,0.024649083943173927,0.042178429801083606,0.029171051652260038,0.06488689734382777,0.0199636484428909,0.06770312460051689,0.043952317318872815,0.21785830746295734,0.1957845688751612,0.15559830647501605,0.2191821582253272,0.3464226581367511,0.307537823061488,0.2728389720637916,0.3400856645708853,0.29175603631461555,0.26471052072106666,0.16677121453467342,0.2875305380992034,0.14537221002819325,0.25064455387263784,0.008461317927832454,0.4821706103856037,0.28121900986751946,0.04335226965212752,0.043725491717709626,0.03250707345545577,0.010258680142655682,0.05233748848185078,0.02735751308355368,0.04106844779119775,0.009987913089121052,0.05251504996937411,0.079419181479755,0.028506227397515887,0.013145258618953812,0.02622589926145709,0.02858468826855545,0.022219552748490242,0.03999262002075018,0.0361227686454958,0.03538126652268418,0.015243621943246403,0.012575040754338351,0.025360443256364943,0.01068645955864113,0.009845460218640613,0.01912204562626256,0.02070169476678263,0.03160841861625446,0.14033600502423274,0.03327759701773618,0.2375542732067494,0.0715235542481333,0.142723898104307,0.058269510450248724,0.14611378081505988,0.10255038491242824,0.19931107270609055,0.027043061636087544,0.20851105672990097,0.06891230644648003,0.08569624250084264,0.07262244034611498,0.015379222617215244,0.1125991079564828,0.03658542926649725,3
-0.04483761953260694,-0.019907224504659208,-0.04627651329291362,0.02544855366153892,-0.03276447565719673,-0.0035223489799803775,-0.030311576825607638,0.021437864093299046,-0.04879782011741135,-0.015094127766727585,-0.07505423223241199,0.027881687295017884,-0.021800028436892792,-0.00702668470107976,-0.04333239583755707,0.040191681779801966,0.027699817265392744,0.027379950830257828,0.02223974534284118,0.007302425338660011,0.0397612386221881,0.014801666662349347,0.028553464702041544,0.026126309702379683,0.10023232147810604,0.02704717612094653,0.09674830393748517,0.016256737415515195,0.28138154604482624,0.04233587855564614,0.08932851249572321,0.005867832860848088,0.2125934359404775,0.023256642688359364,0.11521069795783467,0.009609548699566815,0.453513090738757,0.03664963320564925,0.05477776419823724,0.020570462882142808,0.010933702574220631,0.03877340299850386,0.012760835017180745,-0.04679023275368807,0.017512406488388726,-0.04582711821727623,0.0473830590620306,-0.06273644763569626,0.03032800718934075,-0.10295767565011707,0.07587695479326596,-0.061388095921991674,0.02654234424015648,-0.08470833715708685,0.06326162498307047,-0.011506720585944187,0.01226317017087966,-1.0304235827309058,0.05214150322003842,0.03603132866487466,0.05236719324832721,0.03438810027015355,0.021008069110885704,0.019977970355680986,0.03983899503969141,0.05749842281710825,0.018095130310183317,0.04374280356003345,0.03702637426544888,0.2060191122523406,0.1957845688751612,0.16988765143958354,0.19664879503738375,0.3275968188891056,0.307537823061488,0.297895094330929,0.3051226280863612,0.2759009757110999,0.26471052072106666,0.18208662167908526,0.2579705132546927,0.13747216713900848,0.25064455387263784,0.009238361672489731,0.43260030972636093,0.2793775840932761,0.04932048794184005,0.04579170269287598,0.03250707345545577,0.015134042441723153,0.059542683469367925,0.028650269129647524,0.04106844779119775,0.014734595337121976,0.059744689483692014,0.08317206745006271,0.028506227397515887,0.01939244611199798,0.029836365169986636,0.029935433435779656,0.022219552748490242,0.05899881859393445,0.03860907847774349,0.03913747099541606,0.017229586888517247,0.014881306595495454,0.04602569109876811,0.013115816544599862,0.01278839669703861,0.022255036152599363,0.07227930415096208,0.029624146824911914,0.12466759616723655,0.024763361213829,0.2375542732067494,0.05793627019671041,0.1267888827903368,0.04336097147469616,0.14611378081505988,0.08306895359885115,0.17705814213174315,0.02012396217387196,0.20851105672990097,0.0558210794769889,0.0761283218180525,0.05404163412286354,0.015379222617215244,0.09120872712566032,0.026643885978998017,3
-0.033230894851041484,-0.019907224504659208,-0.04236846938261302,0.013128318942955722,-0.02428302074828076,-0.0035223489799803775,-0.0277517691651834,0.011059297161469757,-0.03616595274649834,-0.015094127766727585,-0.06871591470702748,0.014383516185045785,-0.016156844638223346,-0.00702668470107976,-0.03967298216047626,0.020733956997189704,0.026992496521817847,0.028069047359229236,0.019200411559694385,0.007571862068343665,0.03402482244626532,0.014085887710932138,0.007908282481202093,0.015748752021834008,0.008039152869384444,0.028127308137704875,0.09384883852909626,0.014179916216706362,0.1025036145437482,0.04056846329371746,0.0866514120048294,0.005118208913250472,0.07744500632142437,0.022285737001954364,0.11175793010754832,0.00838191526118703,0.1652088834433505,0.035119604225936164,0.0531361206140324,0.0179425571535203,0.003983004749093803,0.03715471203106845,0.010908504060980213,-0.07017011014147888,0.005399907443016954,-0.04582711821727623,0.03958478880053495,-0.09408423898329378,0.009351566380221724,-0.10295767565011707,0.06338917937710822,-0.09206215055389512,0.008184266526280607,-0.08470833715708685,0.0528500716016492,-0.01725633328505474,0.003781318342777305,-1.0304235827309058,0.04356009159319105,0.026067568195821542,0.0029595133564877963,0.02845710227916415,0.021586007740658983,0.016851832994536697,0.040029741296529885,0.02036097614896507,0.020225896594093882,0.0133082154999304,0.022796206589048663,0.19212155715629606,0.18420464373894416,0.16988765143958354,0.17750513380013297,0.30549792335448245,0.2893481108279465,0.297895094330929,0.2754190937891155,0.25728935774479683,0.2490538832734365,0.18208662167908526,0.23285721360793554,0.12819862452395767,0.2358198657661081,0.009238361672489731,0.3904868872720975,0.2817952840432649,0.05369848216690207,0.04579170269287598,0.048044019811205915,0.003077214809646665,0.06482806354673022,0.028650269129647524,0.060697353208356224,0.0029959949669851648,0.06504800087522097,0.08317206745006271,0.04213094592183712,0.003943078830451632,0.03248482709447282,0.029935433435779656,0.03283951826384527,0.011996268612832088,0.040977551369010747,0.041140751093705234,0.004428165080671479,0.00991525971125206,0.031333242864602026,0.0038257161866380334,0.0029429364783980115,0.007400339691519691,0.014766741874256428,0.027884995143781757,0.11214409189721727,0.024763361213829,0.3691412181294171,0.05004507354446687,0.11405228431701955,0.04336097147469616,0.2270496687240119,0.07175456545617351,0.15927173678504802,0.02012396217387196,0.3240102753602699,0.04821798190101746,0.06848083848903376,0.05404163412286354,0.023898138703913743,0.07878566296040324,0.0203121876244841,3
-0.03337218554142063,-0.02066881687369916,-0.02557138932008968,0.006280885764728322,-0.02438626698288849,-0.0036571037823698756,-0.01674951453250724,0.005291018782465454,-0.03631972267820428,-0.015671585087398444,-0.041473327525505824,0.006881400615412988,-0.016225540101993303,-0.007295505171092526,-0.023944534393088888,0.009919595640233468,0.027456340484530984,0.027554208782001155,0.005611078434398081,0.0019067828552107734,0.004386671469768419,0.0012758479301923369,0.0071478752860889404,0.004783404413081164,0.005141319149639629,0.02864662642187292,0.08766528876840568,0.011540141388534313,0.1025036145437482,0.03799561990922425,0.08094208915796386,0.00416538811741204,0.07744500632142437,0.02087238026228921,0.10439437896719453,0.006821513310977758,0.1652088834433505,0.0328923263341282,0.0496350666739236,0.01460231804328507,0.003983004749093803,0.03479836803154878,0.00892413190632454,-0.0007635170422845291,0.002148029357559503,-0.0019451239733185852,0.00240277591161008,-0.0010237253401666282,0.0037199598948421545,-0.004370020436255675,0.0038476899303802226,-0.0010017231091064326,0.003255619647939784,-0.0035954304733498968,0.00320797161786536,-0.0001877651969466238,0.001504170746679666,-0.04373614775295026,0.002644074705439221,0.00047968672433840615,0.0003505781327160377,0.002147430291005897,0.004623509038186265,0.004567091056037583,0.0025990118597012052,0.003438200877514275,0.007474075534004552,0.008106667659678199,0.00517815986366045,0.18867174097222966,0.18420464373894416,0.1406779601894346,0.18759843055414105,0.3000122730412821,0.2893481108279465,0.24667639976068306,0.2910799740454782,0.2526693608872138,0.2490538832734365,0.15077949632324253,0.24609794027279197,0.12589663563627648,0.2358198657661081,0.007649960809778413,0.4126907522950888,0.2481338250143591,0.05363978198807812,0.04629429455170022,0.048044019811205915,0.0030568282436069004,0.06475719713171357,0.028964723303021706,0.060697353208356224,0.0029761464828761664,0.06497689403701189,0.08408493160500241,0.04213094592183712,0.0039169559102300725,0.0324493164974771,0.030263993071050405,0.03283951826384527,0.011916793263389602,0.04096310804475845,0.04095141603256113,0.0049112376349265425,0.007592159812860236,0.012009479426187934,0.003908271514090361,0.0029429364783980115,0.007346322613479402,0.010315523730062282,0.028236197655590694,0.09533297650632726,0.019903382215218358,0.02752349662206257,0.040792332070393934,0.09695511869900997,0.034851084270502916,0.01692902467471097,0.05848799600732465,0.13539588652576795,0.016174496966409106,0.0241584935017076,0.03930304803574451,0.05821512356435288,0.04343559382728985,0.001781866417475354,0.06421912684394958,0.015282827808508797,3
-0.0350183227821728,-0.025576868909622952,-0.02557138932008968,0.0020330925628879665,-0.02558915919963088,-0.004525525800636692,-0.01674951453250724,0.0017126773738092905,-0.03811125197436551,-0.019392986054099875,-0.041473327525505824,0.0022274763365408823,-0.017025891214151,-0.009027908105758656,-0.023944534393088888,0.0032109254774651827,0.027410939685311112,0.02761653532521434,0.002221050436801952,0.0011122899898534338,0.0030088066661726185,0.0011491826557399238,0.0019010322833904773,0.0028376138351215072,0.0024538112126258663,0.02834017069106015,0.07926733589143657,0.011130507342836172,0.16672786687241142,0.034238632074551675,0.07318818952377945,0.004017531628570947,0.12596863789989185,0.01880852977337949,0.09439385210526838,0.006579373808411886,0.2687214967734293,0.029639949607899313,0.044880243449944734,0.014083987598687156,0.006478580179976654,0.031357522858517436,0.007349474153683156,-0.0008783962880311233,0.001849692002794801,-0.0019451239733185852,0.0021717485656597376,-0.0011777556871227762,0.003203298895330073,-0.004370020436255675,0.003477733835698075,-0.0011524429867882146,0.0028034503372792157,-0.0035954304733498968,0.0028995245566232498,-0.0002160164644470165,0.0012952581821937187,-0.04373614775295026,0.002389846436069428,0.0003450395563839172,0.00046507390124045193,0.0020013466260975685,0.002687414666419899,0.006179005675861664,0.002804831655469735,0.003145588095313875,0.00432709609490087,0.005671900361396406,0.004108896985137329,0.19060744310700425,0.18228130244076107,0.1406779601894346,0.18675750762066226,0.30309028776882985,0.2863269319922199,0.24667639976068306,0.2897751879397085,0.2552616548828128,0.2464534297265024,0.15077949632324253,0.24499478924297804,0.12718828845670574,0.2333575929506478,0.007649960809778413,0.4108408374689657,0.20028295029190468,0.053764439033855096,0.04629429455170022,0.04863031971398672,0.0029023596455935784,0.06490769067564765,0.028964723303021706,0.06143806667123785,0.002825754920754994,0.06512789814915047,0.08408493160500241,0.042645086278849366,0.0037190230727542867,0.032524727615534155,0.030263993071050405,0.033240271707065075,0.011314610150203505,0.04075316882238534,0.04043051661818856,0.0044281650806714725,0.005285893971703135,0.008016966319077584,0.003684544581575826,0.0029429364783980115,0.005293673470843219,0.004451218144194141,0.028350518903206744,0.08025297844390825,0.015131422274638841,0.02752349662206257,0.035568106272773674,0.0816185263077545,0.02649531959562069,0.01692902467471097,0.05099750742566448,0.1139786416091302,0.012296560505755031,0.0241584935017076,0.034269553085783895,0.04900651618917395,0.033021639480343395,0.001781866417475354,0.055994659103790576,0.010520702611232913,3
