acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,gyr_0,gyr_1,gyr_2,gyr_3,gyr_4,gyr_5,gyr_6,gyr_7,gyr_8,gyr_9,gyr_10,gyr_11,gyr_12,gyr_13,gyr_14,gyr_15,gyr_16,gyr_17,gyr_18,gyr_19,gyr_20,gyr_21,gyr_22,gyr_23,gyr_24,gyr_25,gyr_26,gyr_27,gyr_28,gyr_29,gyr_30,gyr_31,gyr_32,gyr_33,gyr_34,gyr_35,gyr_36,gyr_37,gyr_38,gyr_39,gyr_40,gyr_41,gyr_42,gyr_43,gyr_44,gyr_45,mag_0,mag_1,mag_2,mag_3,mag_4,mag_5,mag_6,mag_7,mag_8,mag_9,mag_10,mag_11,mag_12,mag_13,mag_14,mag_15,mag_16,mag_17,mag_18,mag_19,mag_20,mag_21,mag_22,mag_23,mag_24,mag_25,mag_26,mag_27,mag_28,mag_29,mag_30,mag_31,mag_32,mag_33,mag_34,mag_35,mag_36,mag_37,mag_38,mag_39,mag_40,mag_41,mag_42,mag_43,mag_44,mag_45,mag_46
-0.009190239571111513,0.06945753703704075,-0.11757166909034028,0.08081797998090877,0.014004330177805387,-0.00854669302111882,0.0308123490879572,-0.08293028313601189,0.07692007494020486,0.02624350521962584,-0.009194769346794543,0.06299161497774777,-0.1377370852282083,0.08933486696991194,0.02770506575853017,-0.00510524910500413,0.03794927871494911,-0.07576682114801707,0.14717495816705242,0.035449478176490946,0.03794582362016947,0.03458686161315973,0.17213994134167815,0.05330952940098466,0.11486516440705838,0.1229182467644965,0.00948248200064566,0.35331599019755017,0.15969788575466415,0.03049547775806957,0.9125560862134814,0.9998646261577372,0.2611064583850285,0.9978661229856456,0.9933722758603328,0.8314367940563181,0.1243074840946861,0.8705512324089401,1.0189009308856611,0.9733459000783732,0.17145369062625865,0.9786084777696938,0.5743566140666582,2.0445517032939526,0.007620293921521182,1.3780548549345573,-0.037595008704889764,0.12429259022753004,-0.19875178496089552,0.14303103568478898,0.01390966886657725,-0.05365018237093852,0.2116388101731007,-0.3554728514386253,0.2544516879941515,0.02398272873011273,-0.06473341997363236,0.1704204274240162,-0.30839625539112936,0.23262982666999196,0.029366182481306933,-0.00953300152411494,0.0897953742672922,-11.872776045922356,0.1426745388671967,0.029490539888102286,0.11477808900360024,0.1538346200373785,0.1727143761193417,0.09458380399106373,0.15625183671276688,0.1412171446652858,0.023439139676415116,0.022248372843627386,0.06486152215811318,0.11070966779966733,0.2629759060342863,0.3024345354212791,0.3102403711366709,0.26684969218730903,0.4660539307730375,0.5489278770735001,0.4001194072265025,0.4795436870958663,0.4284458420665114,0.496766479179513,0.3735222781432357,0.4445728075584561,0.18941724962485795,0.3924210724423157,0.016727710774892032,0.5925251128873806,0.002341371984896524,0.01138549767382877,-0.04095894449185925,0.07550330555005075,0.017893570352914834,0.004453574275210058,0.007233107808302382,-0.09488549559167864,0.07782421921321918,0.1927313873340532,0.001978914914651081,0.009275464589205813,-0.03659597648911466,0.07460164633465706,0.060477354626615576,0.0014221073518961864,0.0057620202823216275,-0.029666564140701294,0.1057563573922979,0.10489364580388368,0.011181891069453059,0.008810402489580945,0.12419755981007385,0.03917504215018845,0.06430106319787372,0.061728732367796676,0.032276279929312326,0.27383251360528765,0.04308752515123823,0.019580655419836862,0.9334982247428858,0.99975039328569,0.8480541083235064,0.9980239235406824,1.2943234940156678,3.1461404962637873,0.264791090431341,2.3253519403345777,0.8343054576843998,0.8648334363825063,0.6798913130026594,0.8508198788944715,0.6015169834613125,2.39718962465402,0.06007732514505398,1.6014811632933614,0
-0.007847512259148131,0.06945753703704075,-0.11757166909034028,0.1098586626820888,0.11203466136781476,-0.007297990192685902,0.0308123490879572,-0.08293028313601189,0.10456010615871787,0.2749694204453725,-0.007851380218185405,0.06299161497774777,-0.1377370852282083,0.1214359603953872,0.27036298672796233,-0.0043593537064539715,0.03794927871494911,-0.07576682114801707,0.20005998774460992,0.1810221811784508,0.04023562450321593,0.04094176866950952,0.17213994134167815,0.05330952940098466,0.124834788608678,0.1229182467644965,0.08407799063937277,0.1911858989337352,0.21357110864284712,0.031121511686727606,0.20230587969039354,0.010528660062784068,0.2611064583850285,0.03778598792503908,0.22022213775577146,0.008755100579914878,0.1243074840946861,0.03296498157238803,0.2258816222414225,0.01024941560820161,0.17145369062625865,0.037056762698495234,0.12732994916168755,0.02152930436942192,0.007620293921521182,0.052182515178288806,0.0862384597160297,0.12429259022753004,-0.09195458640260737,0.09046221776136544,0.04596238153967057,0.1230671105165101,0.2116388101731007,-0.16446322249546358,0.1609319536761341,0.04738051019583351,0.14849073382315353,0.1704204274240162,-0.14268274429929628,0.14713037584644653,0.1081535085066856,0.02186756689866941,0.0897953742672922,-5.493063677231267,0.09023674576789308,0.07600465445443792,0.06404349908967097,0.05441373047548611,0.11630659555344898,0.09415775043262398,0.15625183671276688,0.08964717649918105,0.04966167472765736,0.0550782878875356,0.0902281552143371,0.09368900654394688,0.2885277636941157,0.3024345354212791,0.3102403711366709,0.29388959071526405,0.5113377131563713,0.5489278770735001,0.4001194072265025,0.5281358834462068,0.4700754625763156,0.496766479179513,0.3735222781432357,0.4896214021666549,0.2078218353289936,0.3924210724423157,0.016727710774892032,0.6525657252501399,-0.010469937697294393,0.008838337816880553,-0.022295028296100684,0.08799880832269202,0.04452089676117005,-0.01991509486425459,0.005614919268978669,-0.05164866515362648,0.09070382415068498,0.11887025685872744,-0.008849134609236019,0.0072003606514589565,-0.019920150322975533,0.0869479280216273,0.03906318905547823,-0.006359252382476682,0.0044729429684868685,-0.016148289346090954,0.12325862232484312,0.02755104566908481,0.015461347943034541,0.017483501055246417,0.07278470664584549,0.03832663842197647,0.06900291959771825,0.061728732367796676,0.10533258063474484,0.2357218037539921,0.09765681717125092,0.0235815473397248,0.23842628223527804,0.017306707233269845,0.18960272641017545,0.04639805247608387,0.3305852443082353,0.05446292679578087,0.059200364908501675,0.1081054259403324,0.2130912981426208,0.014971155990070846,0.15200592196025692,0.03955454820019837,0.1536344197200392,0.04149781715030909,0.013431719192364995,0.07445273134368538,0
0.002039695856280452,0.0339815208946485,-0.030175294751529608,0.08779614375247922,0.08816364075549478,0.001896866148612133,0.015074684893984131,-0.021284428100906885,0.08356167722203643,0.12181692582386865,0.002040701201638325,0.030818122436625763,-0.0353508390000327,0.0970484145291898,0.06751110755810769,0.0011330668111731274,0.0185663682099924,-0.01944589354065471,0.15988266208895602,0.07892791725011572,0.035724700979886594,0.03390030706719408,0.06055948160406997,0.044475494489839236,0.09883870409074877,0.06639413047391728,0.11336831889275326,0.19888326392280747,0.1174795920327614,0.029329214883801743,0.12002576524155005,0.005215950730432161,0.20496595746260507,0.021444781360707432,0.13065527629606336,0.0043373205130092,0.09758013131817582,0.01870870291341945,0.1340129837304815,0.005077611634273393,0.13458943174774948,0.021030922245075242,0.07554340293859939,0.010665724810350509,0.0059818544873672715,0.0296152804333233,-0.020158187460790452,0.03528740757567226,-0.04400601414859711,0.0431633769209102,0.04263615567694756,-0.02876686216588935,0.06008552030122855,-0.07870592625333182,0.07678748926392215,0.02573756165041766,-0.0347096186371367,0.048383375635851364,-0.06828260677400487,0.07020216866590666,0.04870489110058015,-0.0051115304506397395,0.02549344224285172,-2.6287741303192877,0.04305579462986986,0.050061662175042335,0.012315612689566376,0.01448608473977909,0.042474264011373566,0.02811950946217414,0.036316087375850216,0.03136078670284535,0.041750965824600736,0.023062336374461985,0.04655901380931742,0.04444501563994519,0.28775241803247337,0.28411544002127304,0.26815494592266603,0.2937510602938111,0.5099636218992464,0.5156781619448199,0.3458415086802661,0.5278869366007599,0.468812253220354,0.4666762895424786,0.3228523932247549,0.4893906098509779,0.207263366513536,0.3686513033812864,0.014458525696757598,0.6522581260434969,-0.016244698515804658,-0.0071504608032401705,-0.01924489413181329,0.02785498466551167,0.044307878116379686,-0.030899392273085545,-0.0045426256585834384,-0.04458272399254403,0.028711225515187806,0.034045383747817466,-0.013729931161859707,-0.005825291777048393,-0.01719491803123295,0.02752234090329043,0.017413741645461344,-0.009866738535219912,-0.0036187351099216686,-0.01393907712284724,0.039016062833037775,0.024730927789931672,0.021186262240742892,0.021315033861438067,0.033833751145546036,0.013765351881065258,0.031578682115722984,0.008021409841724152,0.023646089530248854,0.024172070600127275,0.009012576047410016,0.029169349460387888,0.1435254620353122,0.007480637180530592,0.18960272641017545,0.023945736164105638,0.1990023896970181,0.023541011566072398,0.059200364908501675,0.055792514326108884,0.12827456241356786,0.006471120394268534,0.15200592196025692,0.02041384766700218,0.09248330707554467,0.017936983026366884,0.013431719192364995,0.03842457530673071,0
0.009360301813648459,0.015214508502797972,-0.008297488068021523,0.023675518152816332,0.029281780072055424,0.008704846654677535,0.006749371877956202,-0.0058527112876995005,0.022533632132268184,0.06032091286613583,0.009364915411282477,0.013798163634463822,-0.009720639589856944,0.02617052870073231,0.01974384742065017,0.0051997199949944065,0.008312699360124659,-0.005347158029580482,0.043114705348328994,0.06142858748467121,0.03407355002555642,0.033967507888699795,0.02260423535056931,0.01646712956892201,0.026960886480789526,0.023240751954185304,0.019755165699360103,0.05360417538132236,0.014878693594505915,0.027430089814207862,0.09073115240643867,0.0030483205024810713,0.20496595746260507,0.01310175724856395,0.09876632540077096,0.002534828975376883,0.09758013131817582,0.011430141435540228,0.10130451929901713,0.002967471981298713,0.13458943174774948,0.012848908708076921,0.05710557222050795,0.006233292700316344,0.0059818544873672715,0.0180935495941446,-0.011859541130887169,0.03528740757567226,-0.04400601414859711,0.03927177695886031,0.01149059521461622,-0.01692422921091085,0.06008552030122855,-0.07870592625333182,0.06986434720177684,0.008189223662347625,-0.020420494187049745,0.048383375635851364,-0.06828260677400487,0.06387275756777469,0.008594981130476362,-0.0030072349381141798,0.02549344224285172,-2.6287741303192877,0.039173894262003656,0.011159057278849614,0.007950498600561533,0.0006482257035972285,0.042474264011373566,0.014485807589668788,0.0289469651100238,0.03136078670284535,0.011426580577813969,0.0075970046357151655,0.00818796439772672,0.02619005237286431,0.2561736947740554,0.25903395513513866,0.08159983522217483,0.2719452380240739,0.4539988442687785,0.4701545042936901,0.105239938887559,0.4887006653869001,0.4173635373213612,0.4254784781810105,0.0982443266059408,0.4530620102257886,0.1845177279625495,0.3361070597691858,0.0043997447459024315,0.6038394930817286,-0.014063415707067884,-0.0071504608032401705,-0.01924489413181329,0.018253128932622542,0.008946783081192027,-0.02675032708113257,-0.0045426256585834384,-0.04458272399254403,0.01881421610657701,0.011540820556116606,-0.011886322751437915,-0.005825291777048393,-0.01719491803123295,0.018035150371393083,0.017413741645461344,-0.008541866477776883,-0.0036187351099216686,-0.01393907712284724,0.02556688628217053,0.007088557254725481,0.020261578231861487,0.02009921129467249,0.033833751145546036,0.011686762746945894,0.026876825715878468,0.0067489267174100425,0.01049531901459374,0.006881100389817242,0.00679030511775541,0.028299118075005018,0.10318182981786037,0.0057015761456015775,0.1285232804700255,0.017498328620043527,0.14306472465501152,0.017942438157243855,0.04012930218420573,0.04077033771382501,0.09221781195632624,0.004932144787251984,0.1030380739301144,0.014917403767780746,0.06648713556702547,0.013671171596633964,0.00910476682292215,0.02807872939027249,0
0.006926596603340125,0.011343506700405943,0.0012345742778339642,0.013974256390826702,0.015595731817898357,0.0064415616580833605,0.005032140545785481,0.0008708185841483464,0.013300268691075241,0.02702690937168066,0.006930010652410034,0.010287520074148557,0.0014463234539598914,0.01544691337215859,0.01146414908496603,0.003847777942708188,0.006197713246714032,0.0007955978615112943,0.025448057477078977,0.028627967878849768,0.033351925346261614,0.03350260091714427,0.010432724359190964,0.01646712956892201,0.026960886480789526,0.019791823482557504,0.014487121366140688,0.021289107627262063,0.00917519524660136,0.026262874300931136,0.09475256799160572,0.0030028856213096984,0.14289503984719246,0.012349603597570416,0.10314387853133336,0.002497047628831379,0.06802942754798177,0.010773952922121056,0.10579457108334794,0.002923242138426237,0.0938310071130444,0.012111270739924063,0.05963662392696833,0.006140386159513054,0.004170338069376243,0.017054824091261384,-0.11284567448506988,0.027083645132862277,-0.17729957582118355,0.09218555732357196,0.009676292200917357,-0.16103709573308672,0.04611659006040949,-0.31710500506153994,0.16399776843788222,0.010529002792842022,-0.19430468805024464,0.0371350083805755,-0.2751096060669173,0.14993326531536671,0.008594980592625659,-0.028614383236358495,0.019566621363155283,-10.591291832554408,0.0919557900030986,0.011718494457321735,0.049733211810619314,0.0005859073021840528,0.10840582720820632,0.17809022146147746,0.11786181110146594,0.1178956978739932,0.010474365034631956,0.010310220751678771,0.007064126033589955,0.04506013883099677,0.24313086329898145,0.25215139417847626,0.08159983522217483,0.2560503320845824,0.4308839400593564,0.4576624468985021,0.105239938887559,0.4601366384330468,0.39611388369894507,0.41417346776142666,0.0982443266059408,0.4265810242389763,0.17512318949480515,0.3271766578625356,0.0043997447459024315,0.5685457257967333,-0.014909412287547103,-0.012889242649617477,-0.015710611687480287,0.008013370604430933,0.008946783081192053,-0.028359515468130564,-0.008188423933927226,-0.036395204869385,0.008259695466479883,0.011540820556116606,-0.01260135447713277,-0.010500525950044314,-0.01403710918524552,0.007917675066345378,0.017413679922073478,-0.009055709628091891,-0.0065230418290433525,-0.011379196292739443,0.011224209051315666,0.005647835400744643,0.020166427820304988,0.020122528261337903,0.013786350555747407,0.005005581996450717,0.011691098233147831,0.004033661762696531,0.005310886418558552,0.00789562738600437,0.0067902970220212475,0.028311388580659076,0.07653171431439403,0.004447043231229049,0.1285232804700255,0.012773180620779959,0.10611353428304447,0.013994515923543513,0.04012930218420573,0.02976095025397852,0.06839951619193355,0.003846911894443596,0.1030380739301144,0.010889193868533771,0.049314636828791766,0.0106630674675252,0.00910476682292215,0.020496510832076327,0
0.005474284231050884,0.005512503369986978,0.002727548063015849,0.0038140765007382226,0.004455926320859146,0.005090947463460385,0.0024454247217835967,0.0019239016923301426,0.003630121048976501,0.010184053518196779,0.005476982450112525,0.004999334912503128,0.0031953660514165037,0.004216017486294577,0.005732074542483075,0.0030410071962607864,0.0030118477522917486,0.0017577163602597971,0.006945688936727784,0.01631885370524697,0.033349664312405096,0.0335435193958239,0.0032291766417265697,0.006391444399559413,0.009219232191866234,0.009456079402374824,0.0029501052667730123,0.007766710906702305,0.004463615848256242,0.02543811975178261,0.09562592168510957,0.002843091773420791,0.0716964493207985,0.011748424853903408,0.1040945766410208,0.002364171156234061,0.034133224006463916,0.010249476858506957,0.10676970116548444,0.002767686393546951,0.047078961266912335,0.011521694040549604,0.0601863068208328,0.005813635142095202,0.002092433945652488,0.016224595198516725,-0.08272683683705215,0.11698786871247972,-0.17729957582118355,0.13904210233391928,0.05110290769126969,-0.11805582805202165,0.19920071899436625,-0.31710500506153994,0.2473553901902133,0.03334183998107789,-0.14244420354041676,0.16040475584995526,-0.2751096060669173,0.2261421097240281,0.047988640700921216,-0.020977121400433483,0.08451806689795073,-10.591291832554408,0.13869554770851186,0.07786339341650847,0.0990488898302118,0.12222225597494438,0.1574028143362042,0.17809022146147746,0.11786181110146594,0.1178956978739932,0.04951518228384681,0.060640378042299124,0.04286640118029543,0.09851738519789492,0.2134255177370364,0.2420925770824665,0.13400845744142026,0.23027790798554806,0.3782392195870904,0.439405388038832,0.1728317444900747,0.4138221638816796,0.34771731389492305,0.39765127016737545,0.1613431035122416,0.3836440478258559,0.1537269142985291,0.31412493482826365,0.007225541631659486,0.5113194709208506,-0.020706948512263814,-0.014178167920765225,-0.03236531252104953,0.0503695548675956,0.04004750522057399,-0.03938713446953322,-0.009007266966541177,-0.07497748676481934,0.05191787632515642,0.0911723518498272,-0.017501400679671084,-0.011550579364761934,-0.0289177426512685,0.049768042483590916,0.0258852148979603,-0.012577029154095556,-0.007175346521162506,-0.02344219636886385,0.07055188653610965,0.014232750697857937,0.019614145128091013,0.01949069374523469,0.05267710167802398,0.04418062414663917,0.07827955519741149,0.025099812517446782,0.044889635204483115,0.3258818569228835,0.0862985021525972,0.027748688478167118,0.06345901252198091,0.004090327260789942,0.0747593648145303,0.010369926017051013,0.08798783825952887,0.01287195716507768,0.023342394706780303,0.024161472501909063,0.056715909128733276,0.00353833497304476,0.059935141170976335,0.00884040852114135,0.04089099772650267,0.009807738148299158,0.005296056729775238,0.016640123337059453,0
0.005935267529352984,0.006835503953603672,0.003014658420160114,0.00336564988376206,0.0038193657977911148,0.005519650405093752,0.003032326555118537,0.0021264176844350093,0.003203322346619215,0.010184053518196795,0.005938192962397325,0.00619917508728611,0.0035317204132950834,0.0037203340729898096,0.0038213608550675205,0.0032970869810007184,0.003734691089810839,0.001942739157399623,0.006129074012548167,0.010473582703152656,0.033486903012787145,0.0335389673247005,0.004322128474817273,0.0025647194631621593,0.00991602717157398,0.006460674481488762,0.002528661720115461,0.007211943565661939,0.0029757438988374948,0.025880191372246147,0.07810649842646326,0.002843091773420791,0.06775063334154018,0.011732978398936056,0.08502362898407798,0.002364171156234061,0.0322547011230547,0.01023600117264246,0.08720864959123774,0.002767686393546951,0.04448796939194962,0.0115065456840373,0.049159700593275665,0.005813635142095202,0.0019772767882686422,0.016203263617286568,0.056085508964339593,0.11698786871247972,-0.10963816514832628,0.10527892662561716,0.05352198443136316,0.08003716152650774,0.19920071899436625,-0.1960907732196845,0.18729082441335906,0.07896751875005999,0.09657151125360176,0.16040475584995526,-0.1701217404731765,0.1712287010694189,0.06446235525146851,0.014221654971136394,0.08451806689795073,-6.549422341781933,0.10501652481805228,0.06904112945375494,0.056766040161953926,0.039369289049737785,0.1216656409127812,0.0745593067403397,0.04580327745506422,0.08494535725442741,0.05068713701527722,0.0732568328898456,0.056352461188256125,0.08143048003648902,0.17565470932715194,0.19354615031235575,0.13400845744142026,0.1846795622952423,0.3113006395728177,0.3512921474352059,0.1728317444900747,0.3318794093723264,0.2861803234582558,0.3179109142264078,0.1613431035122416,0.307676995372481,0.12652121795547716,0.2511339776949044,0.007225541631659486,0.4100708440022127,-0.03149442382134065,-0.016725326771527438,-0.03742466204752623,0.0546536784261998,0.08009501044114799,-0.05990622449063104,-0.010625454866643664,-0.0866979764685196,0.05633369055385023,0.03404536482847051,-0.026618916357772898,-0.013625682482795595,-0.033438167643127216,0.05400100511012253,0.060712667327188885,-0.019129148187037148,-0.008464423325782443,-0.027106683310593502,0.07655259470214046,0.1020633375664391,0.024424524957876326,0.023652479487969183,0.06026260657774304,0.042102035012519815,0.11684748539613615,0.06692357496903234,0.05525850868833553,0.04252166730098896,0.06814989011192225,0.03073776838124322,0.055290731543599,0.003102688933154317,0.0747593648145303,0.008969347155578455,0.07666226988048562,0.009763932443002124,0.023342394706780303,0.020898185223621645,0.049415583086827065,0.00268397907128308,0.059935141170976335,0.0076464087489989535,0.03562761360433789,0.007439590690874539,0.005296056729775238,0.014392681555906872,0
0.007924326849758915,0.10027855178937642,-0.01662368728570726,0.0750208388520005,0.005729042048229464,0.007369425841388355,0.04448498860708672,-0.011725674254985049,0.07140253379181308,0.02350165818877097,0.007928232669927223,0.09094344824628503,-0.019474914749395743,0.08292680243180839,0.005732074542483075,0.0044020248051704495,0.05478885191332202,-0.010712818412307716,0.1366179756325085,0.01151899892794801,0.03674918898184242,0.033886318976478036,0.11605163007754847,0.038938959766906985,0.13389321291585016,0.1335004078587811,0.003792993240428411,0.021358458614779342,0.004711618247867315,0.02838516657751324,0.058548608938889524,0.002206195506701497,0.06775063334154018,0.009048559872197331,0.06373368803161471,0.0018345604706531226,0.0322547011230547,0.007894079944009466,0.06537157885541674,0.002147682091195876,0.04448796939194962,0.008873933284802321,0.03685009754083942,0.004511291491888835,0.0019772767882686422,0.012496076953428073,0.028547798659295364,0.05427967170027971,-0.015074523099801413,0.02504018414680473,0.010281058661117979,0.0407393070814963,0.09242453724879628,-0.02696118533686697,0.04454639577581169,0.015208559560377297,0.04915537204529248,0.07442410552924535,-0.02339061496580025,0.04072608207000035,0.01575746468873906,0.0072388920099862265,0.03921443286771885,-0.9005022862976507,0.024977772895166082,0.013702646288980392,0.007377796330483127,0.0025816553581215467,0.03754393945231147,0.04436278688062992,0.04518550610911292,0.03530852547917336,0.012452042425406394,0.014651366781712003,0.015894283394737148,0.0267700256906614,0.17745045902580855,0.19354615031235575,0.3045473094181163,0.18777884374782486,0.3144831220228801,0.3512921474352059,0.3927770214764272,0.3374489899213496,0.2891059963968302,0.3179109142264078,0.3666679626493061,0.3128404124463194,0.12781466713134898,0.2511339776949044,0.016420749145421704,0.416952628566057,-0.03512729129597556,-0.03016696553469995,-0.03742466204752623,0.02430306191763209,0.02684034924357621,-0.06681638026026045,-0.019164811254882057,-0.0866979764685196,0.02505011938816985,0.06809072965694081,-0.029689396262239487,-0.024576230973556098,-0.033438167643127216,0.024012835157615733,0.052241163212996065,-0.021335686736857186,-0.015267024090356225,-0.027106683310593502,0.03404093745517499,0.055140706128660254,0.03764108120090732,0.03924003452494322,0.033893953549719615,0.016671133259365523,0.10286899339659837,0.044391851805489935,0.020990646320969544,0.0416394734971031,0.1590164183568861,0.03862447290231695,0.048672456864778516,0.0021478841024192693,0.11168127810884976,0.00751436299373713,0.06748583206882751,0.006759232305669533,0.03487066110636339,0.017508135983227972,0.04350056092755597,0.0018580257649529047,0.08953571483940696,0.006406028213851641,0.03136300493663638,0.005150171002540864,0.007911656098010545,0.012057938196436609,0
0.011510347028525329,0.10027855178937642,-0.017427595278155142,0.08551303953630099,0.02769038341830536,0.010704334947761891,0.04448498860708672,-0.012292718322189526,0.08138868864392286,0.2252242365820252,0.011516020361594574,0.09094344824628503,-0.020416705782287773,0.0945247086474181,0.473533286027834,0.006394086727660657,0.05478885191332202,-0.011230881594998928,0.15572497629197835,0.07148835081304934,0.04000399496539838,0.043866106501617985,0.1167471442530619,0.038938959766906985,0.13389321291585016,0.1335004078587811,0.02634021946524633,0.20269729156526872,0.33824206967794784,0.03184269964233643,0.05342148249855847,0.0018604759048198823,0.28785190483998485,0.008173743147584709,0.058152502022775936,0.0015470775555554454,0.13704044819051178,0.007130878588436013,0.05964696205460381,0.0018111317740181281,0.18901589697883886,0.008015999496410806,0.0336231189182112,0.003804354190180903,0.008400849731245882,0.011287953532098422,0.0009608161254279783,0.013541822777404771,-0.011943660373732828,0.007078075676271431,0.0054429135824678315,0.0013711384071961933,0.023058295389439418,-0.021361554113844352,0.012591870673066418,0.007604279384862716,0.0016543928544609685,0.018567504479558548,-0.018532563798847525,0.011511987659495205,0.007162484096113401,0.00024363504368354644,0.009783310833995869,-0.7134748742698699,0.007060433970461309,0.003648555684505801,0.00032073184717460617,4.618772756884669e-05,0.013688532550206791,0.015497683291267403,0.0047215326529831065,0.00971065184581685,0.0049808171241721546,0.007054361534768178,0.00706412579246962,0.006240120499583433,0.18174118667292594,0.18038689684685413,0.25243680211929903,0.17662414439984636,0.3220872805785879,0.3274077022985819,0.32556969699353505,0.3174033769400135,0.2960965395517898,0.2962960678809593,0.3039281092571141,0.2942566323191894,0.13090520817011758,0.2340593127586424,0.013611026183726595,0.3921842301609115,-0.033829194147243155,-0.03335858752412904,-0.03137280854695601,0.009419045002553226,0.008946783081192101,-0.06434724160753429,-0.02119242099090213,-0.07267825194256235,0.009708579216733196,0.011540820556116537,-0.028592251586014056,-0.027176361208805167,-0.028030960715066548,0.009306562924253615,0.008471534975886822,-0.02054724580965893,-0.01688225349564315,-0.022723325724792482,0.013193116279178414,0.007299015379631363,0.04519835377861384,0.045047834385844567,0.012582302472276015,0.005005581996450717,0.01404203059953566,0.007482129135999216,0.007839879951205492,0.006881106174685146,0.004568026092366643,0.042838097674127724,0.044920689328795435,0.0020844209424492107,0.14373498855493866,0.006497691487157072,0.06228389302149226,0.0065595184381445895,0.044878910412730295,0.015139335992821287,0.0401474531783731,0.0018031269991317504,0.11523341392240588,0.0055393111866333606,0.028945483584076555,0.004997999790956744,0.01018238524804315,0.010426534150260285,0
0.012918806303615669,0.040939521841129256,-0.017427595278155142,0.05778165487976464,0.06015496810023814,0.012014166858431955,0.018161352853473808,-0.012292718322189526,0.05499480715269632,0.0462199244984574,0.012925173851947254,0.03712839106019908,-0.020416705782287773,0.06387089176448743,0.056683875230903236,0.007176496739712176,0.022367987565945997,-0.011230881594998928,0.10522426620612492,0.09409747716298443,0.038055258088780734,0.03633531188219884,0.0565851060660397,0.017708778764170367,0.0943362926914598,0.049282118272406375,0.04493641937282945,0.042023447913483836,0.057964880461465126,0.03252129189841711,0.052605100765313814,0.00186404263525657,0.09561265852939793,0.008256742561769288,0.05726382132404863,0.0015500434679819484,0.04551924568586342,0.00720328834425718,0.058735443167679785,0.0018146039065012774,0.06278336919296004,0.008097397119298255,0.0331092937898973,0.0038116475422995217,0.002790419528948075,0.011402575867739562,0.0009342846924869,0.013541822777404771,-0.011943660373732828,0.0090855242741667,0.005140529671161833,0.0013332765668911525,0.023058295389439418,-0.021361554113844352,0.016163114367488372,0.0058494454103552975,0.0016087093860899747,0.018567504479558548,-0.018532563798847525,0.014776960307854197,0.004297490565238181,0.00023690744341486094,0.009783310833995869,-0.7134748742698699,0.009062879115552066,0.004346228548297653,0.00048382613241424463,0.0005437553582445128,0.013688532550206791,0.015497683291267403,0.004677405974427576,0.009716668490448234,0.005273806412067457,0.005426432231927212,0.003210966444664616,0.007076620423295459,0.17668873430818866,0.14589979266643155,0.25243680211929903,0.16836091990560031,0.31313317021867393,0.2648125596578713,0.32556969699353505,0.3025539045318153,0.28786497856753523,0.23964897466145854,0.3039281092571141,0.2804900625218588,0.127266009259384,0.18931089674504215,0.013611026183726595,0.37383619315875466,-0.034544258830678014,-0.035291973921571664,-0.03236531252104953,0.0065394275511504035,0.008946783081192101,-0.06570738160228931,-0.022420684580991217,-0.07497748676481934,0.006740444535005554,0.011540820556116537,-0.029196620381796008,-0.028751440101311813,-0.0289177426512685,0.0064613338164200024,0.008471534975886822,-0.020981563273929343,-0.017860709769999653,-0.02344219636886385,0.009159678933289256,0.008494842137771998,0.045254883339069976,0.04500072055328032,0.011257849580457488,0.00417838836144403,0.009340174199691128,0.0063783510659684,0.005310886418558589,0.006881106174685146,0.004568026092366643,0.04293962823012852,0.04255867534269963,0.002168040017754401,0.12473093766736207,0.006162487758442067,0.059008889262123075,0.006822661479492328,0.03894520487702821,0.014358326016417598,0.03803642488984112,0.001875461626583755,0.09999772437912152,0.0052535485018487295,0.02742347583928292,0.00519850061705393,0.00883611201731368,0.009888648790259792,0
