1518807408771,273.0,3,walking
1518807409272,274.0,3,walking
1518807409859,275.0,3,walking
1518807410401,276.0,3,walking
1518807410946,277.0,3,walking
1518807411621,278.0,3,walking
1518807412038,279.0,3,walking
1518807412539,280.0,3,walking
1518807413099,281.0,3,walking
1518807413639,282.0,3,walking
1518807414204,283.0,3,walking
1518807414762,284.0,3,walking
1518807415326,285.0,3,walking
1518807415823,286.0,3,walking
1518807416351,287.0,3,walking
1518807416900,288.0,3,walking
1518807417467,289.0,3,walking
1518807417957,290.0,3,walking
1518807418500,291.0,3,walking
1518807418993,292.0,3,walking
1518807419617,293.0,3,walking
1518807420196,294.0,3,walking
1518807420669,295.0,3,walking
1518807421227,296.0,3,walking
1518807421774,297.0,3,walking
1518807422324,298.0,3,walking
1518807422839,299.0,3,walking
1518807423383,300.0,3,walking
1518807423919,301.0,3,walking
1518807424496,302.0,3,walking
1518807425019,303.0,3,walking
1518807425527,304.0,3,walking
1518807426086,305.0,3,walking
1518807426639,306.0,3,walking
1518807427214,307.0,3,walking
1518807427698,308.0,3,walking
1518807428255,309.0,3,walking
1518807428795,310.0,3,walking
1518807429306,311.0,3,walking
1518807429872,312.0,3,walking
1518807430472,313.0,3,walking
1518807430964,314.0,3,walking
1518807431541,315.0,3,walking
1518807432001,316.0,3,walking
1518807432592,317.0,3,walking
1518807433083,318.0,3,walking
1518807433709,319.0,3,walking
1518807434244,320.0,3,walking
1518807434915,321.0,3,walking
1518807435439,322.0,3,walking
1518807435942,323.0,3,walking
1518807436414,324.0,3,walking
1518807436911,325.0,3,walking
1518807437484,326.0,3,walking
1518807438009,327.0,3,walking
1518807438486,328.0,3,walking
1518807439039,329.0,3,walking
1518807439567,330.0,3,walking
1518807440224,331.0,3,walking
1518807440655,332.0,3,walking
1518807441183,333.0,3,walking
1518807441704,334.0,3,walking
1518807442208,335.0,3,walking
1518807442790,336.0,3,walking
1518807443311,337.0,3,walking
1518807443912,338.0,3,walking
1518807444431,339.0,3,walking
1518807445025,340.0,3,walking
1518807445449,341.0,3,walking
1518807446091,342.0,3,walking
1518807446500,343.0,3,walking
1518807447090,344.0,3,walking
1518807447554,345.0,3,walking
1518807448098,346.0,3,walking
1518807448605,347.0,3,walking
1518807449195,348.0,3,walking
1518807449663,349.0,3,walking
1518807450151,350.0,3,walking
1518807450518,351.0,3,walking
1518807450921,352.0,3,walking
1518807451484,353.0,3,walking
1518807451933,354.0,3,walking
1518807452449,355.0,3,walking
1518807452955,356.0,3,walking
1518807453548,357.0,3,walking
1518807454004,358.0,3,walking
1518807454540,359.0,3,walking
1518807455025,360.0,3,walking
1518807455634,361.0,3,walking
1518807456078,362.0,3,walking
1518807456669,363.0,3,walking
1518807457177,364.0,3,walking
1518807457813,365.0,3,walking
1518807458250,366.0,3,walking
1518807458755,367.0,3,walking
1518807459306,368.0,3,walking
1518807459856,369.0,3,walking
1518807460375,370.0,3,walking
1518807460969,371.0,3,walking
1518807461402,372.0,3,walking
1518807461908,373.0,3,walking
1518807462486,374.0,3,walking
1518807463049,375.0,3,walking
1518807463546,376.0,3,walking
1518807464139,377.0,3,walking
1518807464636,378.0,3,walking
1518807465224,379.0,3,walking
1518807465734,380.0,3,walking
1518807466303,381.0,3,walking
1518807466756,382.0,3,walking
1518807467362,383.0,3,walking
1518807467868,384.0,3,walking
1518807468380,385.0,3,walking
1518807468949,386.0,3,walking
1518807469494,387.0,3,walking
1518807469941,388.0,3,walking
1518807470552,389.0,3,walking
1518807470974,390.0,3,walking
1518807471469,391.0,3,walking
1518807471930,392.0,3,walking
1518807472507,393.0,3,walking
1518807473001,394.0,3,walking
1518807473510,395.0,3,walking
1518807473959,396.0,3,walking
1518807474522,397.0,3,walking
1518807475013,398.0,3,walking
1518807475594,399.0,3,walking
1518807476041,400.0,3,walking
1518807476597,401.0,3,walking
1518807477081,402.0,3,walking
1518807477636,403.0,3,walking
1518807478114,404.0,3,walking
1518807478668,405.0,3,walking
1518807479194,406.0,3,walking
1518807479698,407.0,3,walking
1518807480188,408.0,3,walking
1518807480758,409.0,3,walking
1518807481186,410.0,3,walking
1518807481653,411.0,3,walking
1518807482225,412.0,3,walking
1518807482766,413.0,3,walking
1518807483331,414.0,3,walking
1518807483868,415.0,3,walking
1518807484398,416.0,3,walking
1518807484973,417.0,3,walking
1518807485413,418.0,3,walking
1518807485939,419.0,3,walking
1518807486436,420.0,3,walking
1518807487026,421.0,3,walking
1518807487456,422.0,3,walking
1518807488004,423.0,3,walking
1518807488503,424.0,3,walking
1518807489091,425.0,3,walking
1518807489612,426.0,3,walking
1518807490145,427.0,3,walking
1518807490653,428.0,3,walking
1518807491114,429.0,3,walking
1518807491659,430.0,3,walking
1518807492295,431.0,3,walking
1518807492746,432.0,3,walking
1518807493220,433.0,3,walking
1518807493776,434.0,3,walking
1518807494794,435.0,3,walking
1518807495459,436.0,3,walking
1518807495814,437.0,3,walking
1518807496368,438.0,3,walking
1518807496853,439.0,3,walking
1518807497406,440.0,3,walking
1518807497901,441.0,3,walking
1518807498476,442.0,3,walking
1518807499031,443.0,3,walking
1518807499510,444.0,3,walking
1518807500061,445.0,3,walking
1518807500606,446.0,3,walking
1518807501110,447.0,3,walking
1518807501690,448.0,3,walking
1518807502201,449.0,3,walking
1518807503241,450.0,3,walking
1518807503874,451.0,3,walking
1518807504346,452.0,3,walking
1518807504946,453.0,3,walking
1518807505375,454.0,3,walking
1518807505957,455.0,3,walking
1518807506425,456.0,3,walking
1518807507017,457.0,3,walking
1518807507478,458.0,3,walking
1518807508049,459.0,3,walking
1518807508527,460.0,3,walking
1518807509115,461.0,3,walking
1518807509648,462.0,3,walking
1518807510142,463.0,3,walking
1518807510679,464.0,3,walking
1518807511248,465.0,3,walking
1518807511773,466.0,3,walking
1518807512292,467.0,3,walking
1518807512817,468.0,3,walking
1518807513306,469.0,3,walking
1518807513867,470.0,3,walking
1518807514361,471.0,3,walking
1518807514935,472.0,3,walking
1518807515491,473.0,3,walking
1518807516039,474.0,3,walking
1518807516578,475.0,3,walking
1518807517084,476.0,3,walking
1518807517735,477.0,3,walking
1518807518104,478.0,3,walking
1518807518696,479.0,3,walking
1518807519217,480.0,3,walking
1518807519765,481.0,3,walking
1518807520264,482.0,3,walking
1518807520853,483.0,3,walking
1518807521337,484.0,3,walking
1518807521935,485.0,3,walking
1518807522446,486.0,3,walking
1518807523029,487.0,3,walking
1518807523458,488.0,3,walking
1518807524044,489.0,3,walking
1518807524478,490.0,3,walking
1518807525019,491.0,3,walking
1518807525496,492.0,3,walking
1518807526153,493.0,3,walking
1518807526516,494.0,3,walking
1518807527115,495.0,3,walking
1518807527628,496.0,3,walking
1518807528302,497.0,3,walking
1518807528666,498.0,3,walking
1518807529254,499.0,3,walking
1518807529734,500.0,3,walking
1518807530333,501.0,3,walking
1518807530815,502.0,3,walking
1518807531356,503.0,3,walking
1518807531891,504.0,3,walking
1518807532525,505.0,3,walking
1518807532965,506.0,3,walking
1518807533542,507.0,3,walking
1518807534074,508.0,3,walking
1518807534598,509.0,3,walking
1518807535054,510.0,3,walking
1518807535609,511.0,3,walking
1518807536107,512.0,3,walking
1518807536696,513.0,3,walking
1518807537141,514.0,3,walking
1518807537697,515.0,3,walking
1518807538271,516.0,3,walking
1518807538849,517.0,3,walking
1518807539371,518.0,3,walking
1518807539916,519.0,3,walking
1518807540488,520.0,3,walking
1518807541084,521.0,3,walking
1518807541524,522.0,3,walking
1518807542047,523.0,3,walking
1518807542574,524.0,3,walking
1518807543131,525.0,3,walking
1518807543624,526.0,3,walking
1518807544217,527.0,3,walking
1518807544675,528.0,3,walking
1518807545250,529.0,3,walking
1518807545751,530.0,3,walking
1518807546271,531.0,3,walking
1518807546860,532.0,3,walking
1518807547487,533.0,3,walking
1518807547905,534.0,3,walking
1518807548468,535.0,3,walking
1518807548929,536.0,3,walking
1518807549564,537.0,3,walking
1518807549953,538.0,3,walking
1518807550579,539.0,3,walking
1518807550920,540.0,3,walking
1518807551496,541.0,3,walking
1518807551959,542.0,3,walking
1518807552517,543.0,3,walking
1518807553524,544.0,3,walking
1518807553602,545.0,3,walking
1518807554077,546.0,3,walking
1518807554748,547.0,3,walking
1518807555096,548.0,3,walking
1518807555664,549.0,3,walking
1518807556163,550.0,3,walking
1518807556722,551.0,3,walking
1518807557198,552.0,3,walking
1518807557802,553.0,3,walking
1518807558336,554.0,3,walking
1518807558856,555.0,3,walking
1518807559350,556.0,3,walking
1518807559942,557.0,3,walking
1518807560385,558.0,3,walking
1518807560861,559.0,3,walking
1518807561406,560.0,3,walking
1518807562028,561.0,3,walking
1518807563042,562.0,3,walking
1518807563102,563.0,3,walking
1518807563604,564.0,3,walking
1518807564246,565.0,3,walking
1518807564673,566.0,3,walking
1518807565289,567.0,3,walking
1518807565740,568.0,3,walking
1518807566389,569.0,3,walking
1518807566744,570.0,3,walking
1518807567345,571.0,3,walking
1518807567810,572.0,3,walking
1518807568332,573.0,3,walking
1518807568842,574.0,3,walking
1518807569434,575.0,3,walking
1518807569953,576.0,3,walking
1518807570460,577.0,3,walking
1518807570998,578.0,3,walking
1518807571553,579.0,3,walking
1518807572030,580.0,3,walking
1518807572654,581.0,3,walking
1518807573084,582.0,3,walking
1518807573601,583.0,3,walking
1518807574180,584.0,3,walking
1518807574724,585.0,3,walking
1518807575226,586.0,3,walking
1518807575744,587.0,3,walking
1518807576309,588.0,3,walking
1518807576896,589.0,3,walking
1518807577353,590.0,3,walking
1518807577922,591.0,3,walking
1518807578420,592.0,3,walking
1518807579016,593.0,3,walking
1518807579540,594.0,3,walking
1518807580148,595.0,3,walking
1518807580599,596.0,3,walking
1518807581125,597.0,3,walking
1518807581718,598.0,3,walking
1518807582360,599.0,3,walking
1518807582722,600.0,3,walking
1518807583310,601.0,3,walking
1518807583816,602.0,3,walking
1518807584360,603.0,3,walking
1518807584854,604.0,3,walking
1518807585412,605.0,3,walking
1518807585984,606.0,3,walking
1518807586481,607.0,3,walking
1518807587041,608.0,3,walking
1518807587702,609.0,3,walking
1518807588074,610.0,3,walking
1518807588644,611.0,3,walking
1518807589155,612.0,3,walking
1518807589731,613.0,3,walking
1518807590239,614.0,3,walking
1518807590781,615.0,3,walking
1518807591277,616.0,3,walking
1518807591881,617.0,3,walking
1518807592440,618.0,3,walking
1518807593067,619.0,3,walking
1518807593426,620.0,3,walking
1518807594014,621.0,3,walking
1518807594571,622.0,3,walking
1518807595220,623.0,3,walking
1518807595646,624.0,3,walking
1518807596230,625.0,3,walking
1518807596789,626.0,3,walking
1518807597310,627.0,3,walking
1518807597875,628.0,3,walking
1518807598400,629.0,3,walking
1518807598973,630.0,3,walking
1518807599483,631.0,3,walking
1518807600077,632.0,3,walking
1518807600593,633.0,3,walking
1518807601150,634.0,3,walking
1518807601766,635.0,3,walking
1518807602217,636.0,3,walking
1518807602791,637.0,3,walking
1518807603350,638.0,3,walking
1518807603932,639.0,3,walking
1518807604465,640.0,3,walking
1518807605080,641.0,3,walking
1518807605595,642.0,3,walking
1518807606218,643.0,3,walking
1518807606649,644.0,3,walking
1518807607191,645.0,3,walking
1518807607715,646.0,3,walking
1518807608289,647.0,3,walking
1518807608781,648.0,3,walking
1518807609333,649.0,3,walking
1518807609836,650.0,3,walking
1518807610422,651.0,3,walking
1518807610935,652.0,3,walking
1518807611516,653.0,3,walking
1518807612032,654.0,3,walking
1518807612652,655.0,3,walking
1518807613131,656.0,3,walking
1518807613681,657.0,3,walking
1518807614135,658.0,3,walking
1518807614764,659.0,3,walking
1518807615108,660.0,3,walking
1518807615665,661.0,3,walking
1518807616159,662.0,3,walking
1518807616733,663.0,3,walking
1518807617229,664.0,3,walking
1518807617756,665.0,3,walking
1518807618245,666.0,3,walking
1518807618849,667.0,3,walking
1518807619299,668.0,3,walking
1518807619839,669.0,3,walking
1518807620348,670.0,3,walking
1518807620875,671.0,3,walking
1518807621380,672.0,3,walking
1518807621965,673.0,3,walking
1518807622455,674.0,3,walking
1518807622930,675.0,3,walking
1518807623407,676.0,3,walking
1518807623946,677.0,3,walking
1518807624536,678.0,3,walking
1518807625097,679.0,3,walking
1518807625558,680.0,3,walking
1518807626081,681.0,3,walking
1518807626643,682.0,3,walking
1518807627208,683.0,3,walking
1518807627690,684.0,3,walking
1518807628265,685.0,3,walking
1518807628785,686.0,3,walking
1518807629333,687.0,3,walking
1518807629777,688.0,3,walking
1518807630354,689.0,3,walking
1518807630896,690.0,3,walking
1518807631439,691.0,3,walking
1518807632477,693.0,3,walking
1518807632490,693.0,3,walking
1518807632995,694.0,3,walking
1518807633589,695.0,3,walking
1518807634086,696.0,3,walking
1518807634641,697.0,3,walking
1518807635149,698.0,3,walking
1518807635762,699.0,3,walking
1518807636211,700.0,3,walking
