gyr_0,gyr_1,gyr_2,gyr_3,gyr_4,gyr_5,gyr_6,gyr_7,gyr_8,gyr_9,gyr_10,gyr_11,gyr_12,gyr_13,gyr_14,gyr_15,gyr_16,gyr_17,gyr_18,gyr_19,gyr_20,gyr_21,gyr_22,gyr_23,gyr_24,gyr_25,gyr_26,gyr_27,gyr_28,gyr_29,gyr_30,gyr_31,gyr_32,gyr_33,gyr_34,gyr_35,gyr_36,gyr_37,gyr_38,gyr_39,gyr_40,gyr_41,gyr_42,gyr_43,gyr_44,gyr_45,gyr_46,gyr_47,gyr_48,gyr_49
0.0006001995461226126,0.00039291220109288955,-0.0003668593708606668,0.0005334240488714596,0.0011783610142030918,0.0008454338297128462,0.001347905110918366,-0.0014392350029887736,0.001467244719463758,0.0013010668531404249,0.0008664139494960684,0.0012999881900026566,-0.0012979154489926753,0.0013346958486982127,0.001414796586127737,0.00016842663225328022,0.0003295959453084498,-0.028510895370601315,0.0005922462440424536,0.0006863224290956998,2.7722916935472544e-06,3.057224871263297e-06,0.00039035556730568745,0.0013651408008412832,0.0006293528068014329,0.0005611924267707619,0.0008096254583552341,0.001643812418163951,0.0006011676204463178,0.0008267225548868457,0.24481592661155935,0.289582877267669,0.38430026694440744,0.2607016193475407,0.6601011497176712,0.7683721493319353,0.9461547162459035,0.6977232917803525,0.6035701845486188,0.680749264171384,1.1705856193914803,0.637756013331908,0.2048035422977267,0.41062940991613894,0.026963913187650387,0.5553111849898308,0.39700190976040317,-0.0007018612554614091,-0.001494081350090911,0
0.0008076417855075264,0.0005675398660572292,-0.0003668593708606668,0.0006151499036640221,0.0011783610142030918,0.0011376344620198378,0.0019469741178325247,-0.0014392350029887736,0.0016920411626345166,0.0013010668531404249,0.001165865775274483,0.0018777607851777126,-0.0012979154489926753,0.001539184490246564,0.001414796586127737,0.00022663860190968896,0.0004760830489179447,-0.028510895370601315,0.0006829842425343769,0.0008099585606010886,3.31771813295668e-06,3.275937397065262e-06,0.0004771012588810768,0.0013651408008412832,0.0007080218928829117,0.00046123745196159594,0.0010795006043850888,0.001095874972873393,0.0012023352408926356,0.0009075824330251861,0.2667089372890189,0.289582877267669,0.08697595959113472,0.2839243326189964,0.7191316291435549,0.7683721493319353,0.21413650066256557,0.7598749116605158,0.6575453024170134,0.680749264171384,0.2649303585960947,0.6945658830665867,0.22311838888620011,0.41062940991613894,0.006102551638787181,0.6047770550435942,0.4318312711891268,-0.00159885959710887,0.004744083186598796,0
1.659535757919481e-05,0.0023574733376900635,-0.0025272535729466195,0.002577578619496967,0.001767541499183043,2.3376020199066565e-05,0.008087431115367624,-0.009914730527613175,0.007089928972008065,0.0026021336085801485,2.395611492273999e-05,0.007799929573881305,-0.008941195772521672,0.0064494345360212365,0.002829593066014493,4.65695151913982e-06,0.001977575781851902,-0.19640840037482815,0.002861815584338362,0.0018078258465301143,0.0002825063367044883,3.3685938759990005e-05,0.002515624900979432,0.014760584829008723,0.014632452610446312,0.0061921587174680595,0.0018891260019433139,0.0021917499868929244,0.0018035028161956172,0.004993236930442127,0.268949207528085,0.26877110483044264,0.08697595959113472,0.28427608345136457,0.725172106088636,0.7131506995353104,0.21413650066256557,0.7608163125971905,0.6630684738068279,0.6318251050276489,0.2649303585960947,0.695426373343167,0.2249925123838633,0.38111825264109045,0.006102551638787181,0.605526306897236,0.4151769559788,-0.008116233666365257,-0.028551329163304617,0
-0.000405203902108165,0.005457113976919425,-0.006358896200320013,0.007205015314984905,0.009426887936651977,-0.0005707653212785205,0.018720904568231434,-0.024946741773017936,0.019818230349630428,0.033827736911541936,-0.0005849293213311325,0.01805539176885099,-0.022497202668078427,0.01802787866625546,0.031125523407436483,-0.00011370739789600593,0.004577721523729138,-0.4941888871872243,0.007999532956183662,0.03275937763703899,0.0030224705840589386,0.0034950492865872132,0.006093884403656005,0.04905974921207431,0.053494988578121794,0.017959689514188037,0.00917575462049868,0.02849274925356208,0.038474728521144384,0.023551136720049687,0.26506801340722114,0.26877110483044264,0.27389351806475065,0.2721410494096862,0.7147071794928892,0.7131506995353104,0.6743311575779731,0.7283389696538799,0.653499761982308,0.6318251050276489,0.8342846494496912,0.6657403631394839,0.2217456553868541,0.38111825264109045,0.019217371620578218,0.5796779053781299,0.3778166802520232,-0.018803034595727006,-0.010020676663645868,0
0.021540802211819785,0.012922446650047048,-0.006358896200320013,0.01152412032176077,0.02121049511438923,0.030342113763120748,0.044331104599753667,-0.024946741773017936,0.03169842965337133,0.04813947297999152,0.03109507769578316,0.04275517019902634,-0.022497202668078427,0.02883483709797878,0.033955116792173924,0.006044730949912542,0.010840045199597506,-0.4941888871872243,0.012794918022342094,0.03699358394946516,0.003679994443563581,0.0027865423369751417,0.009802262716468285,0.04905974921207431,0.053494988578121794,0.017800408930435035,0.020240636256224156,0.04273912254309362,0.030659548733048884,0.02900722675174609,0.24032379978253204,0.23499332889956384,0.18736722512663664,0.24667467021736722,0.6479889553618546,0.6235255720535084,0.46130174494289417,0.6601825617103437,0.5924952767322097,0.5524205617506047,0.5707239836766881,0.6034417993317895,0.20104560260904306,0.3332212625647201,0.013146370239853144,0.5254328828804573,0.3120053056069497,0.003641751435496892,0.017960875397087996,0
-0.001591774004416992,0.02916281681990134,-0.052664700821873,0.04666259314689105,0.04065345359634621,-0.0022421536325465566,0.10004451307692533,-0.20661018053579694,0.12835087494857192,0.07285974348276168,-0.00229779447648959,0.09648801271029973,-0.18632297344054266,0.1167558333644927,0.03961430504902252,-0.00044668000268281336,0.024463343594006013,-4.09289742642752,0.05180821072277303,0.061709222957370045,0.02153464751564802,0.02393342865127158,0.04250538406788567,0.09837545759913488,0.0667900680248286,0.05133354562748023,0.03589339484754975,0.06684836980670907,0.06192026088821383,0.06054118515966075,0.212721878326522,0.22763161100936485,0.18736722512663664,0.2251612447296281,0.5735654473012937,0.6039921692106357,0.46130174494289417,0.6026055582136132,0.5244453869326223,0.535114690339713,0.5707239836766881,0.5508133710676634,0.1779549019072711,0.32278232397227247,0.013146370239853144,0.47960790553399596,0.2425777606456142,0.020268511218020882,-0.06839163401485243,0
-0.0958466133919875,0.04191063565745973,-0.06265143045245897,0.0682507235533239,0.10310658818973063,-0.13500838170984028,0.14377654816367524,-0.24578936469021623,0.1877315316867656,0.09888107810305266,-0.1383587231800574,0.1386654098260525,-0.22165512440084448,0.17077212321040638,0.11601332367466778,-0.026896258770573583,0.03515690156624267,-4.869027535695633,0.0757769259994056,0.11094188366215027,0.038763794585430465,0.044035098126789254,0.054150993432618685,0.09837545759913488,0.0667900680248286,0.055904254222826175,0.09445629908388221,0.08273855785973447,0.10821016987460377,0.08613891331998495,0.19207919808446472,0.19004938123483037,0.2332746984001763,0.19898189836963795,0.5179062540877061,0.5042723966156082,0.5743268351778059,0.5325410155971746,0.47355283882219906,0.4467666653931752,0.7105589842190583,0.4867706711873644,0.1606860334369589,0.26949060665369184,0.016367406576502812,0.4238442172001495,0.19406358542400207,-0.1641460198114007,-0.04895181368533298,0
-0.053553288829658,0.04191063565745973,-0.06265143045245897,0.057207152033056624,0.08189608378427174,-0.0754345156731037,0.14377654816367524,-0.24578936469021623,0.1573549072518273,0.06765547528859439,-0.0773064837905241,0.1386654098260525,-0.22165512440084448,0.14313968126466572,0.07781381489305005,-0.01502800217350362,0.03515690156624267,-4.869027535695633,0.06351554826900524,0.07857726507954924,0.024579401131006946,0.010357485178241888,0.054150993432618685,0.05503223973522901,0.047830813907656915,0.05532819672221782,0.08716966712149135,0.05588962398685828,0.06612843689479488,0.06560217713176156,0.18483429543159144,0.172815229546554,0.13964708510817211,0.1856589936661226,0.4983717056743495,0.45854371852669845,0.3438138339992452,0.49688454000996085,0.45569122625575165,0.4062527503747544,0.4253675671820745,0.45417876550231434,0.15462522788624442,0.2450525265954541,0.009798150570397294,0.3954655749157954,0.16822577503620623,-0.21144718475101218,0.05735242919864862,0
0.06103088999873347,0.06893426628206249,-0.02225613738983215,0.04170141733451397,0.06775574714527258,0.08596737434365202,0.23648247517015353,-0.08731359890746615,0.1147045854188029,0.10538641236875479,0.0881007238120445,0.22807571718037264,-0.07874021177487597,0.10434233086971241,0.10186535037652177,0.01712634961541136,0.057825780406369647,-1.7296611586793338,0.046299951867307315,0.06845965658852121,0.020264996920462196,0.022248345355666818,0.04608364625757612,0.0925736117583643,0.06435132434775952,0.05577480050432328,0.06530978542028754,0.09095762036201559,0.10460316654452266,0.06966162187202785,0.1678059277578527,0.172815229546554,0.13964708510817211,0.16718888308213015,0.45245784200205263,0.45854371852669845,0.3438138339992452,0.44745244830119907,0.41370941910107384,0.4062527503747544,0.4253675671820745,0.40899521765429203,0.1403799536208032,0.2450525265954541,0.009798150570397294,0.35612305368037134,0.13523193333233252,-0.13867915137084874,0.07049295624063141,0
0.03833809180654931,0.06893426628206249,-0.02225613738983215,0.037920646660851466,0.035350829983660854,0.05400257295974742,0.23648247517015353,-0.08731359890746615,0.10430513714088792,0.0377309370801604,0.05534269019835203,0.22807571718037264,-0.07874021177487597,0.09488235445190137,0.03395511838578864,0.010758348172217824,0.057825780406369647,-1.7296611586793338,0.042102264800517326,0.06139354945216134,0.014234994595688362,0.01487947153044219,0.04608364625757612,0.08114055803184445,0.06915014001652495,0.05712486526980284,0.034004267629666254,0.0312324381258604,0.033064217318814045,0.04482955326500663,0.15651804696474003,0.18260766370299855,0.1460264935210216,0.15716688055645708,0.42202214612009253,0.484526724673239,0.3595200613320237,0.42063027278136916,0.38588023172850633,0.4292727314224757,0.4447993615122796,0.3844783297562735,0.1309369488152703,0.2589382283235528,0.010245753211947171,0.3347755449367319,0.11625818701418797,-0.09609245315164415,0.013240004847314241,0
-0.003425562873693451,0.004889574323952876,-0.006725755234476981,0.005281071833232759,0.0023567218514334277,-0.004825206479974855,0.016773931181417227,-0.026385975455076163,0.014526200640584085,0.0013010668531404249,-0.004944947855787835,0.016177631688704494,-0.02379511692584371,0.013213923645559794,0.002829593278496455,-0.0009612736665918645,0.004101638653563148,-0.5226997563905128,0.005863430725269352,0.002639110235439887,0.0003432083227149821,2.63993352079968e-05,0.006007138638798418,0.013736729869078977,0.02320738541539435,0.009320294503735468,0.002428876172409006,0.001643812418163951,0.003005837876514909,0.0055617655260104554,0.14988821825101006,0.18260766370299855,0.11265299770052851,0.15299758081758116,0.4041460315349978,0.484526724673239,0.2773538668632067,0.4094718551792542,0.36953502496170615,0.4292727314224757,0.3431430848021148,0.3742789455464402,0.12539069035001335,0.2589382283235528,0.007904146605146755,0.3258946688441039,0.10541276151302688,0.0007856045596597335,-0.012702847233505097,0
