gyr_0,gyr_1,gyr_2,gyr_3,gyr_4,gyr_5,gyr_6,gyr_7,gyr_8,gyr_9,gyr_10,gyr_11,gyr_12,gyr_13,gyr_14,gyr_15,gyr_16,gyr_17,gyr_18,gyr_19,gyr_20,gyr_21,gyr_22,gyr_23,gyr_24,gyr_25,gyr_26,gyr_27,gyr_28,gyr_29,gyr_30,gyr_31,gyr_32,gyr_33,gyr_34,gyr_35,gyr_36,gyr_37,gyr_38,gyr_39,gyr_40,gyr_41,gyr_42,gyr_43
-0.007828980651234385,0.013126847194123764,-0.013019363013823984,0.017558488128918442,-0.010497114584845296,0.02273309018613307,-0.029250003196646366,0.028117319488636387,-0.01027150725493049,0.01989545510180892,-0.0240654144237625,0.023442523831717566,-0.0019253140564772404,0.009192155347433636,-0.29274061305738625,0.019321799466650403,0.014564896195551976,0.009262686032918783,0.01376108439367504,0.011067525004277795,0.03338616715468747,0.017884852313352947,0.01680085343451013,0.0187835320824879,0.045319867059685194,0.027015020529738896,0.2148995820246037,0.2352763186005153,0.19420333776841558,0.23554726710733706,0.3417179051117806,0.36957134699650623,0.34053223488392953,0.3654779637204888,0.2877937086141487,0.31810533980228994,0.20814832269094427,0.3089988391735042,0.14339791553904122,0.3012021235954734,0.010560630258328953,0.518171599711357,0.2562260432517238,3
0.013595605418013579,0.013126847194123764,-0.006769031512839986,0.013342606388342408,0.01822901783525681,0.02273309018613307,-0.015207671310688467,0.021366208974123852,0.01783723397812725,0.01989545510180892,-0.012512098205652245,0.01781385538090805,0.0033434506206746813,0.009192155347433636,-0.15220179610703755,0.014682537762086958,0.008474705516098406,0.011695191191930989,0.010240467477013604,0.010316205056816331,0.026132552282472386,0.017884852313352947,0.011046135036661412,0.018521282848172917,0.021387214111545202,0.018448456976771548,0.2540951597699423,0.26990693195182885,0.24222823035314894,0.25376899719348484,0.40404390216862723,0.4239690122595843,0.42474306354353697,0.39375101859025685,0.34028446068696433,0.36492765958869444,0.259621695670998,0.3329027184818844,0.1695522900337598,0.3455364380087326,0.013172187503488812,0.5582569003994143,0.34389978700332313,3
0.0019545099198715068,0.003460714188986782,-0.003942117967298067,0.004338309147299772,0.002620611226427436,0.005993269107443008,-0.008856574858738663,0.006947159882985616,0.0025642882153027774,0.0052451653278939225,-0.007286739181452766,0.0057921225807268705,0.00048065585928603656,0.002423386359862153,-0.08863859385947184,0.0047739838847745165,0.001338753285870398,0.0018467402849203474,0.003915043119069109,0.01025841113959024,0.0075955366303773145,0.005441260613751952,0.004218501904712505,0.01127667503110529,0.010845780420952963,0.008243502478170501,0.2536336670557983,0.26990693195182885,0.23050948002615035,0.2492173839223452,0.4033100695477543,0.4239690122595843,0.4041944350557076,0.3866886808675219,0.3396664292396687,0.36492765958869444,0.24706146754810415,0.32693175887610826,0.16924434577150843,0.3455364380087326,0.012534930746137492,0.5482439770531242,0.3547655423732687,3
-0.0006384784763317692,0.003460714188986782,-0.003604962979066973,0.004066717863761796,-0.0008560733541927061,0.005993269107443008,-0.008099104276418046,0.0065122466470909435,-0.0008376743530110424,0.0052451653278939225,-0.006663530925549246,0.005429518175946722,-0.00015701553497209227,0.002423386359862153,-0.08105765784552649,0.004475118043998155,0.0005984464013136927,0.00026555468751469956,0.003725134223050344,0.008033347116594917,0.008010726793071151,0.004217916867703183,0.005218262399540041,0.003966504794686102,0.006225256473945791,0.005475512528702824,0.24155353886326159,0.236582953969984,0.23050948002615035,0.23231181325793201,0.38410111594931123,0.3716238059792045,0.4041944350557076,0.36045779473651446,0.3234887109755799,0.3198719761160291,0.24706146754810415,0.3047544618307179,0.16118353343332598,0.30287488586236844,0.012534930746137492,0.5110540461199816,0.3399097060493411,3
-0.05253419507523075,0.003311545399589528,-0.016702131072570545,0.019976842945622034,-0.07043796502937648,0.00573493841369942,-0.03752390856179101,0.03198995672931925,-0.06892408985096769,0.005019080502790391,-0.03087276279143814,0.026671295011096722,-0.012919283969377523,0.002318929999180056,-0.37554771952802574,0.021983017588875664,0.02533740817894749,0.006006700113019537,0.011029318894544423,0.025776064298356213,0.030162339840725198,0.03074776141911165,0.03694237062855171,0.013636909524276415,0.0360511527977786,0.02973120007123849,0.23005709326704063,0.20171901379900012,0.15559830647501605,0.22935102960314224,0.36582029256026244,0.3168596316362969,0.2728389720637916,0.35586380731964334,0.30809266095609483,0.2727341868097949,0.16677121453467342,0.30087040610122806,0.15351220006415578,0.25824186508548325,0.008461317927832454,0.5045407291894033,0.3108839006808571,3
-0.028314995931364047,0.017512406488388726,-0.02056644298642414,0.03184591476512897,-0.03796480921358435,0.03032800718934075,-0.046205680144090364,0.05099651822438368,-0.03714885744244076,0.026542344240156477,-0.038015682730825805,0.042517818751993404,-0.006963264070291926,0.012263170170879661,-0.46243684286726355,0.03504404105900462,0.03527491674280207,0.049369109853339255,0.020159549267694324,0.024649083943173927,0.042178429801083606,0.029171051652260034,0.06488689734382778,0.019963648442890905,0.06770312460051689,0.04395231731887281,0.21785830746295737,0.19578456887516116,0.15559830647501605,0.2191821582253272,0.3464226581367511,0.307537823061488,0.2728389720637916,0.34008566457088535,0.29175603631461555,0.26471052072106666,0.16677121453467342,0.2875305380992034,0.14537221002819325,0.25064455387263784,0.008461317927832454,0.4821706103856037,0.28121900986751946,3
-0.04679023275368807,0.017512406488388726,-0.045827118217276225,0.0473830590620306,-0.06273644763569626,0.03032800718934075,-0.10295767565011708,0.07587695479326596,-0.06138809592199168,0.026542344240156477,-0.08470833715708685,0.06326162498307047,-0.011506720585944187,0.012263170170879661,-1.030423582730906,0.052141503220038424,0.036031328664874664,0.05236719324832721,0.03438810027015355,0.021008069110885704,0.019977970355680982,0.03983899503969141,0.05749842281710825,0.01809513031018332,0.04374280356003345,0.03702637426544888,0.2060191122523406,0.19578456887516116,0.16988765143958354,0.19664879503738378,0.3275968188891056,0.307537823061488,0.297895094330929,0.3051226280863612,0.2759009757110999,0.26471052072106666,0.18208662167908526,0.2579705132546927,0.13747216713900848,0.25064455387263784,0.009238361672489733,0.43260030972636104,0.27937758409327607,3
-0.07017011014147888,0.0053999074430169545,-0.045827118217276225,0.03958478880053495,-0.09408423898329378,0.009351566380221724,-0.10295767565011708,0.06338917937710822,-0.09206215055389513,0.008184266526280607,-0.08470833715708685,0.052850071601649194,-0.017256333285054742,0.003781318342777305,-1.030423582730906,0.04356009159319105,0.026067568195821542,0.002959513356487796,0.02845710227916415,0.021586007740658986,0.016851832994536697,0.04002974129652988,0.02036097614896507,0.02022589659409388,0.013308215499930401,0.022796206589048663,0.19212155715629603,0.18420464373894418,0.16988765143958354,0.177505133800133,0.30549792335448245,0.2893481108279465,0.297895094330929,0.2754190937891155,0.25728935774479683,0.24905388327343653,0.18208662167908526,0.23285721360793554,0.12819862452395767,0.23581986576610814,0.009238361672489733,0.3904868872720975,0.28179528404326487,3
-0.0007635170422845291,0.002148029357559503,-0.001945123973318585,0.00240277591161008,-0.0010237253401666284,0.0037199598948421545,-0.004370020436255675,0.0038476899303802226,-0.0010017231091064326,0.003255619647939784,-0.0035954304733498963,0.0032079716178653596,-0.0001877651969466238,0.001504170746679666,-0.04373614775295026,0.0026440747054392207,0.00047968672433840615,0.0003505781327160377,0.002147430291005897,0.004623509038186266,0.004567091056037583,0.0025990118597012052,0.003438200877514275,0.007474075534004551,0.008106667659678199,0.00517815986366045,0.18867174097222963,0.18420464373894418,0.1406779601894346,0.18759843055414105,0.30001227304128214,0.2893481108279465,0.24667639976068303,0.2910799740454782,0.2526693608872138,0.24905388327343653,0.15077949632324253,0.246097940272792,0.12589663563627648,0.23581986576610814,0.007649960809778413,0.41269075229508884,0.2481338250143591,3
-0.0008783962880311232,0.0018496920027948013,-0.001945123973318585,0.0021717485656597376,-0.0011777556871227762,0.0032032988953300734,-0.004370020436255675,0.003477733835698075,-0.0011524429867882143,0.0028034503372792153,-0.0035954304733498963,0.0028995245566232498,-0.00021601646444701646,0.0012952581821937187,-0.04373614775295026,0.0023898464360694277,0.0003450395563839172,0.00046507390124045193,0.0020013466260975685,0.0026874146664198992,0.006179005675861664,0.0028048316554697347,0.003145588095313875,0.00432709609490087,0.0056719003613964055,0.00410889698513733,0.19060744310700423,0.18228130244076107,0.1406779601894346,0.18675750762066226,0.30309028776882985,0.28632693199221987,0.24667639976068303,0.28977518793970847,0.25526165488281277,0.2464534297265024,0.15077949632324253,0.24499478924297804,0.12718828845670574,0.2333575929506478,0.007649960809778413,0.41084083746896566,0.20028295029190468,3
