acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46
-0.004809167268258612,-0.003588936051583991,-0.007275061906928125,0.0017008607635303871,0.00213241207130181,-0.005635469981531534,-0.004917082647877847,-0.006273987653268052,0.001313140036254892,0.002477647630611657,-0.004057677974398066,-0.002797433603638428,-0.006229158182838452,0.001244317162268862,0.0038228255876784677,-0.0026838659988460464,-0.002065866179255723,-0.004081786229664355,0.0038720824088656486,0.01043250867190402,0.029481833176237326,0.02945799664987972,0.004901846679751445,0.0037867358649345795,0.03062923182218559,0.016225267771886792,0.001195510448146766,0.0015175644113076658,0.0024188473200211715,0.02443638438246112,0.9586989723406659,0.9998848472257514,0.8453650265587441,0.9986660209175082,0.9667836829020021,1.1652670327407082,0.7317422429773022,1.1707759880277533,0.8757243395485712,0.6655801689378502,0.580439717212009,0.7568299778180791,0.5489793605503351,1.718295682390661,0.028859022164002036,1.1006030635110926,0
-0.0048954202290278255,-0.003588936051583991,-0.005814431811361542,0.0016263607394441295,0.0021324135560802423,-0.005736542775243932,-0.004917082647877847,-0.005014345425777242,0.0012556227094829109,0.0024776489244818867,-0.004130452889392152,-0.002797433603638428,-0.0049785164662045234,0.0011898143713598881,0.003822882626898784,-0.0027320014401388,-0.002065866179255723,-0.0032622770781285657,0.003702479911759593,0.010959529413253705,0.029503480593643196,0.02952658447842935,0.0025846102435199618,0.0019224966062354758,0.002311643667950277,0.0028163976433459074,0.0011955104481467687,0.0017343602976150664,0.0024188278868458937,0.024427921784409116,0.19032821621505955,0.00998404413192051,0.1317815073151265,0.03541448384759212,0.191933254484786,0.01163541733094049,0.11406918043231769,0.041517811208861034,0.17385546063062232,0.0066459470792502905,0.09048306759405426,0.02683854508255651,0.1089875606910539,0.017157515660204313,0.004498749440693306,0.03902935375683879,0
-0.0049504793022970865,-0.003877977915347363,-0.006151499708210621,0.0014257289005278524,0.0014216115120175678,-0.005801062002235223,-0.005313089350809731,-0.0053050315876544685,0.0011007260207724487,0.0024776489244818867,-0.004176908330933977,-0.0030227302962872334,-0.005267125590730332,0.0010430359602082895,0.0032767320919616645,-0.0027627284176865883,-0.0022322446831229757,-0.003451394245435454,0.003245732933533351,0.009585765152276151,0.02951464750644021,0.029511764143698417,0.0025846092195885616,0.002505071906982374,0.00219606238993643,0.00280798387495178,0.0011955099486938626,0.0017343602976150664,0.0022327746672598124,0.024453526635215207,0.11464244947186177,0.007231391671206944,0.1317815073151265,0.022025238744185743,0.1156092295026776,0.008427472762161653,0.11406918043231769,0.025821065413420368,0.10472023674215641,0.004813625192472787,0.09048306759405426,0.01669162723177994,0.06564765418421964,0.012427100101363215,0.004498749440693306,0.024273425478262466,0
-0.0049504793049466615,-0.0035407622650665206,-0.006151499708210621,0.0016422152563874152,0.0014216115120175678,-0.0058010620053400444,-0.004851081335410026,-0.0053050315876544685,0.0012678631005837656,0.0024776489244818867,-0.004176908333169525,-0.0027598840437461592,-0.005267125590730332,0.0012014132323337075,0.0032767320919616645,-0.0027627284191652445,-0.0020381363465524615,-0.003451394245435454,0.0037385733989358954,0.008238104060997812,0.029527109636431403,0.0295448756932853,0.0032084809401434202,0.0026215867237473294,0.00219606238993643,0.002764383658776732,0.0011955099486938626,0.0019511539196410822,0.0020467020144984884,0.024469945626115343,0.07780926974180137,0.004230256045604897,0.2038871612462592,0.014136760234481046,0.07846543548621177,0.004929945606908991,0.17648334624385506,0.016573087583204298,0.07107493939315794,0.002815898792041977,0.13999184080122842,0.010713415406736424,0.044555887072093354,0.007269667820987339,0.006960288065515772,0.015579744675699577,0
-0.00486300489604792,-0.0024809422824195685,-0.008005377072060059,0.002771093455121729,0.0021324135560802423,-0.005698557896415678,-0.003399057010750483,-0.00690380886821451,0.002139407197900965,0.0024776489244818798,-0.00410310283576988,-0.0019337963144996143,-0.006854479141633359,0.0020272789039484963,0.0032767320919616645,-0.0027139113207536314,-0.0014280819385661713,-0.004491540871272524,0.006308512989992246,0.008816007351364438,0.029549313997789227,0.029559183367381735,0.008110328364572247,0.012612743061526077,0.003640831383055152,0.00391356644737771,0.0014346125377761197,0.0019511548253536343,0.0020467020144984537,0.024424033952954016,0.05890784190578954,0.0035254188425081047,0.19439470842534948,0.01015462540184426,0.05940461186731197,0.00410852746211294,0.1682667433559829,0.011904672171556711,0.05380941508806392,0.0023467190999879707,0.13347418693820304,0.00769559067461605,0.03373237096717061,0.006058409618375449,0.006636235262592844,0.011191140573511641,0
-0.0039892472135254695,0.001083906800434383,-0.008005377072060059,0.009770516045196607,0.0049756410344506995,-0.004674672696271494,0.001485024877492714,-0.00690380886821451,0.007543272247157849,0.004335885941310859,-0.0033658801305558373,0.0008448624503657844,-0.006854479141633359,0.007147922428421767,0.0038229111465089925,-0.002226290823369339,0.0006239192808950696,-0.004491540871272524,0.02224299843663802,0.011870996174578288,0.029568306620351963,0.029586911802017113,0.01470553985308499,0.014622625810758322,0.004796656234975832,0.004547737636901237,0.006694858010168996,0.0034687205952301354,0.0026048908230196306,0.024157767916356328,0.04579619682675021,0.0021646081981465193,0.015317752052946368,0.007869461179470226,0.04618239625622315,0.0025226370607563738,0.013258942459709462,0.009225683055858518,0.0418325724518366,0.0014408862122513332,0.010517387626181889,0.005963799713969292,0.0262242555535492,0.0037198652737486957,0.0005229165296773117,0.00867272231245963,0
-0.002019757247324263,0.006768395898896441,-0.006600924470348981,0.019715131288771642,0.019902541123736982,-0.0023667884068832037,0.009273155483988821,-0.005692613912698849,0.015220956806347679,0.011149411103076871,-0.0017041462770884472,0.0052756967129422025,-0.005651938527095638,0.01442321249629091,0.004915126657552605,-0.0011271718157516526,0.0038960293452907917,-0.0037035509732867406,0.04488234115841286,0.01578763438897774,0.02960727291441102,0.029625622189578347,0.022994115591850994,0.013166188289044351,0.0051434000690173945,0.00587379154439936,0.01434612662639347,0.008021416093434517,0.0033491522843020973,0.023679447481147267,0.03837121794243025,0.0017277390005093513,0.015317752052946368,0.006542889930212363,0.03869480250849388,0.0020135091596396363,0.013258942459709462,0.00767049069674312,0.03505021957859011,0.0011500812508861773,0.010517387626181889,0.004958469735657292,0.021972493240649503,0.002969108365938557,0.0005229165296773117,0.00721074368264947,0
-0.0009160385825989796,0.009417945855513822,-0.006376212382651405,0.020659933289826106,0.02203495393742801,-0.0010734307305619055,0.012903216295637678,-0.005498823003179293,0.015950385905143034,0.010530001136229313,-0.0007728967143321294,0.007340916036058564,-0.005459532310107842,0.015114411546833904,0.0049151266575527056,-0.0005112163225627943,0.005421165365256517,-0.0035774727739617826,0.0470332233979153,0.016980987935067138,0.02961438263699667,0.029658514529879828,0.02753946435833606,0.012758386734597537,0.005547937560011418,0.006634461838964102,0.01434612537776121,0.007587824320819703,0.0035352055038881786,0.023345498384346974,0.03452742682987959,0.0017277390005093513,0.08441053511382121,0.0058515086586522795,0.03481859669696076,0.0020135091596396363,0.07306518764626195,0.006859956870258296,0.03153910552661323,0.0011500812508861773,0.05795748060530403,0.004434512715533669,0.019771424867847186,0.002969108365938557,0.0028816019437678513,0.00644879090805309,0
-0.0019567117709384913,0.009851508877572796,-0.026263253853385553,0.0236560547157205,0.017059320326869513,-0.0022929105669527113,0.013497226660237725,-0.02264933721785489,0.01826352468885908,0.013627067143845019,-0.0016509524024223637,0.007678861251512459,-0.022487501101947176,0.017306316604802068,0.006007370688206628,-0.00109198784293174,0.005670733251385952,-0.01473540559467126,0.05385402220566196,0.02002539621406785,0.029582488634593083,0.029563357824993145,0.05989165203512304,0.037983872857649696,0.10038297855230756,0.04933631465577686,0.012194207320276384,0.014091673738665158,0.004093423462172186,0.023343617813202173,0.03276402924676819,0.0015611914640937343,0.10013366497653638,0.0054824567298016125,0.03304032837811758,0.0018194144555266894,0.08667502239327239,0.006427302581853927,0.029928328600398863,0.0010392177472224784,0.06875320643317857,0.004154830061597813,0.018761651304401137,0.0026828974952270183,0.003418357237564061,0.006042068665601553,0
-0.0021410563678134382,0.009851508877572796,-0.026263253853385553,0.023302098819459924,0.01777012756765673,-0.0025089289302155193,0.013497226660237725,-0.02264933721785489,0.01799025501951619,0.07742649104435467,-0.001806490974635431,0.007678861251512459,-0.022487501101947176,0.017047369249529373,0.008191915788734686,-0.0011948655695787488,0.005670733251385952,-0.01473540559467126,0.05304822644106329,0.023711867260327275,0.02987643267830655,0.029430770264475808,0.05989165203512304,0.05097528800885503,0.10038297855230756,0.04933631465577686,0.012911513089711538,0.05354836088621201,0.005395854298800586,0.024393817999781103,0.031237745799100835,0.0015611914640937343,0.10013366497653638,0.00532002277179546,0.03150117377874885,0.0018194144555266894,0.08667502239327239,0.0062368747774722445,0.028534143769983228,0.0010392177472224784,0.06875320643317857,0.004031730961138026,0.017887656301492916,0.0026828974952270183,0.003418357237564061,0.005863054552719693,0
0.0058167204194458895,0.029361834304243866,-0.00974689721857429,0.08342150972687232,0.04904554593974984,0.0068161391538827405,0.04022767859113616,-0.008405689682004237,0.06440510984556314,0.08362061400249447,0.004907789023059585,0.022886387711172365,-0.008345628579263062,0.061029578952758005,0.021844994691518464,0.00324615412351776,0.01690128204521126,-0.005468647739044374,0.18991264144630612,0.09529435055758509,0.03034202183590107,0.03050567954134841,0.06978447322399074,0.088318329678528,0.04611722146106651,0.06016561076659061,0.05068964499923456,0.07457747468319675,0.01488515149294853,0.02694322688059195,0.029571547070926428,0.0012026423720475506,0.20763333520398355,0.004852679947453736,0.029820923993002044,0.001401560901950234,0.17972600905611644,0.005688990153928456,0.027012153215195494,0.0008005470983785206,0.1425640174164594,0.003677559444363049,0.016933541674552507,0.0020667331854093006,0.007088174734445366,0.005348008547942372,0
