acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49,acc_50,acc_51,acc_52,acc_53,acc_54,acc_55,acc_56,acc_57,acc_58,acc_59,acc_60,acc_61,acc_62,acc_63,acc_64,acc_65,acc_66,acc_67,acc_68,acc_69
0.022581198518343424,0.0727300101858724,-0.0761875218648276,0.2003910279049625,0.48531499939075207,0.08833009773551834,0.044198814847559796,-0.018774931548910596,0.16223642208473663,0.34028188023299916,0.02955336898377223,0.08202734426825233,-0.018871169438271412,0.40340548179015856,0.7187108137088508,0.056578119710838363,0.04228855216665085,0.0378960920927285,0.09442145580000655,0.342179883649275,0.05673732910754075,0.0009886694705048386,-0.0016683731653748337,0.0577814224143262,0.18600120915706925,0.04559840782176078,0.25449903335985086,0.03272711940518809,0.2984338145020799,0.22763410625093922,0.5708121152269298,0.05422106517064133,0.4313404112764246,-0.016572803641220945,0.3420310006989656,0.9252467023054689,0.9997589228084678,0.44430357023046513,0.9976699864203402,0.8209068275710621,0.6692000490343898,0.9993828711223547,0.33913645974498113,0.9885618722590029,0.4523842265019272,0.8799975842896784,0.9999868574913535,0.5099538814953685,0.9995861793801617,0.6613613064194709,0.8040900925836931,0.9999410033725801,0.3971504309987919,0.9985935011540698,0.5580994838261327,0.9999952019030103,0.9998767367946321,0.9168161316931257,0.18600120915706925,0.04559840782176078,0.25449903335985086,0.03272711940518809,0.8635181198509365,0.5335991603982804,0.6965432198437175,0.8307162906184727,0.033324659599448,0.0649732005461034,0.021066660170455307,2
0.051940312663078504,0.15273542464402023,-0.04318625936063544,0.20439878995112434,0.22973046358499039,0.044122126670168856,0.04262407129771404,-0.10841082330421714,0.21658288780021812,0.3300414608151022,0.04815253470416264,0.09007990220153314,-0.028849714650075263,0.23202812644651172,0.23780518419938584,0.05784992944823472,0.0475084368789085,0.0444419167800713,0.1349405519289178,0.4460033326929155,0.05978138847435112,0.001079377969320719,0.011034579372999561,0.05555938179617091,0.24470657998833958,0.070918005824963,0.2978717535918781,0.0353158055864146,0.24628251237226528,0.2089659123749927,0.18648994110453543,0.060941367860389103,0.19311833961411184,-0.06947084731004266,-0.13481600746051303,0.1734320330571119,0.011304920898464804,0.44430357023046513,0.032917563573609275,0.27775219574182375,0.1631159171376946,0.009539274217546087,0.1123960683339561,0.03494249409357873,0.19594916613838345,0.21653947982063676,0.002516386697708045,0.44689123104949674,0.013588480442392657,0.3508395207976307,0.17978081023892534,0.0033787223935817135,0.31905439659894136,0.013964115851626064,0.2079101676550331,0.0015352906086853679,0.0013577918594021101,0.028328854376789746,0.24470657998833958,0.070918005824963,0.2978717535918781,0.0353158055864146,0.24175903055483242,0.18637097575053221,0.3361951513797242,0.19053678238699695,0.017854418685338568,0.062049896280221416,0.04470931985263413,2
0.08229707249033065,0.15273542464402023,-0.001553807734335012,0.14021130652492483,0.1998056504576326,-0.012647728955488846,0.04262407129771404,-0.10841082330421714,0.2678308522734481,0.2106437218780116,0.042059068049114,0.09007990220153314,-0.028849714650075263,0.19537681686224587,0.16093889358330085,0.05755211331673242,0.0475084368789085,0.041910035190499725,0.13380884751679306,0.3209763430306838,0.059161330451302986,0.001320009116213565,0.00984036156937251,0.06196210130518834,0.1927053854587704,0.070918005824963,0.2978717535918781,0.03728233503832269,0.12567985808500978,0.39477637844781605,0.1135573399968104,0.06523349666778083,-0.19223082944892889,-0.1075949875731672,0.21338577012922383,0.10375286560801524,0.004768831552432411,0.1986449802644867,0.015906518462257206,0.1477122542256477,0.1294271162688885,0.00601238174966728,0.1123960683339561,0.02628383244977701,0.16423298878201387,0.1493699937934424,0.0014884583420186526,0.16173875705951649,0.009090707471070426,0.22792014150485312,0.1294559892755225,0.002132297083112911,0.31905439659894136,0.009334406327773697,0.15162831443191876,0.000782425592634865,0.00011456548384975175,0.018898778263394925,0.1927053854587704,0.070918005824963,0.2978717535918781,0.03728233503832269,0.12925190634679687,0.1539349754459474,0.2173372396470361,0.1352769612075364,0.047608801859328156,0.044001366919848774,0.06257967172847072,2
0.05229817450371827,0.10553065355895408,-0.12567022504692893,0.22031111985239293,0.3368219463927635,-0.01740412906500058,0.03646234438037991,-0.14250635322351762,0.17745012500419075,0.42871105749291705,0.05503026669078856,0.12254676747526715,0.022029169036811257,0.17040287173869462,0.14962609326683193,0.05712494800019713,0.07530948467068134,0.03734140879871288,0.16412688389400004,0.1632714310329216,0.05877238487627118,0.01141074432565528,0.03573589588109132,0.06222462195239876,0.2887753792430202,0.07551518294373595,0.2665642597922049,0.08169644979627368,0.33979770179460084,0.2429284737797477,0.17041653292031603,0.05897938073314344,-0.23170362942138703,0.07191127810302023,0.06599506101991803,0.07546622782696401,0.0036037670888870187,0.09790831199766681,0.011783384259055753,0.10536020593468408,0.11147042313576352,0.005074111257631146,0.21511485018188928,0.022869534941131,0.1373252713013059,0.09867749289514263,0.0011484625125663848,0.1530645295923233,0.005740047418256785,0.15189827507997772,0.1002303199609613,0.0015746152286580215,0.1549767105444379,0.007350860689574183,0.11245361357782199,0.0004707867407056342,0.00039700433051180923,0.022477606351160154,0.2887753792430202,0.07551518294373595,0.2665642597922049,0.08169644979627368,0.09350178651296402,0.1296029793023891,0.1433427300233315,0.10287282367096272,0.06719770943429378,0.030026433286699076,0.0771775207303627,2
0.012264771593234833,0.033402329111325325,-0.12567022504692893,0.057806991216621355,0.0025460639744999784,0.03235674774915357,0.03646234438037991,-0.14250635322351762,0.07746357686365686,0.003056306717470982,0.06419194900641838,0.12254676747526715,0.038104331619996254,0.09309569468075822,0.0020407194380178315,0.056837499309097185,0.07530948467068134,0.03734140879871288,0.14976873196857673,0.011681945435704682,0.057960939525601676,0.017099482711689873,0.04919787259227927,0.05468404007933528,0.19868802298727198,0.07551518294373595,0.23018682254819828,0.08169644979627368,0.0016222768483790085,0.0019825534360879225,0.0015088175970008487,0.05110767653956962,0.0328843813808822,0.07683164992815496,-0.07992618869879974,0.0595481015918311,0.0030621884267811317,0.07213989223431805,0.009160564444984863,0.09063384526060836,0.10117479593369107,0.004528436724851833,0.07828627652890414,0.02039878355838852,0.11653542468894772,0.07144713272660232,0.0006671000597510192,0.1530645295923233,0.0040827696964732185,0.11451497031380785,0.08449042353146208,0.0013936756455577707,0.1549767105444379,0.006504009265551355,0.09121706083196175,0.0003383456577849429,0.0009758576834099926,0.025414642218673983,0.19868802298727198,0.07551518294373595,0.23018682254819828,0.08169644979627368,0.07815376641619273,0.11040009804367507,0.10978334134194433,0.084994810325507,0.013872609641904919,0.039752903336066965,0.10420868629251177,2
0.013066540360896845,0.012752372632672893,0.011267581601141757,0.0012069135191320908,0.0019463428807246054,0.03384575738374521,0.009195260776419457,0.025620510128650353,0.0015374181262146852,0.002207247805359264,0.06358576174837247,0.05903782311527141,0.0666754724683158,0.0013672598190931397,0.0017050044833925688,0.055779674927651374,0.03136950602326727,0.05861847977392982,0.00211303803303922,0.010036710376757746,0.05469450534409037,0.00020074382053670566,0.0003588595096387306,0.054704493521716704,0.0018537288496337878,0.0006766263314464916,0.0015516002464256457,0.0005816532589578083,0.0012157071829495916,0.0014052876101001545,0.001274792227980279,0.049662194088621645,0.0005799040642659957,0.00026188849170986146,0.0026312528775489304,0.047029784325168605,0.0026198288905482465,0.07213989223431805,0.008018416511771667,0.06770916940157515,0.0954137339801896,0.004085771499968002,0.07828627652890414,0.018909385609061455,0.11170507543233976,0.058403161426125436,0.0005602565086545004,0.09248253826860683,0.0032101090921118733,0.08604944323226234,0.07621599492376291,0.0012401552635656183,0.16758764266210543,0.006091356578977057,0.09696523963062137,0.0002779375988767213,0.000577738028993309,0.023663976047357687,0.0018537288496337878,0.0006766263314464916,0.0015516002464256457,0.0005816532589578083,0.0626297540689309,0.1067233485088641,0.08172161708726423,0.07486526723812015,0.05457598669736391,0.029987127235724564,0.013750332576113806,2
0.013004146906033966,0.01343457327886411,0.01092790577212843,0.0015576447504802198,0.0019577494103360446,0.03362356106260601,0.009238255810854098,0.024052583842152395,0.0018549226303224088,0.002253867614105465,0.06361264837671383,0.059384860342117256,0.06654879901131067,0.001518228180191831,0.0017785798429093697,0.05578012330901369,0.03140166373316497,0.058532159130430736,0.0021479317677894423,0.011178371570807536,0.05469539243245735,0.0002822385016966244,0.0016827674037304856,0.054668574254082794,0.0031300623155359323,0.001183354994970778,0.0027343061483819904,0.0006959687092483149,0.0012353741969436535,0.0014042240499518184,0.0013202944378832811,0.04960390299919941,-0.003721860006844173,-0.0007766449821820288,0.0022566769931337987,0.034262237302440594,0.001595978276106232,0.05025365736539565,0.004826773357497578,0.04535471334085413,0.09243893617516695,0.003948004755053608,0.1362268404351702,0.018398494650088918,0.11173978197958385,0.05523583387823604,0.0005298548237142951,0.09248253826860683,0.003054380036050403,0.08321197915902054,0.07231400362458995,0.0011902102113037483,0.10650764800339989,0.005954848443514541,0.09384721118497483,0.00025221510428702067,0.00032090164699345703,0.022076562302337933,0.0031300623155359323,0.001183354994970778,0.0027343061483819904,0.0006959687092483149,0.039239542987953895,0.10509070825148777,0.07679549388530206,0.06932627527365688,0.09991672030256385,0.0292797807241942,0.0470207262530177,2
0.01298324047102423,0.01343457327886411,0.01092790577212843,0.0016150164821120956,0.001995843811427342,0.03355271210808102,0.009238255810854098,0.024052583842152395,0.001791783319370646,0.002167346846511047,0.06361479535594816,0.059384860342117256,0.06654879901131067,0.001509997172202443,0.0017147520063704761,0.05577489751394345,0.03140166373316497,0.058532159130430736,0.0020978980205406035,0.011432776423678096,0.05468513351033899,0.00029127220944521684,0.0021080265341457335,0.05469696907960009,0.0031300623155359323,0.001183354994970778,0.0027343061483819904,0.0006959687092483149,0.0012664572196218573,0.0013719684506139967,0.0012530818975759219,0.049581292491045016,0.0004502500953782891,-0.0011370068617092563,-0.0010582672725128017,0.03362790564191776,0.0013392948503741428,0.05025365736539565,0.004834330545643901,0.048071039568003286,0.09056560128813376,0.003948004755053608,0.10578527222659377,0.01763762119092777,0.10215830049755296,0.05282804718128102,0.0005298548237142951,0.03477175072763538,0.0030062554677507784,0.08199467704771618,0.07050728191883984,0.0011902102113037483,0.10650764800339989,0.005740875750066503,0.08984163037461462,0.00023903505495097987,0.0002856768761054761,0.021838837022038697,0.0031300623155359323,0.001183354994970778,0.0027343061483819904,0.0006959687092483149,0.04066474427134771,0.09905773833255391,0.07758540306449385,0.06749468223319431,0.013729555851271473,0.030332204638229113,0.07217349347569892,2
0.012989085444503768,0.012761308534265763,0.011263242288404977,0.0011968130794778873,0.0018394675569844167,0.03348356285468974,0.009052700167144543,0.025199360165939384,0.0014311309535415683,0.0019797104128258403,0.06363697283026494,0.05915766707336621,0.06680204541976177,0.0012114106145706606,0.0015461510819630004,0.055786794396267665,0.031414574822661655,0.0586293778360747,0.0019412377980924042,0.009888926427934725,0.05470843169095611,0.0002519232530028827,0.001932030230083792,0.05469140028764636,0.0018703097140453076,0.0006732782285940673,0.0015746075454330156,0.0006394367023075131,0.0011517052973752317,0.0012601370199737732,0.001176255083275706,0.04957700269066072,0.0017918738449302393,-1.3357564390152563e-07,-0.0024317993418135914,0.03083102357239654,0.0013392948503741428,0.06672579084077714,0.004787280273490269,0.04614727015918851,0.09007092684543645,0.004793578681127813,0.10578527222659377,0.017490065159941018,0.10178311622269609,0.04613319118975279,0.00039910797766650195,0.03477175072763538,0.0024262247515995468,0.06859928016696724,0.06833813032178342,0.0014173172345237231,0.11865717376338177,0.005703529499868936,0.08753006111971229,0.00022608485829285867,0.0008149311010832372,0.025564792550039257,0.0018703097140453076,0.0006732782285940673,0.0015746075454330156,0.0006394367023075131,0.04020520561617606,0.0985317761396704,0.0653338387494736,0.0642976903938357,0.13347124880372077,0.021334544953531254,0.09965384997764255,2
0.025935551876121003,0.09524741850787041,0.008763090331429546,0.14443334103069036,0.0027012717971882406,0.022262636152954523,0.1828401733065496,-0.08478622071376346,0.1444900285060515,0.0029609041262862188,0.06105544899647836,0.0679332989286393,0.03738989058957996,0.09391209349569551,0.0020930610554326027,0.056453689992330115,0.15587664808410004,0.05469393839965976,0.18109973370831606,0.013745967344776408,0.057738457029223145,0.13565107071195395,0.15160414294002308,0.06050472594616817,0.10801723349806605,0.19075397005998634,0.09079176828380305,0.18664682329890156,0.0018140604353312387,0.0020230750219653406,0.0015627304199659316,0.05210944321966881,0.1911436565751576,-0.10571429300743973,-0.18283115441548484,0.026771473780613335,0.001112522645607851,0.051178614130073866,0.003954501984934061,0.037222427102118545,0.08866714312611701,0.004793578681127813,0.19032258401949845,0.017625761817273395,0.10728951546302362,0.040694267610402804,0.00037396917414053016,0.14404261814709504,0.002209216228250487,0.061245493053466805,0.06594066020828523,0.0014173172345237231,0.08205878584417112,0.005851597140342916,0.09191462571047737,0.00021435773193916627,0.0007758951725683481,0.02545474507425349,0.10801723349806605,0.19075397005998634,0.09079176828380305,0.18664682329890156,0.03255264356427542,0.10076982138499029,0.05795824459118778,0.06081028588606044,0.11401452194642159,0.03225454903163713,0.060454303850857934,2
