mag_0,mag_1,mag_2,mag_3,mag_4,mag_5,mag_6,mag_7,mag_8,mag_9,mag_10,mag_11,mag_12,mag_13,mag_14,mag_15,mag_16,mag_17,mag_18,mag_19,mag_20,mag_21,mag_22,mag_23,mag_24,mag_25,mag_26,mag_27,mag_28,mag_29,mag_30,mag_31,mag_32,mag_33,mag_34,mag_35,mag_36,mag_37,mag_38,mag_39,mag_40,mag_41,mag_42,mag_43,mag_44,mag_45,mag_46,mag_47,mag_48,mag_49
-0.050346218264721285,-0.05048916310554832,-0.048120197191101124,0.018603896075909544,0.018542999023635758,-0.1145284620391472,-0.09462336257347287,-0.1370096328433608,0.03546543915605696,0.22834924781422417,-0.1090203027458301,-0.10314288826962888,-0.1025818510774998,0.015285279249463764,0.09067600357073298,-0.042324717461428664,-0.03711730777383407,-0.046569165725429296,0.022715939348281308,0.016593454673962883,0.03726578192172228,0.03751449319369052,0.02112284549807203,0.12513693339405083,0.04491341037514427,0.013604782595841232,0.011710418528289296,0.1775036439390152,0.043758205143504245,0.04768283179114617,0.9721873598937825,0.9999819687621757,0.39712474218859456,0.9998483467899004,1.999526666153926,2.3413228560989885,2.0247826169042193,2.311966660204201,1.0987467418004593,3.187901054016791,0.5630279999026297,2.5941656829158553,0.7950338281027343,3.4712952674264375,0.06103201110735252,2.3570879704033145,0.999974815241587,-0.08429825120433211,0.06355071398489649,0
-0.049076550845108875,-0.04858562194717037,-0.04654996083824559,0.019841426482841817,0.036202940192128594,-0.11164020028123645,-0.09105587493605288,-0.13253879692122914,0.03782459871982491,0.05817814015980242,-0.10627094974090628,-0.09925419768854772,-0.09923444684585442,0.016302055400678507,0.0296757829867854,-0.04125734206249563,-0.03571791196907551,-0.0450495419247657,0.024227002705699736,0.02429129953073599,0.03596726000734682,0.03598564675223703,0.02121509104655541,0.07857435352649703,0.029912148598484043,0.014834685623821035,0.017286790020420034,0.03324671599184138,0.011855671344299192,0.04777228562730442,0.1123561007407328,0.0042067794065909474,0.07875351087742927,0.012228008505288704,0.2310861350436787,0.009849606375812963,0.4015331277673683,0.02827503598489368,0.1269826215635761,0.013411038321908866,0.11165366194577656,0.03172629142876288,0.09188239280580728,0.01460323675964117,0.012103212517369847,0.02882686343618262,0.006477116999370805,-0.0016661830807204107,-0.010023888723842628,0
-0.04858869074142416,-0.04858562194717037,-0.04601810436643723,0.01689463584885676,0.036202940192128594,-0.11053040754424312,-0.09105587493605288,-0.13102447519809818,0.032206999937892014,0.05817814015980242,-0.10521453164170244,-0.09925419768854772,-0.09810064389885113,0.013880921808748146,0.0296757829867854,-0.040847211137853216,-0.03571791196907551,-0.04453482848584475,0.02062887911693338,0.01850916453891068,0.03550420575694495,0.0349239958976018,0.019278055498240416,0.060749615920949074,0.07139153290876857,0.012700979061421184,0.017286808303665153,0.03324671599184138,0.011855671344299192,0.04750090375381827,0.06428957733818913,0.0016342939761519449,0.07875351087742927,0.005410599393940028,0.13222628635854622,0.003826478836099367,0.4015331277673683,0.012511022747271653,0.07265879659223465,0.005210061433004855,0.11165366194577656,0.014038120197756297,0.05257462798515674,0.00567321924016513,0.012103212517369847,0.01275519311010809,0.0024133352070098975,0.0867190999944953,-0.05102511656813078,0
-0.04881034764240652,-0.04922013566662969,-0.04654996083824559,0.01800153841903608,0.036202940192128594,-0.11103463655775894,-0.09224503748185955,-0.13253879692122914,0.03431713781407656,0.1439909445825109,-0.10569451014423342,-0.10055042788224144,-0.09923444684585442,0.014790371894800237,0.33302823129614656,-0.04103355215870459,-0.03618437723732837,-0.0450495419247657,0.021980441797462967,0.021157345004226103,0.03564105747426695,0.036188206329631885,0.019278061546732204,0.06438731747310171,0.10130368150725261,0.011839294391890305,0.02314201756780983,0.09974016645105391,0.162314918586496,0.04580633158498704,0.04803969283035645,0.0015397360956161984,0.06188825572669113,0.003615018109214352,0.09880466544909211,0.003605084317159522,0.31554383566062816,0.008359069024188974,0.05429350159440044,0.004908614830523975,0.08774275973646985,0.009379378334876457,0.03928582335813398,0.00534497499831353,0.00951128023429049,0.008522208118237553,0.001111952065583307,0.07105838647078998,0.1156596442936752,0
-0.047686334600954464,-0.04734680944727362,-0.04654996083824559,0.02510659797752836,0.03708599804727131,-0.10847771193886153,-0.08873417663233513,-0.13253879692122914,0.04786183062700657,0.029089022392900944,-0.10326055887057378,-0.09672346254847904,-0.09923444684585442,0.0206280103653923,0.06017589327875914,-0.04008862449497666,-0.03480719406439138,-0.0450495419247657,0.030655941882933437,0.0261252562896452,0.03456906322863906,0.03417391261562353,0.02499691054621021,0.05020028141970643,0.05141997750011306,0.01600319778951961,0.028997226831954447,0.03324671599184125,0.039231494266590006,0.042843644418677135,0.03829936958070131,0.0009463986420483187,0.016816051377791366,0.0028581208758177183,0.07877145284203622,0.002215864726392642,0.08573842145184297,0.006608882433960477,0.04328518274955235,0.003017079630186242,0.023841143015464458,0.007415563687709672,0.03132039735117843,0.0032852883650569677,0.0025843704142306375,0.006737864153076558,0.0006060238338549632,0.05590332259369723,0.10631483896262983,0
-0.046616930003594244,-0.04734680944727362,-0.04442253993325861,0.011767009022891534,0.01854299902363555,-0.1060450115682146,-0.08873417663233513,-0.12648152421434464,0.022431975584433064,0.029089022392900944,-0.10094485737440623,-0.09672346254847904,-0.09469924567891297,0.009667975896659776,0.02885145568159685,-0.03918960468782383,-0.03480719406439138,-0.04299069299073841,0.014367886284895557,0.009128796515263425,0.033621846943292275,0.03362458302685947,0.017248786498425615,0.03583136028870349,0.014820520755744361,0.008937257289055806,0.011710418528289296,0.03324669751631144,0.007544518128190385,0.041432480144802726,0.03357775924263677,0.0007388527434697194,0.016816051377791366,0.0022770299995642502,0.06906037638946891,0.0017299240082483073,0.08573842145184297,0.005265215930175012,0.037948913025199434,0.002355431911023283,0.023841143015464458,0.005907889034176428,0.02745916638198436,0.00256482227865196,0.0025843704142306375,0.0053679740907229484,0.0004311512994301107,0.04407259715127951,0.1003369559926132,0
-0.04716467388096944,-0.04858562194717037,-0.04548624955537769,0.014584762394780139,0.01854299902363555,-0.1072910289659324,-0.09105587493605288,-0.12951015820351366,0.027803584862389315,0.029089022392900944,-0.10213094851286345,-0.09925419768854772,-0.09696684449220508,0.011983090266773227,0.015662218798581148,-0.039650078297365575,-0.03571791196907551,-0.044020116654142634,0.01780845133820831,0.011914789751065398,0.03411087512371949,0.033875781041061905,0.01734102599841721,0.03583136028870349,0.011476866979093935,0.011393286747241556,0.011710418528289296,0.011270054742043446,0.011640113683493738,0.04159227820855568,0.031685358731923914,0.0006445647368779404,0.04701307150317272,0.0020344232069979136,0.06516821995922373,0.0015091613627351993,0.23970113124226572,0.004704232039214686,0.03581015975488902,0.002054845655485948,0.06665330261678888,0.005278431359181517,0.02591160211155403,0.0022375148658370426,0.00722519147600671,0.00479604180305932,0.00034584014249443957,0.017832196758099186,0.12167392393612741,0
-0.04864388489195703,-0.04858562194717037,-0.04601810436643723,0.02216266210627259,0.03708599804727131,-0.11065596416779822,-0.09105587493605288,-0.13102447519809818,0.042249674006944904,0.029089022392900944,-0.10533404971492202,-0.09925419768854772,-0.09810064389885113,0.018209222295353163,0.015662218798581148,-0.04089361138214851,-0.03571791196907551,-0.04453482848584475,0.027061304048804045,0.02940925417132338,0.03550432411684804,0.035695269882238256,0.019278055498240416,0.03583136028870349,0.013193878530064318,0.013001020985337073,0.024605819883846004,0.021976624298738107,0.015520151577991647,0.042227241745861135,0.029732412588091086,0.0005452364639167585,0.057681794028676577,0.0018738729334612713,0.06115153752407782,0.0012765976135820744,0.2940967445580333,0.0043329888592913415,0.03360297901898382,0.0017381912397482506,0.08177900209334767,0.004861874176956132,0.024314524929868055,0.0018927108847426647,0.008864811279319268,0.00441755328566249,0.0002794357182989062,-0.02693332956507562,0.03177461320816794,0
-0.049794664492918354,-0.05112367682500763,-0.04654996083824559,0.01254570802261371,0.01854299902363555,-0.11327377782663418,-0.09581252511927954,-0.13253879692122914,0.023916444315221705,0.02763461657590607,-0.10782596161644493,-0.10443911846332261,-0.09923444684585442,0.010307768315057792,0.014837891493392664,-0.04186104097566762,-0.037583773042086925,-0.0450495419247657,0.015318702134225195,0.010489487906876788,0.03658690018648371,0.03646586051665779,0.013466973047262604,0.03583136028870349,0.013193878530064318,0.009441428710472028,0.011710418528289296,0.02197666124979781,0.007975633449801263,0.04269664138526558,0.028852777581274767,0.0005089586718837331,0.07082528082158611,0.001596138048243146,0.05934236603597713,0.0011916580583610256,0.361110205963455,0.0036907776709031144,0.03260883309857332,0.0016225391429383047,0.10041332600873885,0.004141274587533764,0.023595178417402846,0.0017667776862142907,0.010884764575387744,0.003762808434595041,0.0002334306611101647,-0.10451358206698472,0.053051105447223836,0
-0.05198085277967128,-0.05112367682500763,-0.18222359714057182,0.26972062117228784,0.01854299902363555,-0.11824695735907302,-0.09581252511927954,-0.5188338701206169,0.5141804835013298,0.02763461657590607,-0.11255995986092084,-0.10443911846332261,-0.38846129059789736,0.22160707612723463,0.014837891493392664,-0.04369891092386868,-0.037583773042086925,-0.17635008561212775,0.32933731980283076,0.011756789708283743,0.04307621804119419,0.038873317703158605,0.5075939986961286,0.09094255073070637,0.3916593719755362,0.5786478535027423,0.011710418528289296,0.02197666124979781,0.0038800378944979117,0.044929749247544684,0.02834885224597656,0.0004756411469413132,0.15129133203829734,0.0013953513603474266,0.05830592780683845,0.0011136495691150678,0.771374902281842,0.0032264951327380786,0.03203930674685229,0.0015163242548712262,0.21449496098048362,0.0036203216480227645,0.0231830791606877,0.0016511206341194935,0.023251168402452442,0.0032894647638517668,0.00019837856211630048,-0.04987353926600851,0.028384784004683906,0
