mag_0,mag_1,mag_2,mag_3,mag_4,mag_5,mag_6,mag_7,mag_8,mag_9,mag_10,mag_11,mag_12,mag_13,mag_14,mag_15,mag_16,mag_17,mag_18,mag_19,mag_20,mag_21,mag_22,mag_23,mag_24,mag_25,mag_26,mag_27,mag_28,mag_29,mag_30,mag_31,mag_32,mag_33,mag_34,mag_35,mag_36,mag_37,mag_38,mag_39,mag_40,mag_41,mag_42,mag_43
-0.06128539726052171,-0.053067027359103916,-0.06294731588990743,0.08670899197343804,-0.3399133008816484,-0.09160137547828723,-0.6718555975240375,0.10990836032396852,-0.07893317814091881,-0.058342697592932626,-0.09789451650129953,0.13039090673585413,-0.04780109267395929,-0.036115018179982486,-0.056461894606413154,0.13461921381786227,0.05440701433912691,0.05404560267211872,0.08086524898662927,0.02580083439223063,0.08383896334512472,0.11457449110939218,0.047161054517075786,0.08299036610953181,0.02569288877791391,0.04873785933793038,0.9403986960333539,0.9997359722308193,0.2285639709790352,0.9986642736495777,2.7193224521527153,4.706991811868795,0.062155255507467574,5.1216774153834015,1.188629026219264,1.2964429496441014,0.2472889488515625,1.292736273520996,0.8921528153233433,2.34614384632113,0.018074226192280732,1.9110316484064533,0.999876014289404,1
-0.05326314762652035,-0.052203704632298065,-0.05736704228246033,0.0764065140991299,-0.2954186989783894,-0.09011115540769729,-0.6122956622690363,0.09684940963537045,-0.06860083654313574,-0.05739354744675436,-0.08921617686087042,0.11489828709995029,-0.04154393655929123,-0.03552747978702148,-0.051456552983115376,0.11862420061046455,0.04905445396870956,0.047454002192672415,0.059660583696802064,0.011280174018860771,0.08383896334512472,0.039890625656707576,0.08371280777168949,0.03244382584451951,0.14963728741951726,0.04884407487773184,0.13246495673752853,0.006515645098013595,0.2285639709790352,0.016216428324096442,0.3830449069093812,0.03067718775484069,0.062155255507467574,0.08316640226067784,0.16743078568616077,0.008449393024093957,0.2472889488515625,0.020991604160327346,0.12566902164321953,0.015290677815069806,0.018074226192280732,0.031031557420404195,0.005011449504888717,1
-0.049550331814220035,-0.05177750733678631,-0.04639860284749463,0.008710415262932982,-0.27482593896151747,-0.08937547714500099,-0.49522621575961606,0.01104092479339515,-0.06381887599434599,-0.05692497965307141,-0.07215826009222369,0.013098513987194972,-0.03864803214064704,-0.03523742918796479,-0.0416181847760104,0.013523271670397814,0.047821412117133255,0.04791888055768433,0.013337774400757636,0.006050275155570775,0.018093082123965026,0.0092551643428796,0.00758913520964439,0.011519909176677222,0.011656958797386895,0.049633747141384,0.08635863183166156,0.004146474196487324,0.14600960058553014,0.009999645485288217,0.2497206423909145,0.019522574592809476,0.039705575607843,0.05128345911151731,0.10915410335283485,0.005377086938186161,0.15797135697447293,0.01294419434265101,0.08192811925523591,0.009730794119881916,0.011546047856639216,0.019135198383932468,0.0022827230980904567,1
-0.0497582035515316,-0.05177750733678631,-0.04657241464838232,0.010569864188037159,-0.27597887867551185,-0.08937547714500099,-0.49708136128395214,0.013397877374817976,-0.06408660660563545,-0.05692497965307141,-0.07242856903184361,0.015894708774554688,-0.03881016694965036,-0.03523742918796479,-0.041774088859359015,0.016410141264138152,0.04807407024656039,0.04795111810284521,0.014096510070261806,0.006439953894404147,0.02264516329528109,0.0092551643428796,0.009137938313653482,0.013870911049468504,0.01641490116366725,0.049713091969505734,0.06500078905951921,0.002575522392643032,0.14600960058553014,0.00713892297063469,0.18796081475098514,0.012126164457605938,0.039705575607843,0.03661216438157193,0.0821585833000345,0.0033398996738527404,0.15797135697447293,0.009241088243084594,0.06166601166324038,0.006044141833846725,0.011546047856639216,0.013660955030024242,0.001315966191515913,1
-0.050009549625848713,-0.05242226734794512,-0.04693833422919852,0.011982677450052603,-0.27737294443348665,-0.09048842631164412,-0.5009869308088702,0.015188694976752992,-0.06441033045088941,-0.057633838623002025,-0.07299764048367503,0.018019263542058687,-0.03900621066526167,-0.03567622368397364,-0.04210230798219821,0.018603590943062236,0.04835010631662321,0.04867495087305943,0.0133377744007576,0.006850142040544538,0.02264516329528109,0.012583697294245364,0.010609301262462003,0.013870911049468504,0.01641490116366725,0.04984074920624797,0.06026912905316296,0.0022973030454706837,0.30196135298630583,0.006551026187521056,0.17427841669417063,0.010816242412766915,0.08211480124295692,0.03359711942993266,0.07617794078162292,0.0029791089039744533,0.3266993710947925,0.008480076242685371,0.057177103061357454,0.0053912268368607194,0.02387829443032481,0.012535962989985848,0.0009964087100074101,1
-0.05010556887140781,-0.05242226734794512,-0.04693833422919852,0.010844921958150998,-0.2779055055355615,-0.09048842631164412,-0.5009869308088702,0.013746528048981506,-0.06453399945775666,-0.057633838623002025,-0.07299764048367503,0.01630833406569949,-0.03908110329973287,-0.03567622368397364,-0.04210230798219821,0.01683717956690798,0.047792081620497986,0.04767371732478575,0.0133377744007576,0.006850142040544538,0.03053927874427224,0.01499247177589492,0.009137938313653409,0.011519909176677222,0.025692873178102857,0.04950518056421699,0.05850369756423316,0.0027978015437220994,0.38154909691030486,0.005996002293479238,0.1691733718809078,0.013172706917955416,0.10375774233148394,0.030750664001299204,0.07394650094616294,0.003628148017689267,0.4128072972571284,0.007761617057321046,0.05550224464252641,0.0065657784228612855,0.03017187989637194,0.011473876105411982,0.0009705510893778567,1
-0.04972116985704543,-0.052203704632298065,-0.04639860284749463,0.00896971280950039,-0.27577347500841765,-0.09011115540769729,-0.49522621575961606,0.011369598527579282,-0.06403890866559164,-0.05739354744675436,-0.07215826009222369,0.013488439431394161,-0.038781281584762094,-0.03552747978702148,-0.0416181847760104,0.01392584158926503,0.0474198275078479,0.04753835733810571,0.011780369605459577,0.00687065144785156,0.03169170435726364,0.01240776189222353,0.00758913520964439,0.01387091104946849,0.030331866985226243,0.04910357842768607,0.10949219372454624,0.012469483300930187,0.4177826410783317,0.023411726385628554,0.3166152632777076,0.05870925666978184,0.1136110240453871,0.12006768785891686,0.1383940664256328,0.016170243104409766,0.45200925464392877,0.03030566800377042,0.10387484510486625,0.029262927738812027,0.033037131450393026,0.04480039112970977,0.0053077405763951825,1
-0.05018613057492051,-0.052203704632298065,-0.04855752837431023,0.018456181650666453,-0.27835233293311007,-0.09011115540769729,-0.5182690759566329,0.023394213413153977,-0.0646377597592143,-0.05739354744675436,-0.07551578165802905,0.027753964214567637,-0.039143939434076784,-0.03552747978702148,-0.04355467760076167,0.028653967799019957,0.04916005017117872,0.04821676343782555,0.021204665289827247,0.01331060534225571,0.022645155738391817,0.025276936646457325,0.010609301262462003,0.01622191677636119,0.011775907356543916,0.04997846575493322,0.18142607564297228,0.012469483300930187,0.5531092777794374,0.028328979060139908,0.5246242928482253,0.05870925666978184,0.15041149458802996,0.14528595453100118,0.2293158216104546,0.016170243104409766,0.5984224517812118,0.03667088108501805,0.17211825669333208,0.029262927738812027,0.04373839915719505,0.05420998525673449,0.011468409409207528,1
-0.05111530060237676,-0.05242226734794512,-0.04927107155690182,0.0207391892220482,-0.28350588117185826,-0.09048842631164412,-0.5258849365302232,0.026288049600923746,-0.06583449416216892,-0.057633838623002025,-0.07662547098910032,0.031187096356254593,-0.03986866905283888,-0.03567622368397364,-0.04419470489029811,0.03219842930646991,0.05087392661612609,0.051427169227684214,0.023520805754629438,0.01331060534225571,0.023797588908272493,0.01977396111169799,0.019747239576115485,0.023039818353354443,0.009396936173403685,0.05108741901676949,0.1317166092300211,0.00973148706538966,0.08992952832377127,0.02469911557795608,0.38088093306747645,0.04581812719200676,0.024455266447670994,0.12667009902463983,0.1664849022296288,0.012619649733444155,0.09729695557285373,0.03197214867297343,0.12495906709045472,0.022837498227728358,0.007111386056720408,0.04726392322479862,0.007261736712745717,1
-0.051225703949562384,-0.052629901927809815,-0.04927107155690182,0.01773253337818983,-0.2841182222489785,-0.09084683367039359,-0.5258849365302232,0.022476949894469057,-0.06597668932545898,-0.0578621152404373,-0.07662547098910032,0.026665759263056192,-0.039954780930484074,-0.035817530386078184,-0.04419470489029811,0.027530474614468815,0.05116930350320638,0.05172685807054089,0.02276207008512527,0.008470385217799086,0.023797588908272493,0.014446452104316705,0.015255710574489205,0.01845536470141146,0.011656958797386839,0.05134722573501714,0.05043873254536276,0.003278615558836848,0.033986582533876784,0.006422673235351243,0.14585215658770553,0.015436492252324031,0.009242247201823898,0.032938857756143594,0.06375268468790182,0.004251660582306346,0.036770914654043,0.008313927796744626,0.047851041724637305,0.00769413518316597,0.0026875678506489155,0.012290348362292678,0.0007779649826544167,1
