acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43
-0.011092754472560817,-0.004678534559271347,-0.024399368857810844,0.017336945567051894,-0.006962213084954716,-0.0036518815251313677,-0.014096619146181709,0.025006496355729164,-0.006367116025824324,-0.0025749957619412662,-0.01696071900145786,0.02625476878393758,-0.004301147875831869,-0.0018966199489788675,-0.010629163545968294,0.06301540305436838,0.05318948993548533,0.05306510274158798,0.02166190779308438,0.04947763248885342,0.037792911406556766,0.031987342592317725,0.020085155948321998,0.06261174515722824,0.010831931125238567,0.04209397636055326,0.9617440615404748,0.9996675598913142,0.41647931311214487,0.9986076824285222,1.1218473825680293,0.2403296680113937,0.2449230888719831,0.45189767115156054,1.096130683460729,0.21672074378100065,0.28646134861522954,0.40940027872058893,0.6494816067086641,0.6066374021301545,0.012226750433099318,0.7108490167035074,0.9999863948106132,0
-0.010742849679944945,-0.005052817584622256,-0.015386409782669938,0.011466824793790324,-0.006742600207768568,-0.003944032250563251,-0.008889424968217926,0.016539540446077715,-0.006166274619112566,-0.0027809955663319914,-0.010695546031782124,0.01736515999790856,-0.004165474427075213,-0.0020483496505449184,-0.006702823622953285,0.041679001836849854,0.053813111959817105,0.05377206739659814,0.011258491824541235,0.05431614544583599,0.02817598825001359,0.018964930182268237,0.012736926864508119,0.16696463968941452,0.05145128395484033,0.045742174473122704,0.16209133591444022,0.018225918734649137,0.3819018559388618,0.03416917862174765,0.1890749818005684,0.004381685646753502,0.22458878330243176,0.015462500956109636,0.18474071629240899,0.003951248217652157,0.26267840261599595,0.014008375358556651,0.10946294912873131,0.01106020084699453,0.011211646138219074,0.02432299235448189,0.004101863700326177,0
-0.012345553656544543,-0.005052817584622256,-0.016287705421228465,0.010523832381468005,-0.007748515070915694,-0.003944032250563251,-0.009410144230626508,0.015179385265857683,-0.007086208635438441,-0.0027809955663319914,-0.011322063141790774,0.015937108692401687,-0.004786913116770403,-0.0020483496505449184,-0.007095457498088941,0.03825146342128068,0.05398182388840855,0.054108227317585356,0.01225607933090563,0.030747935229195354,0.01805286023343614,0.01170550536900813,0.007838110886294965,0.058572282491069584,0.020309676414800883,0.047943475553359406,0.1089283008206349,0.009609414880535235,0.2984052243446373,0.01989219191523951,0.12706179746769292,0.002310195489662448,0.17548609734271675,0.009001768521082915,0.12414909288391121,0.0020832520967632795,0.20524804067897942,0.008155223575546064,0.07356107582272113,0.005831369060082865,0.008760401996275044,0.014160060363883288,0.0021988137862665254,0
-0.016342050710007407,-0.00941944983994218,-0.028905851084936915,0.022273283438448796,-0.010256860869826964,-0.007352455007352527,-0.01670021778904155,0.032126580716282715,-0.009380152894207267,-0.00518432494414384,-0.02009330735588495,0.03373027298689383,-0.006336530468780704,-0.0038185282695918617,-0.01259233467913424,0.08095774009266332,0.05398078802379994,0.05396567080256709,0.02123437284198544,0.01794930193533243,0.009616949588837017,0.01597349665438743,0.023514329588988407,0.024236797091743065,0.015570768416379263,0.04870993297041483,0.08542550061739977,0.007590785026654894,0.2984052243446373,0.015851243156833054,0.09964644244196391,0.0018248975145298996,0.17548609734271675,0.007173127138387188,0.09736219449771423,0.0016456276494929852,0.20524804067897942,0.006498551413797862,0.05768924770485398,0.004606385455980035,0.008760401996275044,0.011283550897746573,0.0014733707655631557,0
-0.020910131361984937,-0.010292776812224567,-0.028905851084936915,0.01809889823817945,-0.013123953165703257,-0.00803413996555313,-0.01670021778904155,0.026105523091442064,-0.012002179695432375,-0.005664991106577058,-0.02009330735588495,0.02740865665463471,-0.008107775874192258,-0.004172564204696734,-0.01259233467913424,0.06578490789556171,0.05405575471348626,0.05414040467769225,0.020236784442551007,0.017324975894898724,0.010797979722310308,0.01597349665438743,0.017635746935916588,0.018850860933392357,0.014216830056185058,0.04998179592908627,0.06656691321170045,0.005167226399123589,0.21148453501541745,0.01270676375558753,0.0776484309480049,0.0012422507790250754,0.12436979204939208,0.005750163002009622,0.0758684550209115,0.0011202175537482059,0.14546255529255622,0.005209405770365249,0.044953732989129476,0.0031356752231946894,0.0062086364164678125,0.009045184290167619,0.0010153029001010558,0
-0.019665663262917823,0.00430425192483424,-0.02671698717465978,0.02607435046114291,-0.012342880069335193,0.0033597311048315453,-0.015435612090188762,0.037609170961678866,-0.011287869034649477,0.002368996172703677,-0.0185717636663334,0.03948654276504566,-0.007625240960606691,0.001744890405884429,-0.011638793929052283,0.09477365533248193,0.05412478483342575,0.05403963817742609,0.03448803714889038,0.09489716527683412,0.10325565906768054,0.050659337507563865,0.01469645919092659,0.04914685554017194,0.026402734895258104,0.050088362712729845,0.051818812682366926,0.0042937047144249235,0.21148453501541745,0.009913575520147917,0.06044518671878468,0.0010322477891239047,0.12436979204939208,0.004486167860680989,0.0590595698305291,0.0009308443292761525,0.14546255529255622,0.0040642793486186405,0.034994097769391413,0.0026055880754557274,0.0062086364164678125,0.007056880829692115,0.0007801073865043983,0
-0.013228888194270292,0.01902604054103681,-0.023626830315379734,0.0422077217395582,-0.008302927709558266,0.01485098486886756,-0.01365028868280534,0.06087965355730031,-0.007593232702835773,0.010471649431894482,-0.01642370473636242,0.06391863958290751,-0.005129420695026656,0.007712921125847394,-0.01029262047549311,0.15341437089585142,0.05516905879580069,0.05551768864047606,0.04788421667844176,0.11846537549347477,0.1474598713748972,0.07008969932001757,0.048988182806355224,0.3265236364979887,0.37505307328465,0.048136912783622074,0.04471749670332372,0.0036423478677965458,0.19158145217206957,0.008596902599289715,0.05216170147311793,0.0008756553568115413,0.11266519022501498,0.0038903368480883802,0.05096597128507904,0.0007896348453118069,0.13177288626601602,0.0035244815178305886,0.030198462115112113,0.002210319246945089,0.005624333621314603,0.006119620214155861,0.000651367824947725,0
-0.017941253199414735,0.01902604054103681,-0.0358587020011503,0.055883716522543286,-0.011260578073230774,0.01485098486886756,-0.020717194290245787,0.08060566079306289,-0.01029807709635477,0.010471649431894482,-0.024926438546127735,0.08462932818309485,-0.006956611478177773,0.007712921125847394,-0.015621224070898544,0.203123145725084,0.05569580746865794,0.055519772029810975,0.06142290681644441,0.0527553303447517,0.0865525357266156,0.07008969932001757,0.06368463432254058,0.05183988690372098,0.08733186312985344,0.0492867456446509,0.040924834994688804,0.0031880415995240593,0.19158145217206957,0.007447768394034311,0.04773766832236162,0.0007664357732118769,0.11266519022501498,0.003370321750735386,0.04664335257905611,0.0006911445108099164,0.13177288626601602,0.0030533697166727817,0.02763721519014426,0.0019346284219009813,0.005624333621314603,0.005301620378745383,0.0005876018705992611,0
-0.02856336274189805,-0.01578225736176961,-0.0358587020011503,0.022313967434288054,-0.017927397412776398,-0.012319014288373934,-0.020717194290245787,0.032185262575192414,-0.01639504823758961,-0.00868631946725481,-0.024926438546127735,0.03379188412247912,-0.011075269653522601,-0.006397931611498604,-0.015621224070898544,0.08110561610610281,0.055236374929929936,0.05525138461173923,0.021661906304634326,0.02778239468794619,0.03171905926675121,0.024989919941249324,0.02008515083182785,0.024909995164055183,0.03655750239537819,0.05295443457577456,0.036309567869964775,0.0026303763192468965,0.06280536954002117,0.0065237169983856395,0.042354089103342936,0.0006323676919338742,0.03693457182913266,0.0029521628670559855,0.04138318398526783,0.0005702466852011242,0.043198570234550454,0.002674535360010606,0.024520449277647603,0.0015962153029214045,0.0018438024532028642,0.004643843518484368,0.0004769583506168627,0
-0.03039692174245075,-0.02326791265660377,-0.033154815085474715,0.00891876973081784,-0.01907820522135647,-0.018162024728584122,-0.019155036503020036,0.012864271962365578,-0.01744749043538563,-0.012806312686360836,-0.02304688721610178,0.013506429734936404,-0.011786220970433796,-0.009432523529864793,-0.014443322445491574,0.03241746749235234,0.05512581168101995,0.05515545469687373,0.010118391179360467,0.010145257402992843,0.012653879183045636,0.008294363579855924,0.008327984502385397,0.008078847984749402,0.01489381691310236,0.053547974643137645,0.03204707253551071,0.0024682289529667327,0.06280536954002117,0.005979789099871852,0.03738200825003737,0.0005933859101190574,0.03693457182913266,0.0027060204079723737,0.03652508076316993,0.0005350943013164376,0.043198570234550454,0.002451540647298301,0.021641915966014672,0.0014978179346471557,0.0018438024532028642,0.004256653815641474,0.0003718223687899657,0
