acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49,acc_50,acc_51,acc_52,acc_53,acc_54,acc_55,acc_56,acc_57,acc_58,acc_59,acc_60,acc_61,acc_62,acc_63,acc_64,acc_65,acc_66,acc_67,acc_68,acc_69,acc_70,acc_71,acc_72,acc_73,acc_74,acc_75,acc_76,acc_77,acc_78,acc_79,acc_80,acc_81,acc_82,acc_83,acc_84,acc_85,acc_86,acc_87,acc_88,acc_89
-0.006383791739717146,0.013188971796214925,-0.01302255720505124,0.015950170965828996,0.013620870713512168,-0.007557715264495985,0.01011003919523651,-0.020257933943490267,0.01733467938758676,0.013115692743296043,0.2012399814289303,0.18611485481043794,0.041506094316097086,0.05097392295380908,0.0612798343766942,0.03899621842491128,0.039119380700538275,0.050299056967049144,0.0304095747521097,0.03033450523890906,0.02878487460968326,-0.012687100832535709,0.05381767185840102,0.029338650917672297,0.019908678046734223,0.017943172291472412,0.04696020974686442,0.03351626240433302,0.012085130600986047,0.013220339503728673,0.05752611448594638,0.037305005668108494,0.5088560543379367,0.9984043894691557,0.34073135346619593,0.9717004680711381,0.3663617946742993,0.44238958876868306,0.9868757048607154,0.0762518078718862,0.8810755205277861,0.3207859662628968,0.49366609177857707,0.9876230559033204,0.4379959591263203,0.876915314343343,0.38100463697869863,0.490469251958625,0.9982253422535068,0.2647955314930878,0.973312620239277,0.42028936041989257,0.997303283178913,0.9996474441093611,0.911623839492583,0.019908678046734223,0.017943172291472412,0.04696020974686442,0.03351626240433302,0.4116017440985786,0.35633955433099235,0.42666564970688,0.48907658119394887,0.05355307618089725,0.26706981395051765,0.0127687068257054,-0.003903376394931342,0.04956097388109291,-0.04355610419147071,0.04070741856314274,0.04480518427506027,-0.006789019358887068,0.006975271434486942,-0.00883191920587853,0.025633900509681083,0.03896892467439958,0.018478490296519323,0.08068092619134587,-0.06929670994214501,0.06113962693348675,0.07201437436956869,0.013771860869797406,0.0008960357452321603,0.014097058656589773,0.0013654837194228137,0.041371043778762495,5.217872457330854e-06,0.06457467136065602,0.07376992575056769,1
-0.020106983356193174,0.0204910995153057,-0.05608038420911971,0.06687841610521508,0.03700167590023148,-0.020900545635841653,0.05280690597370291,-0.08115825144336694,0.0683405585986408,0.03185927761400395,0.13293037073714617,0.1740076754282303,-0.04543594376265552,0.1279698241727064,0.1250686160590999,0.04180720662646429,0.05852739062706346,0.02487000067179951,0.05613592280195917,0.050333039352689284,0.03559432139669494,0.01901443218432257,0.08948317092209772,0.03288379239847746,0.07168092739304308,0.07821699968881307,0.10316138128696316,0.07017787482858515,0.0478588160963087,0.03153733848346326,0.1639551776356062,0.043219626131281226,0.242431179193833,0.020579847129926686,0.34073135346619593,0.07992364130586299,0.2316853069302266,0.33200643916159245,0.08027302156188149,0.5381564629406476,0.20988118513966725,0.3628499825707436,0.26726702983885936,0.0486472975709337,0.31450406886448534,0.14871795848273361,0.28805170528040064,0.2769915795534576,0.02031430685020527,0.2647955314930878,0.08815316280037558,0.29781798053498554,0.03035091894032585,0.006410525047874083,0.07135069430239326,0.07168092739304308,0.07821699968881307,0.10316138128696316,0.07017787482858515,0.22785913605762492,0.35351873694203184,0.27597652010779034,0.2793566046403489,0.05061961617034292,0.1929756961003519,0.03044021802612585,-0.023438091034924297,0.11336663311830882,-0.04524518879071155,0.08031985571219202,0.06932257638263455,-0.014961679837310081,0.031837217423914474,-0.04651677675791654,0.081468654393952,0.06919048796739073,-0.17006969901411076,0.08699600729109605,-0.0966058880171045,0.0877261733091022,0.08773593655703404,0.06265084180738138,0.0041820527928444,0.014097058656589773,0.008235733769456879,0.11204162495459788,0.00017180346589287397,0.020530097151879242,0.04236128529545252,1
-0.042424495644964866,0.0204910995153057,-0.05608038420911971,0.061284084370664356,0.052979450327818325,-0.02840212405769411,0.05280690597370291,-0.08115825144336694,0.06900676314973057,0.04670738526018394,0.026372319999693392,0.16642904173419518,-0.04543594376265552,0.10545546030522868,0.05746973884864898,0.04543127203145699,0.05852739062706346,0.02487000067179951,0.0583701774448969,0.04939633999451899,0.041655177966699916,-4.58614703707236e-05,0.03440140421102693,0.043594097177230166,0.07168092739304308,0.07821699968881307,0.1000603057131547,0.07017787482858515,0.04707570248307518,0.04495027847699078,0.05830954241163062,0.047030364555728156,0.26147076144564524,0.020579847129926686,0.3312102147380709,0.08557072067564962,0.2530269707023526,0.28446622493596874,0.04459146683984632,0.2918627491980708,0.1465348348793806,0.3215376630474562,0.24898118765351127,0.0486472975709337,0.2588695693237982,0.14243965492989316,0.2744276263530527,0.26747038588642486,0.02031430685020527,0.3125912372959967,0.08142732610229095,0.2784930193271969,0.027698612423871043,0.008094442458451074,0.07607128486384769,0.07168092739304308,0.07821699968881307,0.1000603057131547,0.07017787482858515,0.25000545003016195,0.32349184270658565,0.2722944770935973,0.26870757557617664,0.04846705950647493,0.07742572062690405,0.029436383061338278,-0.10348065182234094,0.11336663311830882,-0.04524518879071155,0.08446266272085175,0.0795414871401858,-0.051409122627511114,0.031837217423914474,-0.04651677675791654,0.08067663713314771,0.05668672476544051,-0.20084640266353745,0.08699600729109605,-0.0966058880171045,0.07806296321601873,0.0660558582682789,0.06169669781351519,0.0041820527928444,0.0205150327063625,0.0081901851059162,0.1138388651087,0.00016945214262184297,0.0210386358854935,0.04295195762725056,1
-0.050362112177103464,-0.04407731357906958,-0.05544739469215261,0.03446085125071855,0.0347237730193035,-0.01972181489904971,0.022932803924771702,-0.026633703563262258,0.029484862934209047,0.031577412631826354,-0.018275762344793528,0.026003368188049287,-0.03460167510155447,0.03087000584049849,0.030398798205744933,0.0455304649260515,0.04872535489217803,0.05206631031759138,0.04012868824633539,0.03960778987454589,0.039659818649880337,-0.005083840080848354,0.05900549811900417,0.03891257634622714,0.04596722633895076,0.02855223038663798,0.03497914350869626,0.04595473571518612,0.03112235502625426,0.028423076182143472,0.029018503930591272,0.043858045440695555,0.2776120208121699,0.018376857468185265,0.3312102147380709,0.07069394085124142,0.3007713892821833,0.20454631684997085,0.028801862873240772,0.23686106790986072,0.09790266296870027,0.21985554768326593,0.20040446456818725,0.03895926256939946,0.25327594037577617,0.11581583007233073,0.21333429653089092,0.24637454653660923,0.018389813465069408,0.3125912372959967,0.0627582885184043,0.267567556684987,0.021852574291818774,0.005884100685643825,0.05798648836593479,0.04596722633895076,0.02855223038663798,0.03497914350869626,0.04595473571518612,0.3054401902458764,0.21465684816425756,0.2120071903664028,0.2394609777604866,0.05742867173658367,0.07287283768026044,0.04738525871364585,-0.02593555742857714,0.043882312955348,-0.03401386787347158,0.05371105991206986,0.05871321529647031,-0.01810962609693741,0.005693457944035547,-0.011346943648323317,0.02212452854390051,0.031567991170347615,0.00122978582394641,0.023674772837786465,-0.01944107220638369,0.03808041830368676,0.044383734542971884,0.013207514097604558,0.0002554788031913122,0.04200412463318704,0.0009366131822939827,0.04329486005045998,2.97083230053648e-06,0.0036893151064773507,0.018616618025137595,1
-0.05096359208344003,-0.04407731357906958,-0.04668517396119508,0.028387437525788404,0.027024324381717084,-0.01582559975466191,0.022932803924771702,-0.016030684088479567,0.021996389343719343,0.025285667425544597,-0.021417651398409333,0.01886405477059101,-0.03460167510155447,0.029103684025369187,0.027155156343822116,0.04572950293569169,0.04239131210686369,0.05206631031759138,0.033114547378939034,0.030322378513455858,0.039372898412222815,-0.011064256056134411,0.06428264493498018,0.039130946971402174,0.03600684473260448,0.02188416787353704,0.03205783191791861,0.03728963771517773,0.024122250841365468,0.024465267436542534,0.02519358666965476,0.043342355920366435,0.26255574516389,0.015242302139257601,0.14574902073616205,0.06542862393931342,0.31258574207166867,0.17798771326989393,0.025238529019657997,0.12296480923039865,0.08219529425862518,0.19465994337856737,0.17041930915023867,0.03129261906337582,0.12558664513263013,0.09478607917954275,0.17571474974136528,0.22653268199804594,0.01512971603075088,0.24346231243070815,0.05722640729544884,0.2600829672838891,0.01842084460395209,0.002775889938711489,0.04212165929532783,0.03600684473260448,0.02188416787353704,0.03205783191791861,0.03728963771517773,0.300494830543973,0.18597660214796616,0.17271889834310347,0.2171877196888519,0.07194808510116278,0.04038650467284305,0.04166842745970897,0.045381471335352176,0.02583241386413313,-0.028692208679657428,0.04642570732516943,0.054524038052949426,0.02029254107913792,0.005693457944035547,-0.011346943648323317,0.01873806257168185,0.026137030697410538,0.015876858427823548,0.023674772837786465,-0.01944107220638369,0.035988510765557966,0.04183077394758372,0.010121853573468807,0.00023890113897304848,0.007855056315115017,0.000689176299060852,0.03283330481037865,1.6569654899785742e-06,0.0046118043471630775,0.0189215448179062,1
-0.050532470474240844,-0.06737306212939884,-0.04639262240497629,0.025268509397870682,0.02296432264259424,-0.014904072630201234,0.0022938128891442865,-0.0148235723570145,0.018052227668554674,0.02358158594855674,-0.01797278015259554,0.01886405477059101,-0.02749812109563959,0.024444280511690054,0.02188868714949635,0.045104722334366985,0.04083227280311103,0.06901188932347742,0.030188457419014103,0.02654605245340627,0.03811751890247304,-0.009762338554030164,0.08531574143023304,0.03669912780493174,0.02665660493988025,0.010502845788736602,0.027061172594802927,0.028418964169064576,0.021605922317770327,0.023075708635006815,0.02064749829068146,0.04194303034607285,0.1671186688234632,0.010713380212127067,0.14574902073616205,0.042581075916699566,0.19626681866158077,0.15049490853152608,0.02194819287879996,0.06760626377463189,0.07067775962146693,0.15545683614743583,0.1561441300687171,0.02550547715344732,0.12558664513263013,0.08388297918564176,0.1639498939846183,0.16098768675867053,0.010678270720782812,0.129582820764288,0.03735554601326772,0.1670748350433775,0.009050559435827582,0.003081869554288733,0.04175774830765078,0.02665660493988025,0.010502845788736602,0.027061172594802927,0.028418964169064576,0.18805415656239421,0.15275567899839193,0.1618933018207891,0.16095916470959704,0.027538322069873052,0.04350649114098164,0.01959721019623651,-0.008405726622690957,0.02509707698914179,-0.028692208679657428,0.04445671186725338,0.05193008192378468,0.023890169142026883,0.0023703801933718533,-0.0028190108335349397,0.012540678229384773,0.02495561365624901,-0.014257780501584688,0.016298116670891725,-0.015902016174599992,0.03003724876681227,0.033361850572672054,0.00806312023292419,0.00016599901167520446,0.007855056315115017,0.0005482840064492565,0.024306772515888725,1.0497586684219112e-06,0.0036846270151419088,0.017890180505832267,1
-0.05113548386806895,-0.06095505767158869,-0.05402886378128419,0.02819970791992929,0.02587906612151262,-0.01244340317507731,0.021849970385640557,-0.019564169724512102,0.023478634247411215,0.024710188887902423,-0.019703554347514595,0.011742462482069244,-0.036356529281806556,0.02796181582245156,0.02365820422991854,0.045725559615381425,0.04846790269436439,0.06444017151819179,0.03364305761657702,0.030222226012284355,0.03940874156176362,0.0212184877715798,0.10610425195191488,0.03813714950336105,0.03782142084067399,0.02354902044780935,0.03037814080783095,0.040682459288225954,0.023684144330180873,0.023827581729260604,0.022180298611801652,0.042577930107039995,0.1191646741513267,0.006130186360938592,0.1801243670528105,0.028221422464688978,0.135210308698671,0.13686453157269574,0.02194819287879996,0.06760626377463189,0.06326927542166268,0.13233585841865794,0.14861472546213644,0.02550547715344732,0.11690702049734983,0.07916829298112492,0.1468561038331975,0.1287210729550508,0.007794940042360492,0.129582820764288,0.026667484166890073,0.12562498193333282,0.005609263464465351,0.003414203164460958,0.04028786189219882,0.03782142084067399,0.02354902044780935,0.03037814080783095,0.040682459288225954,0.1295938191084899,0.12937133277776247,0.14307099859125672,0.13268544956769604,0.07720967701141979,0.0667215624474559,0.029115261132136708,-0.004609895273540796,0.02509707698914179,-0.026835356449646644,0.04215864311555045,0.04788874853510852,-0.028683050848921476,0.005146061612791706,-0.006308100256351126,0.01674511494012266,0.02659606204199637,0.027253072739700603,0.01511538021109728,-0.01951381340801177,0.03022131250864905,0.03193028035078874,0.008066932863820353,0.00016420817138532146,0.023305805016486728,0.0005756722464239043,0.021993591962736498,1.1173173814685711e-06,0.0033716421511209463,0.017833775528118673,1
-0.055184186160845326,-0.06095505767158869,-0.05402886378128419,0.03438105847270509,0.03196194511018072,-0.011846663856288915,0.021849970385640557,-0.04413813412022359,0.030317142141633332,0.02542735457199773,-0.028846701089950067,0.017098441297319907,-0.036356529281806556,0.03206824176680635,0.033203898061070936,0.04958389761032009,0.04846790269436439,0.06444017151819179,0.04095081616289262,0.037645746531581106,0.04675589133618047,-0.006696913013371215,0.08004304806541633,0.04875314639052982,0.03782142084067399,0.03900317774470324,0.03256973572432388,0.040682459288225954,0.027230083841170503,0.02529241530466526,0.031987117553452384,0.046935902501838545,0.1016422565190393,0.005282322173614109,0.03866877162751138,0.022818493431874802,0.11411633703158307,0.11718541837274435,0.015220079950220821,0.22762769160740445,0.051053943658348505,0.11680046465112968,0.1396030003431352,0.022872938686768925,0.11690702049734983,0.07415822007395134,0.14744220236404104,0.11236779524336729,0.005671152151644144,0.10751168238913832,0.020588441149998773,0.1079637877413223,0.004159160221007173,0.000561285598743695,0.0210670802741434,0.03782142084067399,0.03900317774470324,0.03256973572432388,0.040682459288225954,0.108527033946631,0.1115456187979099,0.14374008477598704,0.11620247612233325,0.07876015704913274,0.08634575016587308,0.03574978764293829,0.0031191953079631237,0.037272313032920154,-0.037317369884934705,0.05276839390597955,0.059806445945514354,-0.07397505258720635,0.011167033036913248,-0.012917229323186414,0.02615384839405061,0.035946313268409975,-0.0017824604976750828,0.0227596608702603,-0.03517274017050801,0.04017398284598766,0.04157059639590981,0.014083132132525059,0.0004293423316796253,0.04648010841290829,0.001113165601390535,0.040107534194887946,3.905375211092397e-06,0.007941230789107133,0.024917175315669664,1
-0.05610408719047343,-0.06379964621168922,-0.05554893825507262,0.035255106340025606,0.03472799899883215,-0.012990197001669038,0.016502202744960223,-0.04413813412022359,0.03235390952820139,0.025165101832100682,-0.03554683272967411,0.017098441297319907,-0.033881940253053085,0.03249705381477647,0.039358540592986456,0.05062025228035574,0.04900156592949967,0.06648625119096202,0.041929846347179674,0.04164293673101713,0.04874320049355441,-0.017765257682928463,0.052056005223386305,0.050023355314198104,0.03844822485724979,0.03625086287933842,0.03082910303101217,0.04059896211901022,0.03125609753839892,0.024997150839938278,0.0360610018638532,0.04876229332394203,0.08882853358568643,0.005282322173614109,0.03866877162751138,0.02121669901863531,0.10352915060380291,0.10297937171783833,0.011513182894425301,0.09526841423700133,0.043703950808699175,0.10123892535855313,0.13111675429763608,0.022872938686768925,0.0691078335124718,0.0740260647935407,0.13940584364391112,0.10025397437938703,0.005671152151644144,0.10751168238913832,0.019422611808277063,0.09521082499707453,0.0033496629353812666,0.00099208127906262,0.026351582070091424,0.03844822485724979,0.03625086287933842,0.03082910303101217,0.04059896211901022,0.09753402390493406,0.09633598811995789,0.1381248670663917,0.10378274053455684,0.032128147570261736,0.05754441343404398,0.0427794318808227,-0.025661037238071612,0.03783598851076354,-0.037317369884934705,0.05798757683156732,0.07041169147145529,0.0034803357540353487,0.011167033036913248,-0.012917229323186414,0.03108966120057529,0.047484419952711784,-0.0050271569496913695,0.026724176306632163,-0.03517274017050801,0.04493177721755088,0.05499424327239108,0.01777474619023724,0.0004293423316796253,0.09182477850958656,0.0012119441168491547,0.0599783859122521,5.118732924507828e-06,0.006690300091047201,0.023237620701509514,1
-0.053821411921255446,-0.06582272846709043,-0.05554893825507262,0.02955759680899743,0.02802119937061554,-0.012633648411599285,0.016502202744960223,-0.0365649503378733,0.026803748434519978,0.020343514906142668,-0.028606274714724367,0.01553463387145761,-0.033881940253053085,0.033042882284188294,0.043198336941234844,0.04835934935049373,0.04900156592949967,0.06861733972329191,0.03527324951702301,0.031485993384314695,0.044053173494025585,0.00013786736046513283,0.07844976011644171,0.04370584046817648,0.03766509840240834,0.03148821361664347,0.030189213941993562,0.03975160180567743,0.024514278353779527,0.019940812526626783,0.03983011957335924,0.04590359561823243,0.0675282150997289,0.003534383695036498,0.07516259734652464,0.015998031405719315,0.07468070697871364,0.09779461540833406,0.011184312264839232,0.086675988552864,0.04159829812017147,0.09714668792025419,0.11425506621864234,0.02122957062425269,0.0691078335124718,0.06295460928646633,0.1255653727629211,0.08515965434628324,0.003929082590103573,0.13424813502188485,0.015532712730207614,0.07015461318885435,0.002386707422616597,0.0013023835040080031,0.029622372164907703,0.03766509840240834,0.03148821361664347,0.030189213941993562,0.03975160180567743,0.07196953946290904,0.09379691809572094,0.12000942453097604,0.08846941055286993,0.032309647373852064,0.034226328646431305,0.01821945320980492,0.007894000267494804,0.03783598851076354,-0.03223916927634013,0.0519026928686825,0.06085110631806605,0.07711136802356607,0.011167033036913248,-0.0054876121639778255,0.025142867089373452,0.03748397695215782,0.020889238212067618,0.026724176306632163,-0.03517274017050801,0.04001866261653237,0.04820064455106429,0.013545792815868861,0.0004293423316796253,0.08483933979572429,0.0009534752344063694,0.04411179784667302,3.095188686182199e-06,0.012788290408640766,0.03015757287240913,1
