mag_0,mag_1,mag_2,mag_3,mag_4,mag_5,mag_6,mag_7,mag_8,mag_9,mag_10,mag_11,mag_12,mag_13,mag_14,mag_15,mag_16,mag_17,mag_18,mag_19,mag_20,mag_21,mag_22,mag_23,mag_24,mag_25,mag_26,mag_27,mag_28,mag_29,mag_30,mag_31,mag_32,mag_33,mag_34,mag_35,mag_36,mag_37,mag_38,mag_39,mag_40,mag_41,mag_42,mag_43,mag_44,mag_45,mag_46,mag_47,mag_48,mag_49,mag_50,mag_51,mag_52,mag_53,mag_54,mag_55,mag_56,mag_57,mag_58,mag_59,mag_60,mag_61,mag_62,mag_63,mag_64,mag_65,mag_66,mag_67,mag_68,mag_69,mag_70,mag_71,mag_72,mag_73,mag_74,mag_75,mag_76,mag_77,mag_78,mag_79,mag_80,mag_81,mag_82,mag_83,mag_84,mag_85,mag_86,mag_87,mag_88,mag_89
0.0007918588870400919,0.037463387431125594,-0.017174261256987434,0.028068706078054537,0.01381042663307415,0.04539006992918786,0.031019740752585737,-0.005475248105837172,0.007347903918170052,0.004416764317384602,-0.12297408029702568,0.04021333827389608,-0.11480546723388557,0.06891773590754892,0.010170514678612717,0.05048524425357094,0.047952951786914944,0.03970188033577175,0.05769624870690928,0.026480300257614952,0.050502072235689296,0.02847029056733815,-0.11743800343616903,0.05150553035980598,0.038752283161922585,0.024723107440904547,0.08988417948272694,0.05269094215352037,0.009020111031012225,0.0041992223998778885,0.00883262120125422,0.04777766024064901,0.480610460203351,0.9657237694454351,0.3116742653954159,0.8451059511182497,0.3579209674240095,0.26797795449003725,0.9630614915214805,0.07734457748084271,0.7461199732066306,0.17568694537510496,0.419561023026088,0.9096566877351371,0.1306104539879802,0.8036629736969367,0.3203295795579818,0.3897291832751491,0.9641266850659528,0.22903993925863014,0.8222579525318267,0.28981366656805707,0.9276835061131721,0.9897781797195346,0.7077651204949398,0.038752283161922585,0.024723107440904547,0.08988417948272694,0.05269094215352037,0.3824154836827296,0.19732917689115323,0.35998082702942613,0.38584659847568836,0.05385444558900085,0.063315029323466,0.059637396543048414,0.05339549814403369,0.02279642034794559,-0.0280303673731397,0.01642979333713152,0.013055181514978993,0.036081203089999736,0.059974981547178945,-0.028618062569317666,0.02050302679586222,0.009882796408108616,0.07284065864423701,0.06553017329403565,-0.04294578839929423,0.03784538944748834,0.021276387972743893,0.009535041499019065,0.017627676801576307,0.002808855828097954,0.015960773547271982,0.003484359191581418,0.0005384814727398511,0.1242982426474945,0.09761536519636804,1
0.030176101319938933,0.04085577195199201,-0.012668292727240639,0.04515566483034398,0.06367914586394206,0.033186939788873986,0.03293474984840818,-0.04296244175712824,0.03245889191232964,0.011209121460376698,-0.02113322875946598,0.06583604627040346,-0.10848146847070479,0.14826523183778242,0.18244644315547484,0.04624103279642836,0.04728491309976517,0.03970188033577175,0.0870561121894161,0.0613745847307885,0.04281199647361333,-0.011543673067253618,-0.027465506648446127,0.03926101492729926,0.03923147495019052,0.041006176466934614,0.10467679898077588,0.05063582636599334,0.05371422053590155,0.01794467951801697,0.17851322571684228,0.04664886354588247,0.15726373307060418,0.042351441548092464,0.07289879206028838,0.08819376454391908,0.16791875737049078,0.10447110335694618,0.022979445355583987,0.07734457748084271,0.05430987890947421,0.08779919249513535,0.16185418883573202,0.06897017865597888,0.07262731550438307,0.09545544733091264,0.1711137423106307,0.13969636273987365,0.034250342445222536,0.22430946707392846,0.06057321501208392,0.10635258403664763,0.025545691391709886,0.03832717663211337,0.12703673142044605,0.03923147495019052,0.041006176466934614,0.10467679898077588,0.05063582636599334,0.14713318828812844,0.08181033920757115,0.16335199110327744,0.13920170169658694,0.018700945651959584,0.03761046363932789,0.05248176580657078,0.04748748205020476,0.02279642034794559,-0.013983546740716965,0.018230280048674243,0.017815706154234726,-0.04297151983682772,0.06562216858715252,-0.04851859133082612,0.03428202251509507,0.026256493995397544,0.15900017733755517,0.06727383918855738,-0.05298741737386412,0.052744898549339135,0.035693557442853276,0.020206502784183844,0.019690790429662184,0.002808855828097954,0.02068253578204644,0.012404858911989485,0.0009548452855028192,0.07979127830488028,0.07745145325789185,1
0.05154482019019613,0.04085577195199201,0.03658252970022995,0.012438694635299655,0.012506280373235177,0.01628381548547203,0.03293474984840818,-0.043360147573566314,0.038470117483764915,0.039831368284640734,0.06776704942521901,0.06583604627040346,-0.005558302417753448,0.05738184954123687,0.05829623475009033,0.04392919438924438,0.04728491309976517,0.039139820650439375,0.08950200197220051,0.12893716099973843,0.03874686901938332,-0.012412493319943582,0.009012222436837351,0.03754676151469597,0.014611437020415629,0.04116415731546204,0.04966476458169368,0.05197831751897223,0.009628115383057644,0.036960743889322197,0.0644970771664977,0.04640590491265039,0.18802785103105363,0.06627852923375198,0.07289879206028838,0.13567820496399263,0.16289320323104833,0.17153476320575192,0.08154478554029074,0.0890072298795803,0.17535020991212624,0.13709302881356583,0.2001278469174609,0.10721107586431135,0.07262731550438307,0.1494637752813907,0.19935669466576603,0.18361809897729883,0.07392763703418433,0.22430946707392846,0.1518217296230425,0.142117307275436,0.06294355501766813,0.06228387063934572,0.19357855088092057,0.014611437020415629,0.04116415731546204,0.04966476458169368,0.05197831751897223,0.1522777381373072,0.14237983754118672,0.20374693455908294,0.18731961676737208,0.016038834695183538,0.014065897292087707,0.01065110533105405,0.008446442901683603,0.015169438624844812,-0.013983546740716965,0.01818409583589104,0.020655709778925172,-0.04821422791533996,0.06562216858715252,-0.04851859133082612,0.0442196208295715,0.04901034286823345,0.06633396269407195,0.06727383918855738,-0.05298741737386412,0.05624543906190712,0.05193016869686009,0.027143546105764537,0.019690790429662184,0.008289247925968548,0.020214658357357116,0.026774517555539376,0.000980809439261782,0.0827685364528954,0.07711013484672874,1
0.0532258525900465,0.04094733287235473,0.03724182230401104,0.009947484835765182,0.009525294651419991,0.009741820207458623,0.03094945134904764,-0.043360147573566314,0.037452157122302605,0.0398379001573615,0.07475981225186185,0.06610191730041196,0.00838267336735083,0.052161597499481925,0.04812853828749046,0.04499167003059558,0.04689694110213442,0.039139820650439375,0.09046205667313906,0.1317331729420199,0.040623440278212436,-0.012919404364303095,-0.0024224209485604067,0.041708066089364663,0.014355591183054297,0.039721048778265745,0.042401934559632454,0.050784782783953805,0.006428041029885517,0.037022027828928994,0.059535308126787756,0.04801119863145475,0.30332327323652847,0.08342435896201397,0.38869498789129997,0.18650530097170814,0.34593258814737127,0.34210056592058863,0.08882901319521741,0.0890072298795803,0.259658874931411,0.38409968312899845,0.2862806698652928,0.1409595159250942,0.2600095281335889,0.20439355478582177,0.3137984763810584,0.31624864665981633,0.09134507326101839,0.25075963028249304,0.21719393295310885,0.37701324263508934,0.16285097969418677,0.008698431648009897,0.08762567911818384,0.014355591183054297,0.039721048778265745,0.042401934559632454,0.050784782783953805,0.3763541005133792,0.4311917358438966,0.30557608832519845,0.32025804898671234,0.02885647230025335,0.014354545087877467,0.01682897527058541,-0.00019709342308275898,0.014880185063458957,-0.0093129243628735,0.01639515130867583,0.01772331866489134,0.02111831215132322,0.03225853189156405,-0.026607228754821934,0.041029129745518984,0.04937567477062571,-0.030367056391949063,0.03279724125066941,-0.0378820284540803,0.051100096136937785,0.05561207280909717,0.022855952150322725,0.006223666675153954,0.015030454673948378,0.01078665576129902,0.02530357874946641,0.0003411882509798677,0.012471227635560925,0.028455204819331455,1
0.05150959201282828,0.04094733287235473,0.03260825846997668,0.013162837826655479,0.01415880444728845,0.003624596841397698,0.033678179488528776,-0.061039634847767345,0.044537885938774606,0.04590367674881818,0.07617892248804514,0.07150818459961433,0.005056838738915456,0.05614725539770626,0.043087170045212786,0.04579395111961074,0.04874303725106639,0.03892944640293326,0.09930546551024282,0.1336153222425138,0.042213574578397556,-0.012958285361921453,-0.0073047054110377905,0.041484029412417474,0.016671867576447674,0.048727384626779856,0.0480139472780188,0.056966490007842686,0.00939977224060824,0.042491908641482425,0.06209228303060312,0.04920303905553639,0.2745429516128056,0.08342435896201397,0.23582241676365914,0.16483222380776943,0.283106015985323,0.3692891261791491,0.08882901319521741,0.3975781765824158,0.22580133138015523,0.397546344288333,0.28234097169022937,0.1409595159250942,0.3745392603306877,0.18735430979923617,0.2901131216790524,0.3181990068339958,0.09134507326101839,0.3022687836493978,0.19023816355091908,0.38483869979130614,0.1518472782938046,0.016223222702353626,0.09553450113968688,0.016671867576447674,0.048727384626779856,0.0480139472780188,0.056966490007842686,0.2956562699712378,0.3606144832944601,0.28460694095240097,0.3202031724792285,0.04564502948221982,0.028038313405482924,0.056206514578148,-0.008796062723367486,0.022635088764296606,-0.017462307992876586,0.02341169936982095,0.02373348987566989,-0.038353573193209804,0.037583559699395114,-0.05445279242900497,0.049303146288320034,0.05262802035628464,0.0396229845114176,0.04650797430638949,-0.053375259344251656,0.05662276445489743,0.04816358012517236,0.0319549340996827,0.010174146207426609,0.01955722684658436,0.017950803956729666,0.02662898453922847,0.0008606022083397806,0.013557133360626939,0.031379424697956355,1
0.047501939803734836,0.04069628384727058,0.03260825846997668,0.014332382579369769,0.022393920250249943,0.004852928342460481,0.03371749736350432,-0.061039634847767345,0.050503543794674345,0.05500940545848407,0.07375698327858507,0.07226721273354951,-0.0005186676481680525,0.062096917655323415,0.05761396094975472,0.04528556179516809,0.04874303725106639,0.03892944640293326,0.10849855900009295,0.16380689093224238,0.041479029884635345,-0.013626934576061978,0.00037742058067277007,0.041089829402885886,0.016469712804827362,0.04875596469222588,0.05153237064596553,0.056966490007842686,0.01290876565203677,0.051530456564890255,0.07097897429214681,0.048727188972740386,0.17552490283321226,0.03887467755159183,0.23582241676365914,0.08525379617765325,0.1976112025867489,0.29217960014067434,0.0655909000581351,0.4374400105149848,0.15751407056649508,0.27673231605729776,0.21732552663429325,0.09054198858271573,0.2476663329981882,0.12390193939126855,0.21650356460511525,0.23886522018451697,0.0561174410525844,0.3090758103994853,0.11969316757924095,0.2344645616172267,0.07873931020391059,0.017254135493056228,0.08890994820313683,0.016469712804827362,0.04875596469222588,0.05153237064596553,0.056966490007842686,0.17524210852019928,0.25388086559167594,0.21442859414144733,0.23689964476553188,0.02675158198537903,0.011171454414360618,0.01591197171302242,-0.008775107597545044,0.022635088764296606,-0.019847516090467685,0.03009047025862517,0.03316643037771657,-0.006547081760575036,0.06237554967204281,-0.05445279242900497,0.06306665621093258,0.05421058604629383,0.016016670249131126,0.04650797430638949,-0.06117047364942668,0.07026256347289704,0.05628170271111173,0.051225590729768615,0.019574550758194132,0.018148032521707855,0.030068842560461342,0.036466483580474184,0.002366983281039975,0.023252318081839776,0.037936961645937975,1
0.05063082685845584,0.04208745905440652,0.033390838999661256,0.013619654814375985,0.017401825086450908,0.00927404005354913,0.03371749736350432,-0.060114337909845064,0.04238946282836011,0.04156858299973577,0.07472488668388563,0.07226721273354951,-0.0005186676481680525,0.05745577975471691,0.06360907074885144,0.045075067435489516,0.04819595361249655,0.03931652056355549,0.09854995462669787,0.14196039013828857,0.04091325978426626,-0.012215700767465348,0.005814517469658374,0.03989514140597391,0.01719873814652477,0.04838840860088684,0.05153237064596553,0.054358938756217744,0.010724779631630722,0.03804278655609326,0.06182416915960459,0.04785898684900383,0.13661307610201304,0.03887467755159183,0.253117914038951,0.07021854177580526,0.15204369479768778,0.21135552992611348,0.0655909000581351,0.3402426816264838,0.14498199751290092,0.21090738619752936,0.16212293289190635,0.06560624900617594,0.139316790454285,0.09272167937767081,0.1789720704025556,0.18046179482157546,0.0561174410525844,0.1787507675786724,0.10137060438927202,0.16295170749211077,0.047304755623403714,0.04148721904978268,0.13561099838635013,0.01719873814652477,0.04838840860088684,0.05153237064596553,0.054358938756217744,0.136738939739508,0.20264167094915508,0.1741988123851449,0.17602988068315714,0.042411618422859024,0.026873130643635,0.05130788691718945,-0.003864151459268183,0.017507290106428423,-0.019847516090467685,0.024081054103361692,0.025220532057187692,0.03691023351097095,0.06237554967204281,-0.048042300865479316,0.05509800754797097,0.04567223059296282,-0.04016250445655259,0.04251499959026359,-0.06117047364942668,0.06314457504775685,0.05926874287064439,0.03928182440623785,0.019574550758194132,0.018148032521707855,0.02688646892948135,0.030266933709777843,0.0017825542144324603,0.037762997264198794,0.049605498093515346,1
0.05452041949070501,0.04208745905440652,0.04389443590388574,0.009737915162637887,0.011716108957456462,0.015154831518655633,0.0286162453953616,-0.04064161408876089,0.03189492178989542,0.03002513764865914,0.068409640791853,0.07106993461202903,-0.005234813563839674,0.058431671859731735,0.062140190662272235,0.04429302153418652,0.047971576223174224,0.03931926983147588,0.08769743579907638,0.11906401913462249,0.039349290733237355,-0.011018001574979496,0.0077273073120897135,0.04205282302257041,0.011948085640936674,0.036945162980423926,0.05320396912628828,0.05366211038010762,0.007390720590616677,0.02766538222876091,0.061207007781540444,0.045891712630615894,0.1255611722567487,0.02446804781010596,0.016007285936927285,0.05482846538527721,0.13912299691736393,0.10268925148471444,0.030457871913421,0.07125802310414928,0.07298358665608351,0.10048576436161281,0.12831948116278594,0.041204649445493846,0.139316790454285,0.06745003342889029,0.14030947527457638,0.12041566661648545,0.023535262169691325,0.12114832110096085,0.048077266395104325,0.09848006946908985,0.018513902551854783,0.007936023742921336,0.06258472724134306,0.011948085640936674,0.036945162980423926,0.05320396912628828,0.05366211038010762,0.12202389412059356,0.10256971306810841,0.13676446123796163,0.11888566853334695,0.045703542920118384,0.011418985641121577,0.020622156166458735,-0.0038377728772832987,0.0086517165278243,-0.012124605027068315,0.015384479046414217,0.017945298977175724,-0.013174933257928878,0.037584245195613104,-0.031028348235704353,0.037720696056804996,0.04025302275727062,0.004887324463133057,0.051124871477681993,-0.04878127263759785,0.05622341467120885,0.05903001657066232,0.022602257019369666,0.009265406378303878,0.020765974845870568,0.013373919324885283,0.021336714277869553,0.00046661818845458074,0.02370826171944399,0.04011884439570496,1
0.05448846163175028,0.0417489042336763,0.04389443590388574,0.008305705108382355,0.00883558221461606,0.014178819120680213,0.0286162453953616,-0.032539298135779625,0.02808979075775012,0.027530987405088893,0.07044979980641704,0.07034985478625504,-0.005234813563839674,0.05335324534746931,0.0520127022973129,0.04384784726901357,0.045830490224241904,0.03931926983147588,0.07866476835307942,0.11008765950426727,0.03843708744902918,-0.012339914047154657,-0.0006838694006480997,0.03694124482298019,0.011675467683377457,0.033726676610892785,0.05269325625475943,0.04707539658119198,0.0056192027041665794,0.025311017558238405,0.049680821994336294,0.04540056797822387,0.10660121641706051,0.023992533919569344,0.016007285936927285,0.052440139396056344,0.1305400609556695,0.05762176943173095,0.013058222658099413,0.07125802310414928,0.03208139519059247,0.056537699866093236,0.10729238847039234,0.032826470594826636,0.23558944176244964,0.05607602556127738,0.12151304539460342,0.08827934853103779,0.016830172329554055,0.11804632951469055,0.03663825950088321,0.09033396681112536,0.010063230702290036,0.0017112391329343502,0.04745227249794277,0.011675467683377457,0.033726676610892785,0.05269325625475943,0.04707539658119198,0.11797840540436115,0.0539862254623055,0.11679783166516937,0.08831301524905523,0.01808527314163282,0.002027132341102732,0.01904645056245177,-0.01581583323157908,0.008971138740040548,-0.012129695283909633,0.01514501628390628,0.01502623574659371,-0.006333939583120394,0.05535417502187088,-0.031028348235704353,0.03629767275834015,0.0366513548680264,0.0034465390480847213,0.051124871477681993,-0.05511675018489494,0.055185907100905006,0.05620829414170584,0.021387256185394467,0.01637470338757061,0.005049925790626633,0.016977632767143386,0.01843657512316841,0.0006795036083598852,0.0714828540821283,0.06986835924373877,1
0.05245967907743168,0.039709739832597735,0.040542673534635976,0.008643268088190598,0.01041885326059424,0.00870263536232132,0.0267850129515528,-0.045315536853589175,0.03038649243109321,0.02927792851836133,0.08066283826630398,0.07034985478625504,0.018967053420311873,0.04182705947345348,0.04521144887803337,0.04438798470989169,0.0467429177991016,0.03889040782788394,0.08196349416087466,0.11506952532384755,0.03942483554328384,-0.011659822655322161,-0.002558302864322717,0.0404857469152476,0.011708966003101916,0.03747066897873356,0.039757451905627884,0.05090668202659117,0.006591678737666545,0.02749143515153691,0.045333073348057897,0.0470521799336667,0.07735666752235958,0.01796496392133799,0.12786528531980387,0.040125609763921335,0.08480838719037763,0.045067690428288815,0.008677505559131373,0.058250361686998896,0.023177073233117122,0.042763135902657054,0.08514524770488424,0.02896728088150217,0.09323858812000789,0.04693867075607327,0.08619906024603255,0.06708569449732227,0.01425546763850986,0.10555421104510856,0.027763523786676896,0.05045496390859493,0.0058064441959232655,0.018762138676575352,0.09966871809041329,0.011708966003101916,0.03747066897873356,0.039757451905627884,0.05090668202659117,0.07522155874718102,0.03862583830752787,0.08159982804037387,0.06721284510064804,0.0023072541885324903,0.005374747773332707,0.03458490002726331,-0.011563104365640443,0.009081478162578668,-0.012129695283909633,0.015360905884298507,0.016107592856536426,-0.006038798915260577,0.05535417502187088,-0.03242191693907071,0.03809959539580627,0.03901068059163426,0.005641649887575237,0.028857735814796816,-0.05511675018489494,0.04882597568758426,0.043834204882417745,0.020171565644195918,0.01637470338757061,0.005049925790626633,0.015332570617933389,0.01712351572875516,0.0005609009580182699,0.09776123760208538,0.0795543754209839,1
