acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46
0.00887174856897924,0.00924598660690362,0.004428764099382655,0.005510923725753889,0.007226274441564796,0.004760539802681769,0.005989429084778222,0.0025392398603239436,0.003121082909695525,0.003060817290237059,0.0027598232534893994,0.00377431679283813,0.0016821722608596837,0.003155335675298568,0.003290071116653337,0.002287448424474401,0.0030571278637490616,0.0015070745491878373,0.00739538672906551,0.006400483289526986,0.03569922092218749,0.03573597983316278,0.004245432620813852,0.002114039737202592,0.002997426218089095,0.0030834086169436465,0.007088887176744136,0.0025706937308021985,0.0023664283885237946,0.037204861683039166,0.7609407334718334,0.9993687460961678,0.07913531216368097,0.9945912174018312,0.3656673517538944,0.6554027354463816,0.041925895630089124,0.5823087737677463,0.2915650105534985,0.2598895215194211,0.04782960677998921,0.329493728730404,0.21615401014055066,0.5635259739490739,0.0022475431888309065,0.4064731303666826,2
0.008331755901810648,0.00831674141160656,0.004326953227540107,0.006360610135106401,0.010116781199245977,0.004470782201322228,0.005387476212009947,0.0024808664138735066,0.0036022983760677974,0.003060777330221811,0.0025918423523199796,0.003394988345330419,0.0016435015571093195,0.0036418323088333675,0.002632025279632324,0.002148219346222396,0.0027498787296570387,0.0014724290882101533,0.008535623812410966,0.00618026594246475,0.03562962999664364,0.03563862110189287,0.0035631308421531604,0.0015998133068156957,0.0021231767686026243,0.002203649353148995,0.009022221389288486,0.0019994234852181254,0.002103480611014171,0.03707187844997207,0.2809172022048431,0.016267318658777764,0.07913531216368097,0.04589114669603374,0.13499375821778184,0.010668379603613255,0.041925895630089124,0.026868141294441678,0.1076373276165878,0.0042303761040640726,0.04782960677998921,0.01520307516900287,0.07979777807004257,0.009172846986196973,0.0022475431888309065,0.018754959552510452,2
0.007326661766556191,0.00831674141160656,0.004225142568366672,0.005524480953214894,0.004335770702828365,0.003931453274322285,0.005387476212009947,0.002422493089357288,0.0031287609747599455,0.001530412641120033,0.0022791777017323643,0.003394988345330419,0.0016048309341368146,0.0031630980043734444,0.0019740481680251692,0.001889070771591319,0.0027498787296570387,0.001437783699602142,0.007413579856939789,0.0050469702490598695,0.035589423834951665,0.03559116854068789,0.0036389421332976993,0.0013141312935454573,0.0019982850150064807,0.002203649353148995,0.00386666505968973,0.001428156222877524,0.0015776152640946772,0.03689646819348276,0.201651490537657,0.010222098863179901,0.22814220825151293,0.03262965787417627,0.0969029035752887,0.006703823371605382,0.12086976282076084,0.019103864716207463,0.07726556928880318,0.0026582944412195976,0.1378897967574619,0.010809735147516429,0.057281436534041566,0.005764056801034738,0.006479527940446545,0.01333520641129068,2
0.006785299153253312,0.005714856145881335,0.004225142568366672,0.00197242609817017,0.002890511286098284,0.0036409605661177845,0.003702008998142824,0.002422493089357288,0.0011170732334522006,0.0015304206331231821,0.0021107706377644798,0.002332869215271075,0.0016048309341368146,0.0011293327115673155,0.0019740412954836494,0.0017494884731029505,0.00188958157778927,0.001437783699602142,0.002646898145641577,0.003644592784865445,0.03558426708099129,0.0355940385038435,0.0015162261396104598,0.001028452264024034,0.0014987114785187418,0.0013770103840654612,0.0025777811936584564,0.0014281681558515166,0.0013146674865850538,0.0368113163742673,0.15778760186161261,0.009316768603135885,0.32660636879300137,0.025062864108744014,0.07582426853282583,0.0061100926478529554,0.17303608409119633,0.014673692478800602,0.06045851112752292,0.0024228599741932984,0.19740181423557757,0.008302965483071512,0.04482139198572769,0.005253557429776855,0.009276034927254663,0.010242781810248066,2
0.006665884252066591,0.005807780044268475,0.0033088464231366423,0.0025869117106844795,0.0028905112860982923,0.003576883074999469,0.003762203883051629,0.0018971330467771024,0.0014650839552318485,0.0015304206331231821,0.002073623054224906,0.0023708018064643927,0.0012567952466064109,0.0014811627262095255,0.0019740412954836494,0.001718699116816024,0.0019203062858215532,0.0011259751297603676,0.0034715074071984225,0.004732393213659272,0.03556212886863727,0.03557356471029541,0.00227433873433616,0.0021140355599542555,0.0028100846744329787,0.004992515611688089,0.0025777791744190743,0.0011425255749507347,0.0013146867099212492,0.03679212426981728,0.13649171594959889,0.006385747051263707,0.32660636879300137,0.020370922108393582,0.06559060661651658,0.00418787970067673,0.17303608409119633,0.011926675468183254,0.05229869666687122,0.0016606370293045754,0.19740181423557757,0.006748592754222391,0.03877204945891208,0.003600807350152538,0.009276034927254663,0.008325262010140243,2
0.006758014044412922,0.011476173755688612,-0.0033088464231366423,0.009148936102197842,0.005781008986945241,0.003626319501208736,0.0074341151243900346,-0.0018971330467771024,0.005181452244933735,0.0030607933142278963,0.0021022827870024554,0.004684704528047049,-0.0012567952466064109,0.005238316825069606,0.0032900504990292646,0.0017424534135830271,0.003794525349143964,-0.0011259751297603676,0.01227741917730978,0.008843541478621705,0.035582187815329895,0.03561054644405423,0.01182656173526772,0.01057019033151627,0.03440789464956182,0.03216413773540912,0.0048333328390417,0.002285060099631911,0.0026293514503154805,0.03681108232688996,0.11834525351091484,0.006385747051263707,0.20167336248782025,0.019324038845888993,0.05687038890208306,0.00418787970067673,0.10684656591162152,0.011313750984032363,0.04534562755161479,0.0016606370293045754,0.12189195141909942,0.006401775424979149,0.033617337070090236,0.003600807350152538,0.005727779165015466,0.007897417977945452,2
0.006957799887009933,0.011476173755688612,-0.0033088464231366423,0.010257141625670024,0.007226271422620055,0.0037335236727765535,0.0074341151243900346,-0.0018971330467771024,0.0058090786632736206,0.0038259876467833668,0.0021644321603565566,0.004684704528047049,-0.0012567952466064109,0.005872831218261709,0.0046060940652815656,0.001793965221805226,0.003794525349143964,-0.0011259751297603676,0.013764576109470386,0.009827746339968638,0.03559991741537407,0.03558886015061451,0.01182656173526772,0.01057019033151627,0.03440789464956182,0.03216413773540912,0.00644444019563003,0.0028563303452160105,0.0036811123522541727,0.036856998732763505,0.10549770698594546,0.005132293743097874,0.20167336248782025,0.01580655473890171,0.050696546304794386,0.003365844060543604,0.10684656591162152,0.009254350276234067,0.04042291166407331,0.0013346718820266895,0.12189195141909942,0.0052364836610031915,0.029967842990348985,0.002894007683820099,0.005727779165015466,0.006459879870865498,2
0.007245719885437871,0.010268155312373716,-0.0027997933399385795,0.00861432359424922,0.005781001439583379,0.0038880202302305007,0.006651576590975288,-0.0016052665461302282,0.004878677239344332,0.003060825282240137,0.0022539983040122127,0.004191577673065751,-0.0010634422125217452,0.004932218972379699,0.003948068845884807,0.001868201111343565,0.0033951015775127934,-0.0009527482590899835,0.011559995666619687,0.008329656198954353,0.03557162804493312,0.035598437240794256,0.010461958494666022,0.006742066869188951,0.020919497864996216,0.019772074734963573,0.004511109348484653,0.002570696714045723,0.003155219543425821,0.036903979065331875,0.102779146904616,0.005132293743097874,0.19144988384687697,0.014806692554345618,0.04939015196710659,0.003365844060543604,0.10143016599156975,0.008668955480423832,0.039381257611481466,0.0013346718820266895,0.11571285197600208,0.004905243736859751,0.029195604578684118,0.002894007683820099,0.00543741941085055,0.006051252582607848,2
0.007748266965584893,0.010268155312373716,-0.0027997933399385795,0.00755304191167181,0.007226260856313452,0.004157684700448536,0.006651576590975288,-0.0016052665461302282,0.004277625893562525,0.003060793314227967,0.0024103306332006772,0.004191577673065751,-0.0010634422125217452,0.004324571303636235,0.003948096336050278,0.0019977754018871458,0.0033951015775127934,-0.0009527482590899835,0.010135808205186512,0.008299218470176213,0.0355788612846924,0.03556299595022934,0.010461958494666022,0.005370798576239687,0.020919497864996216,0.019772074734963573,0.005799995906835111,0.002285069049362379,0.0034181673209354446,0.037001046237496255,0.0765382122490324,0.004248068185128753,0.07904384372156999,0.013249894772454342,0.036780164538421485,0.0027859541533313183,0.04187743564108371,0.007757488546555663,0.029326679044132244,0.0011047257704702605,0.0477743229945421,0.004389499080100595,0.02174156380239218,0.002395408872628876,0.002244945369116311,0.00541501484324161,2
0.007855922950971119,0.00813089245018997,0.004530574652221534,0.0036481705270894537,0.0028905097766259388,0.004215452411001116,0.0052670856877522956,0.0025976131238730524,0.002066122350876156,0.0022956069736755035,0.0024438202535991965,0.0033191226875235584,0.0017208428434432588,0.0020887973026923745,0.0026320940050461217,0.0020255328966180064,0.0026884289285107493,0.0015417199016110122,0.004895664183360564,0.00678767898640048,0.035573638341467526,0.0355662341692582,0.0032598855983950845,0.0033710334345944783,0.004183901138304006,0.004517306177785908,0.003222221443974611,0.001713798803778306,0.0021034998343503913,0.03702813232247808,0.08098300010387924,0.005115204816976598,0.05554611623977026,0.014891409177110751,0.038916091467413885,0.0033546368570269076,0.02942833746973219,0.00871855498608705,0.031029761243311756,0.0013302278438773196,0.033572229959852165,0.004933309132403108,0.023004157164513362,0.002884371547235026,0.0015775801195108147,0.0060858748779257085,2
