mag_0,mag_1,mag_2,mag_3,mag_4,mag_5,mag_6,mag_7,mag_8,mag_9,mag_10,mag_11,mag_12,mag_13,mag_14,mag_15,mag_16,mag_17,mag_18,mag_19,mag_20,mag_21,mag_22,mag_23,mag_24,mag_25,mag_26,mag_27,mag_28,mag_29,mag_30,mag_31,mag_32,mag_33,mag_34,mag_35,mag_36,mag_37,mag_38,mag_39,mag_40,mag_41,mag_42,mag_43,mag_44,mag_45,mag_46
0.0023413719848965242,0.01138549767382877,-0.040958944491859245,0.07550330555005075,0.017893570352914834,0.004453574275210058,0.007233107808302383,-0.09488549559167864,0.07782421921321918,0.1927313873340532,0.0019789149146510806,0.009275464589205812,-0.03659597648911466,0.07460164633465706,0.060477354626615576,0.0014221073518961862,0.005762020282321627,-0.029666564140701297,0.1057563573922979,0.10489364580388369,0.01118189106945306,0.008810402489580945,0.12419755981007383,0.03917504215018845,0.06430106319787372,0.06172873236779668,0.032276279929312326,0.27383251360528765,0.043087525151238225,0.019580655419836866,0.9334982247428858,0.9997503932856899,0.8480541083235064,0.9980239235406824,1.2943234940156678,3.146140496263787,0.264791090431341,2.3253519403345777,0.8343054576843998,0.8648334363825063,0.6798913130026594,0.8508198788944715,0.6015169834613125,2.39718962465402,0.06007732514505398,1.6014811632933614,0
-0.010469937697294393,0.008838337816880553,-0.022295028296100684,0.08799880832269202,0.04452089676117005,-0.01991509486425459,0.005614919268978669,-0.05164866515362648,0.09070382415068498,0.11887025685872744,-0.008849134609236019,0.007200360651458957,-0.019920150322975533,0.0869479280216273,0.03906318905547823,-0.006359252382476683,0.0044729429684868685,-0.016148289346090954,0.12325862232484312,0.027551045669084815,0.015461347943034541,0.017483501055246417,0.07278470664584549,0.03832663842197647,0.06900291959771825,0.06172873236779668,0.10533258063474485,0.23572180375399213,0.09765681717125092,0.023581547339724798,0.23842628223527804,0.017306707233269845,0.18960272641017545,0.04639805247608387,0.3305852443082353,0.05446292679578087,0.05920036490850167,0.1081054259403324,0.21309129814262082,0.014971155990070846,0.15200592196025692,0.039554548200198374,0.1536344197200392,0.04149781715030909,0.013431719192364995,0.07445273134368538,0
-0.016244698515804658,-0.0071504608032401705,-0.019244894131813295,0.02785498466551167,0.044307878116379686,-0.030899392273085545,-0.004542625658583438,-0.04458272399254403,0.028711225515187812,0.03404538374781747,-0.013729931161859709,-0.005825291777048393,-0.01719491803123295,0.02752234090329043,0.017413741645461344,-0.009866738535219912,-0.0036187351099216686,-0.01393907712284724,0.039016062833037775,0.024730927789931672,0.02118626224074289,0.02131503386143807,0.03383375114554604,0.013765351881065258,0.031578682115722984,0.008021409841724152,0.023646089530248854,0.024172070600127275,0.009012576047410015,0.029169349460387888,0.1435254620353122,0.007480637180530592,0.18960272641017545,0.023945736164105634,0.19900238969701814,0.023541011566072394,0.05920036490850167,0.05579251432610888,0.12827456241356786,0.006471120394268534,0.15200592196025692,0.02041384766700218,0.09248330707554468,0.017936983026366884,0.013431719192364995,0.03842457530673071,0
-0.014063415707067884,-0.0071504608032401705,-0.019244894131813295,0.018253128932622542,0.008946783081192027,-0.026750327081132567,-0.004542625658583438,-0.04458272399254403,0.01881421610657701,0.011540820556116606,-0.011886322751437917,-0.005825291777048393,-0.01719491803123295,0.018035150371393083,0.017413741645461344,-0.008541866477776883,-0.0036187351099216686,-0.01393907712284724,0.02556688628217053,0.007088557254725482,0.020261578231861487,0.02009921129467249,0.03383375114554604,0.011686762746945894,0.026876825715878468,0.0067489267174100425,0.010495319014593739,0.006881100389817242,0.00679030511775541,0.02829911807500502,0.10318182981786035,0.005701576145601577,0.1285232804700255,0.017498328620043527,0.14306472465501152,0.017942438157243855,0.04012930218420573,0.04077033771382501,0.09221781195632625,0.004932144787251984,0.1030380739301144,0.014917403767780746,0.06648713556702548,0.013671171596633964,0.00910476682292215,0.028078729390272495,0
-0.014909412287547105,-0.012889242649617477,-0.015710611687480287,0.008013370604430933,0.008946783081192053,-0.02835951546813056,-0.008188423933927227,-0.036395204869385,0.008259695466479883,0.011540820556116606,-0.012601354477132768,-0.010500525950044314,-0.014037109185245518,0.007917675066345378,0.017413679922073478,-0.00905570962809189,-0.006523041829043352,-0.011379196292739445,0.011224209051315666,0.005647835400744643,0.020166427820304988,0.020122528261337903,0.013786350555747407,0.005005581996450717,0.011691098233147831,0.004033661762696531,0.005310886418558552,0.007895627386004371,0.0067902970220212475,0.028311388580659073,0.07653171431439403,0.004447043231229049,0.1285232804700255,0.012773180620779959,0.10611353428304449,0.013994515923543512,0.04012930218420573,0.029760950253978517,0.06839951619193355,0.003846911894443596,0.1030380739301144,0.010889193868533771,0.049314636828791766,0.010663067467525201,0.00910476682292215,0.020496510832076327,0
-0.020706948512263814,-0.014178167920765223,-0.03236531252104953,0.0503695548675956,0.04004750522057399,-0.03938713446953322,-0.009007266966541177,-0.07497748676481934,0.051917876325156424,0.0911723518498272,-0.017501400679671084,-0.011550579364761934,-0.0289177426512685,0.04976804248359091,0.0258852148979603,-0.012577029154095556,-0.0071753465211625055,-0.02344219636886385,0.07055188653610965,0.014232750697857935,0.019614145128091013,0.019490693745234693,0.05267710167802398,0.04418062414663917,0.07827955519741149,0.02509981251744678,0.04488963520448311,0.3258818569228835,0.0862985021525972,0.02774868847816712,0.06345901252198091,0.004090327260789942,0.0747593648145303,0.010369926017051011,0.08798783825952886,0.012871957165077679,0.023342394706780303,0.024161472501909063,0.056715909128733276,0.00353833497304476,0.05993514117097634,0.00884040852114135,0.04089099772650267,0.009807738148299158,0.005296056729775238,0.016640123337059453,0
-0.03149442382134065,-0.016725326771527438,-0.03742466204752623,0.0546536784261998,0.080095010441148,-0.05990622449063104,-0.010625454866643663,-0.0866979764685196,0.05633369055385022,0.03404536482847051,-0.026618916357772898,-0.013625682482795597,-0.03343816764312722,0.054001005110122534,0.06071266732718889,-0.019129148187037148,-0.008464423325782443,-0.027106683310593502,0.07655259470214046,0.1020633375664391,0.024424524957876323,0.023652479487969186,0.060262606577743044,0.04210203501251981,0.11684748539613615,0.06692357496903234,0.05525850868833553,0.042521667300988955,0.06814989011192225,0.03073776838124322,0.055290731543598995,0.0031026889331543166,0.0747593648145303,0.008969347155578457,0.07666226988048563,0.009763932443002124,0.023342394706780303,0.020898185223621652,0.049415583086827065,0.00268397907128308,0.05993514117097634,0.007646408748998953,0.03562761360433789,0.007439590690874539,0.005296056729775238,0.014392681555906872,0
-0.03512729129597556,-0.030166965534699948,-0.03742466204752623,0.02430306191763209,0.026840349243576207,-0.06681638026026045,-0.019164811254882057,-0.0866979764685196,0.02505011938816985,0.06809072965694081,-0.02968939626223949,-0.024576230973556098,-0.03343816764312722,0.02401283515761573,0.05224116321299606,-0.021335686736857186,-0.015267024090356225,-0.027106683310593502,0.03404093745517499,0.055140706128660254,0.03764108120090732,0.039240034524943214,0.03389395354971961,0.016671133259365523,0.10286899339659838,0.044391851805489935,0.020990646320969544,0.0416394734971031,0.1590164183568861,0.03862447290231695,0.04867245686477851,0.002147884102419269,0.11168127810884976,0.00751436299373713,0.06748583206882751,0.006759232305669533,0.03487066110636339,0.017508135983227972,0.04350056092755597,0.0018580257649529047,0.08953571483940696,0.006406028213851641,0.03136300493663638,0.005150171002540863,0.007911656098010545,0.01205793819643661,0
-0.033829194147243155,-0.03335858752412904,-0.03137280854695601,0.009419045002553226,0.008946783081192101,-0.06434724160753429,-0.02119242099090213,-0.07267825194256235,0.009708579216733196,0.011540820556116538,-0.028592251586014056,-0.027176361208805167,-0.028030960715066548,0.009306562924253617,0.008471534975886822,-0.020547245809658932,-0.01688225349564315,-0.022723325724792482,0.013193116279178414,0.007299015379631362,0.04519835377861384,0.04504783438584457,0.012582302472276015,0.005005581996450717,0.01404203059953566,0.007482129135999215,0.007839879951205492,0.006881106174685146,0.004568026092366643,0.042838097674127724,0.04492068932879544,0.0020844209424492103,0.14373498855493863,0.006497691487157073,0.062283893021492266,0.00655951843814459,0.044878910412730295,0.015139335992821286,0.0401474531783731,0.0018031269991317502,0.11523341392240587,0.0055393111866333606,0.028945483584076555,0.004997999790956744,0.01018238524804315,0.010426534150260283,0
-0.034544258830678014,-0.035291973921571664,-0.03236531252104953,0.0065394275511504035,0.008946783081192101,-0.06570738160228931,-0.022420684580991217,-0.07497748676481934,0.006740444535005554,0.011540820556116538,-0.029196620381796004,-0.028751440101311813,-0.0289177426512685,0.006461333816420002,0.008471534975886822,-0.020981563273929343,-0.017860709769999653,-0.02344219636886385,0.009159678933289256,0.008494842137771998,0.045254883339069976,0.04500072055328032,0.011257849580457488,0.00417838836144403,0.009340174199691128,0.0063783510659684,0.005310886418558589,0.006881106174685146,0.004568026092366643,0.04293962823012852,0.04255867534269963,0.0021680400177544012,0.12473093766736208,0.006162487758442067,0.05900888926212308,0.006822661479492327,0.03894520487702821,0.014358326016417596,0.03803642488984112,0.001875461626583755,0.09999772437912152,0.00525354850184873,0.027423475839282917,0.00519850061705393,0.00883611201731368,0.009888648790259793,0
