acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49
-0.009190239571111513,0.06945753703704075,-0.11757166909034028,0.08081797998090877,0.014004330177805389,-0.008546693021118821,0.0308123490879572,-0.08293028313601189,0.07692007494020486,0.026243505219625835,-0.009194769346794545,0.06299161497774777,-0.1377370852282083,0.08933486696991194,0.027705065758530174,-0.0051052491050041305,0.03794927871494911,-0.07576682114801706,0.14717495816705242,0.035449478176490946,0.03794582362016947,0.034586861613159735,0.17213994134167815,0.053309529400984663,0.11486516440705838,0.1229182467644965,0.009482482000645661,0.35331599019755017,0.15969788575466415,0.030495477758069572,0.9125560862134814,0.9998646261577371,0.2611064583850285,0.9978661229856457,0.9933722758603329,0.8314367940563181,0.1243074840946861,0.8705512324089401,1.0189009308856611,0.9733459000783732,0.17145369062625865,0.9786084777696938,0.5743566140666582,2.0445517032939526,0.007620293921521182,1.3780548549345573,0.9997646012428049,0.06664472993164104,-0.16096795263607985,0
-0.007847512259148131,0.06945753703704075,-0.11757166909034028,0.1098586626820888,0.11203466136781477,-0.0072979901926859036,0.0308123490879572,-0.08293028313601189,0.10456010615871789,0.27496942044537254,-0.007851380218185404,0.06299161497774777,-0.1377370852282083,0.12143596039538719,0.27036298672796233,-0.004359353706453972,0.03794927871494911,-0.07576682114801706,0.20005998774460992,0.18102218117845081,0.04023562450321593,0.04094176866950952,0.17213994134167815,0.053309529400984663,0.12483478860867801,0.1229182467644965,0.08407799063937278,0.19118589893373522,0.21357110864284712,0.031121511686727603,0.20230587969039354,0.010528660062784067,0.2611064583850285,0.03778598792503908,0.22022213775577146,0.008755100579914878,0.1243074840946861,0.03296498157238803,0.22588162224142247,0.01024941560820161,0.17145369062625865,0.03705676269849523,0.12732994916168755,0.021529304369421916,0.007620293921521182,0.052182515178288806,0.01719300715057438,0.09210017190206293,-0.05635740546027289,0
0.002039695856280452,0.0339815208946485,-0.030175294751529608,0.08779614375247922,0.08816364075549477,0.0018968661486121335,0.01507468489398413,-0.021284428100906885,0.08356167722203643,0.12181692582386865,0.0020407012016383256,0.030818122436625756,-0.0353508390000327,0.0970484145291898,0.06751110755810769,0.0011330668111731276,0.018566368209992398,-0.01944589354065471,0.15988266208895602,0.07892791725011572,0.035724700979886594,0.03390030706719408,0.06055948160406998,0.044475494489839236,0.09883870409074877,0.06639413047391728,0.11336831889275326,0.19888326392280747,0.11747959203276141,0.029329214883801746,0.12002576524155005,0.005215950730432162,0.20496595746260507,0.021444781360707432,0.13065527629606336,0.0043373205130092,0.09758013131817582,0.018708702913419452,0.1340129837304815,0.005077611634273392,0.13458943174774948,0.021030922245075242,0.07554340293859939,0.01066572481035051,0.005981854487367272,0.0296152804333233,0.006917143951815181,0.07571187172904834,0.07351806054835087,0
0.00936030181364846,0.015214508502797973,-0.008297488068021523,0.02367551815281633,0.029281780072055424,0.008704846654677535,0.006749371877956202,-0.005852711287699501,0.022533632132268184,0.06032091286613583,0.009364915411282475,0.013798163634463822,-0.009720639589856944,0.026170528700732307,0.019743847420650166,0.005199719994994406,0.008312699360124659,-0.005347158029580481,0.043114705348328994,0.061428587484671206,0.03407355002555642,0.033967507888699795,0.02260423535056931,0.01646712956892201,0.026960886480789523,0.023240751954185304,0.019755165699360106,0.05360417538132236,0.014878693594505917,0.027430089814207866,0.09073115240643867,0.0030483205024810713,0.20496595746260507,0.013101757248563948,0.09876632540077096,0.002534828975376883,0.09758013131817582,0.011430141435540227,0.10130451929901711,0.0029674719812987135,0.13458943174774948,0.012848908708076921,0.057105572220507946,0.006233292700316344,0.005981854487367272,0.0180935495941446,0.00443825693752565,0.027463908786603344,0.003079022439457867,0
0.006926596603340126,0.011343506700405945,0.001234574277833964,0.013974256390826702,0.015595731817898355,0.006441561658083361,0.005032140545785481,0.0008708185841483465,0.013300268691075241,0.02702690937168066,0.006930010652410034,0.010287520074148555,0.0014463234539598916,0.015446913372158592,0.011464149084966032,0.0038477779427081877,0.006197713246714032,0.0007955978615112942,0.025448057477078977,0.028627967878849768,0.033351925346261614,0.03350260091714427,0.010432724359190964,0.01646712956892201,0.026960886480789523,0.019791823482557504,0.014487121366140686,0.021289107627262063,0.00917519524660136,0.026262874300931136,0.09475256799160571,0.0030028856213096984,0.14289503984719246,0.012349603597570416,0.10314387853133336,0.002497047628831379,0.06802942754798177,0.010773952922121055,0.10579457108334794,0.002923242138426237,0.0938310071130444,0.012111270739924065,0.059636623926968314,0.006140386159513054,0.004170338069376242,0.017054824091261384,0.003846326753392493,-0.009798924992044081,0.00918089906714051,0
0.005474284231050884,0.005512503369986978,0.0027275480630158493,0.003814076500738223,0.004455926320859146,0.005090947463460385,0.002445424721783597,0.0019239016923301426,0.0036301210489765013,0.010184053518196779,0.0054769824501125245,0.004999334912503128,0.0031953660514165037,0.0042160174862945765,0.005732074542483075,0.0030410071962607864,0.003011847752291749,0.001757716360259797,0.006945688936727784,0.01631885370524697,0.033349664312405096,0.0335435193958239,0.00322917664172657,0.006391444399559413,0.009219232191866234,0.009456079402374825,0.002950105266773012,0.007766710906702304,0.004463615848256242,0.025438119751782607,0.09562592168510956,0.002843091773420791,0.0716964493207985,0.011748424853903408,0.10409457664102081,0.002364171156234061,0.034133224006463916,0.010249476858506957,0.10676970116548443,0.002767686393546951,0.04707896126691234,0.011521694040549604,0.0601863068208328,0.005813635142095202,0.0020924339456524876,0.016224595198516725,0.0038700665405328786,0.0040937319409337265,-0.02223098817904439,0
0.0059352675293529835,0.006835503953603673,0.003014658420160114,0.0033656498837620597,0.003819365797791115,0.005519650405093752,0.003032326555118537,0.0021264176844350093,0.003203322346619215,0.010184053518196796,0.005938192962397325,0.00619917508728611,0.0035317204132950834,0.003720334072989809,0.00382136085506752,0.0032970869810007184,0.0037346910898108385,0.001942739157399623,0.0061290740125481665,0.010473582703152655,0.033486903012787145,0.0335389673247005,0.004322128474817273,0.0025647194631621593,0.00991602717157398,0.006460674481488762,0.0025286617201154614,0.007211943565661939,0.0029757438988374948,0.025880191372246147,0.07810649842646326,0.002843091773420791,0.06775063334154018,0.011732978398936056,0.08502362898407798,0.002364171156234061,0.0322547011230547,0.010236001172642461,0.08720864959123774,0.002767686393546951,0.044487969391949614,0.011506545684037299,0.04915970059327566,0.005813635142095202,0.001977276788268642,0.01620326361728657,0.00417118107318783,0.0036366456374041212,-0.00284234738713508,0
0.007924326849758915,0.10027855178937642,-0.016623687285707265,0.0750208388520005,0.005729042048229464,0.0073694258413883554,0.04448498860708672,-0.011725674254985047,0.07140253379181308,0.023501658188770966,0.007928232669927223,0.09094344824628502,-0.019474914749395743,0.08292680243180839,0.005732074542483075,0.004402024805170449,0.054788851913322015,-0.010712818412307715,0.1366179756325085,0.01151899892794801,0.03674918898184242,0.033886318976478036,0.11605163007754847,0.03893895976690699,0.13389321291585016,0.1335004078587811,0.003792993240428411,0.02135845861477934,0.004711618247867315,0.02838516657751324,0.058548608938889524,0.002206195506701497,0.06775063334154018,0.009048559872197331,0.06373368803161471,0.0018345604706531226,0.0322547011230547,0.007894079944009466,0.06537157885541674,0.0021476820911958757,0.044487969391949614,0.00887393328480232,0.03685009754083942,0.004511291491888835,0.001977276788268642,0.012496076953428073,0.004421358399438117,0.09141996777312097,-0.09788465177452427,0
0.011510347028525329,0.10027855178937642,-0.017427595278155142,0.085513039536301,0.027690383418305365,0.01070433494776189,0.04448498860708672,-0.012292718322189526,0.08138868864392286,0.2252242365820252,0.011516020361594574,0.09094344824628502,-0.020416705782287773,0.0945247086474181,0.47353328602783396,0.006394086727660657,0.054788851913322015,-0.011230881594998928,0.15572497629197835,0.07148835081304934,0.04000399496539838,0.04386610650161799,0.1167471442530619,0.03893895976690699,0.13389321291585016,0.1335004078587811,0.026340219465246326,0.20269729156526872,0.33824206967794784,0.03184269964233643,0.05342148249855847,0.0018604759048198825,0.28785190483998485,0.00817374314758471,0.05815250202277594,0.0015470775555554452,0.13704044819051178,0.007130878588436013,0.059646962054603805,0.0018111317740181277,0.18901589697883883,0.008015999496410806,0.0336231189182112,0.0038043541901809025,0.008400849731245882,0.011287953532098422,0.0037151983228979196,0.029847199133533547,-0.034420518009805647,0
0.012918806303615667,0.040939521841129256,-0.017427595278155142,0.05778165487976464,0.06015496810023814,0.012014166858431957,0.01816135285347381,-0.012292718322189526,0.05499480715269632,0.046219924498457396,0.012925173851947254,0.03712839106019908,-0.020416705782287773,0.06387089176448744,0.056683875230903236,0.007176496739712177,0.022367987565945994,-0.011230881594998928,0.10522426620612493,0.09409747716298442,0.038055258088780734,0.03633531188219884,0.0565851060660397,0.01770877876417037,0.09433629269145981,0.049282118272406375,0.04493641937282945,0.042023447913483836,0.057964880461465126,0.03252129189841711,0.05260510076531381,0.00186404263525657,0.09561265852939792,0.008256742561769288,0.05726382132404863,0.0015500434679819486,0.04551924568586342,0.00720328834425718,0.05873544316767979,0.0018146039065012774,0.06278336919296004,0.008097397119298255,0.0331092937898973,0.0038116475422995217,0.002790419528948075,0.011402575867739562,0.0020941729396992386,-0.07389066590767825,0.03600006583247486,0
