gyr_0,gyr_1,gyr_2,gyr_3,gyr_4,gyr_5,gyr_6,gyr_7,gyr_8,gyr_9,gyr_10,gyr_11,gyr_12,gyr_13,gyr_14,gyr_15,gyr_16,gyr_17,gyr_18,gyr_19,gyr_20,gyr_21,gyr_22,gyr_23,gyr_24,gyr_25,gyr_26,gyr_27,gyr_28,gyr_29,gyr_30,gyr_31,gyr_32,gyr_33,gyr_34,gyr_35,gyr_36,gyr_37,gyr_38,gyr_39,gyr_40,gyr_41,gyr_42,gyr_43,gyr_44,gyr_45,gyr_46
-0.0038509563045308697,0.0032097141121108785,-0.0025625652500119805,0.0028542299696164503,0.004202615050490842,-0.006256651207033909,0.006375296094013702,-0.005964612335073604,0.006935896629020884,0.003050806008228931,-0.005528198997406582,0.007121843251642127,-0.00628983877292862,0.007140937760384707,0.006490609841966662,-0.0007507387055152245,0.002636147136324481,-0.23239045886561693,0.003355788599634377,0.0032675103483841886,6.21758876937028e-05,5.9156467509982097e-05,0.0029403706655897017,0.0023740348063314314,0.006299478190612667,0.003572865088648111,0.0036653857359069623,0.003541919268753902,0.007034738769925366,0.004162052148115573,0.16871884237889975,0.17305162050182618,0.1946245208051995,0.1712912217434502,0.4031853842999482,0.4573818696815279,0.35428941668890335,0.43443464100263685,0.4187285548980948,0.44340982741466356,0.28531232843694326,0.4360769824026099,0.1389520901528799,0.2289644967180437,0.010602615523781169,0.3004255919005231,2
-0.00450710301993948,0.0032097141121108785,-0.0025625652500119805,0.00218499830815504,0.0021013077882337514,-0.007322693201362049,0.006375296094013702,-0.005964612335073604,0.005309636070419858,0.003050806008228931,-0.00647012337343904,0.007121843251642127,-0.00628983877292862,0.005466601181816383,0.003245304920983331,-0.0008786536172410108,0.002636147136324481,-0.23239045886561693,0.0025689564228464773,0.0018367264552384902,4.078276463249082e-05,1.4718925582436528e-05,0.0029403706655897017,0.0023740348063314314,0.006006479281114705,0.0036030073816249006,0.0019993014697267425,0.0026564394781626757,0.002344912805917802,0.0028799069059679563,0.2275255427570396,0.2727353360634503,0.032321449129261104,0.27719639158151627,0.5437150474784423,0.720849637669844,0.05883712551311805,0.7030349462058589,0.5646757669608967,0.6988292160632994,0.047382045547877,0.7056927070950848,0.18738363352600226,0.3608559618101665,0.0017607848017876888,0.4861713820822258,2
-0.0008253908995987392,0.00564909729044461,-0.005561311366193295,0.0034256748557952104,0.002101307656739586,-0.0013410131302121762,0.011220522025492717,-0.012944476779206493,0.008324531287723981,0.003050806008228931,-0.0011848810484454797,0.012534445128312092,-0.013650287288976421,0.008570623668363945,0.003245304920983331,-0.0001609088357558737,0.004639619332087576,-0.504336699437483,0.0040276504519628845,0.0014203359685481254,0.00026093785745456464,1.1305791173513894e-05,0.005759488936118427,0.024333857445800355,0.019118184709677858,0.01235054840758243,0.001999301344615857,0.0028335354681976203,0.002344912805917802,0.0047346174594000276,0.2594628639797785,0.2727353360634503,0.032321449129261104,0.27562179996545977,0.6200352791084293,0.720849637669844,0.05883712551311805,0.6990414132245144,0.6439382143221772,0.6988292160632994,0.047382045547877,0.701684076918608,0.21368631243970312,0.3608559618101665,0.0017607848017876888,0.4834097249847951,2
0.0002577719588742791,0.006932982983494223,-0.008069353803221251,0.005843628947390648,0.0035021792964051454,0.0004188022688631172,0.013770640558845922,-0.0187821821241592,0.014200259526705958,0.006101612016457862,0.00037004176934744994,0.015383182535928725,-0.019806299341545652,0.014620052011333387,0.004867957686098639,5.025229356555237e-05,0.005694078226208484,-0.7317826670250955,0.006870498737276643,0.003332509644502442,0.00044678904645312656,0.0005024339230541967,0.007760153511531888,0.024333857445800355,0.019118184709677858,0.012312308369932213,0.00333216878258221,0.004958686657088469,0.004689825846616911,0.007996977174255224,0.24262158007528947,0.24313867645415332,0.1721667132092728,0.22491851847278832,0.5797898659263795,0.6426245654678465,0.31340780773051186,0.5704460207185547,0.6021413031264591,0.622993753261202,0.2523900155121705,0.5726025410045837,0.19981630499778705,0.32169663898887907,0.009379175134761586,0.3944818558348565,2
-0.002200174476591468,0.006932982983494223,-0.008069353803221251,0.005177876359276074,0.004202615418674505,-0.0035746248999125353,0.013770640558845922,-0.0187821821241592,0.012582453259929804,0.007627014734205512,-0.003158436859255463,0.015383182535928725,-0.019806299341545652,0.012954419652991897,0.006490609841966662,-0.00042892102840027814,0.005694078226208484,-0.7317826670250955,0.0060877569928641595,0.0035657425590520193,0.00024407573022200573,0.00021541047738562737,0.007760153511531888,0.01615662570341084,0.009888716599006673,0.008664463880440088,0.003998602689231714,0.006375454311395531,0.00547146329206864,0.006751591948474526,0.2908342981842646,0.2451698868145672,0.15082974956962691,0.262745029774141,0.6950032173507443,0.6479931300017613,0.2745665539638871,0.6663829093128688,0.7217962361311743,0.6281983195792878,0.22111081825266915,0.6689021104467221,0.23952294273151958,0.3243841322151891,0.00821679528159552,0.4608253142536487,2
-0.0018044034587217709,0.0025677713860992268,-0.0022899517173452896,0.002138197583038908,0.0021013077882337514,-0.002931615470345628,0.005100237066706408,-0.005330078623339187,0.005195908376777732,0.004576209298710213,-0.0025902920216691076,0.005697474815233265,-0.005620706477552345,0.005349511434755784,0.004867957686098639,-0.00035176600555923476,0.0021089177882418165,-0.20766805074387526,0.0025139316555813354,0.0022646767967167544,5.9480402161478374e-05,3.098350429265191e-05,0.002485674110131476,0.009166412478392252,0.004761233716354298,0.0036087430753675145,0.002332518172829724,0.0042503032288936805,0.003908188107688548,0.0036110230291695653,0.27134377750672145,0.2451698868145672,0.15082974956962691,0.26781379751859236,0.6484269549796834,0.6479931300017613,0.2745665539638871,0.6792384910115303,0.6734244156371063,0.6281983195792878,0.22111081825266915,0.681806291525018,0.22347109844355023,0.3243841322151891,0.00821679528159552,0.46971536439360173,2
-0.0010206726583330808,0.0009629142577358947,-0.0013630664350563117,0.0013240163848514262,0.0021013077882337514,-0.0016582875303551728,0.0019125888760779728,-0.0031726656997411755,0.003217414461418981,0.003050806008228931,-0.0014652156815798058,0.0021365530289725295,-0.0033456584620644094,0.0033125286674864952,0.003245304920983331,-0.00019897874960830207,0.0007908441606929023,-0.12361192922036852,0.001556678732026138,0.001660792173764276,1.4171448622008097e-05,1.4058492228639968e-05,0.0012125239164653431,0.0018464716150760209,0.002197492495049149,0.0010536879628815104,0.0023325182979406093,0.0028335354681976203,0.0031265503687601852,0.0022353067989649414,0.23623792461744686,0.24905512283883524,0.31449606201649505,0.2331585756013811,0.5645349214120695,0.6582619533261577,0.5725004531895781,0.5913447347569365,0.5862982663491746,0.6381534522153774,0.4610395615462362,0.5935802607668006,0.1945589060245826,0.32952468570060395,0.017132891659841935,0.40893399188102997,2
-0.20399913864172878,0.029721954577434068,-0.05108773533301041,0.06369666403274754,0.011206974037783628,-0.33143753293563727,0.0590352456030272,-0.11891152287217852,0.15478552255688685,0.015254030613878288,-0.29284877431202,0.06594827272442151,-0.1253952922826773,0.15936134027178908,0.012981220049481691,-0.03976935523519769,0.024410724042254663,-4.632975592089987,0.0748897395343933,0.010493644731863577,0.05505644012594981,0.03189776880567066,0.04243834054763589,0.10920560455766204,0.11016762539462109,0.06534635288516974,0.11246070110380779,0.15141704505551024,0.0660483769069047,0.10163516770602762,0.28103636015145533,0.268075798078612,0.4174293732129699,0.27316945577170393,0.6715892029146228,0.7085343054633192,0.7598775762302951,0.6928216942068937,0.6974795897174576,0.6868900910340285,0.6119359777310469,0.6954408448081656,0.23145363672128877,0.35469092985875605,0.022740419008866426,0.47910858830975656,2
-0.18883746292272752,0.029721954577434068,-0.05108773533301041,0.06779948299100368,0.08405230679556011,-0.3068043485558674,0.0590352456030272,-0.11891152287217852,0.16475554196141146,0.03660967267148081,-0.27108359343729255,0.06594827272442151,-0.1253952922826773,0.1696260964879711,0.06490609841966662,-0.03681360712937459,0.024410724042254663,-4.632975592089987,0.07971352501525625,0.14373999609992527,0.05680837690918572,0.0553918904686701,0.04243834054763589,0.10920560455766204,0.11016762539462109,0.06529744181630819,0.12703894171704544,0.15584444396857047,0.09106078132436934,0.11264498197913105,0.2394783290247461,0.268075798078612,0.07857109188232826,0.27198861766160026,0.5722784767721173,0.7085343054633192,0.1430287725124954,0.6898268123021254,0.594340342952016,0.6868900910340285,0.11518230632006363,0.6924346410195603,0.19722761189635277,0.35469092985875605,0.004280339779722939,0.47703753070064037,2
0.01815859987505175,0.020734753520955218,-0.020336952128153774,0.020936396029948054,0.014008718500562234,0.02950228900094693,0.04118441347586168,-0.04733617437480676,0.05087630646225627,0.007627014734205512,0.02606738318621285,0.04600710819711054,-0.049917226505064326,0.0523803276428756,0.017849177979279245,0.003539994402981414,0.01702951079363041,-1.844290067137859,0.02461543739034152,0.017957267290392827,0.002073493108747644,0.000871807244005549,0.021097916626795082,0.007517776911476315,0.021828424766922816,0.01922428908481036,0.013245371361163471,0.0070838380055628135,0.02032257798389447,0.017761777541448212,0.18161658593791138,0.17751179404707582,0.07857109188232826,0.17814819404259316,0.43400696664440264,0.46917027425881325,0.1430287725124954,0.4518255281060333,0.4507383378349801,0.45483812133184026,0.11518230632006363,0.45353361420308264,0.14957430875343047,0.2348657496973675,0.004280339779722939,0.31245195227467504,2
