mag_0,mag_1,mag_2,mag_3,mag_4,mag_5,mag_6,mag_7,mag_8,mag_9,mag_10,mag_11,mag_12,mag_13,mag_14,mag_15,mag_16,mag_17,mag_18,mag_19,mag_20,mag_21,mag_22,mag_23,mag_24,mag_25,mag_26,mag_27,mag_28,mag_29,mag_30,mag_31,mag_32,mag_33,mag_34,mag_35,mag_36,mag_37,mag_38,mag_39,mag_40,mag_41,mag_42,mag_43,mag_44,mag_45,mag_46,mag_47,mag_48,mag_49,mag_50,mag_51,mag_52,mag_53,mag_54,mag_55,mag_56,mag_57,mag_58,mag_59,mag_60,mag_61,mag_62,mag_63,mag_64,mag_65,mag_66,mag_67,mag_68,mag_69
-0.05845083677528513,-0.042435499723461924,-0.056334413943462544,0.023540149061480425,0.013488019749718428,-0.025480734549555212,-0.022392962205264776,-0.03597501798256533,0.010394013724811592,0.011175589721929929,0.04827577780340156,0.04917495012145079,0.011223204023260288,0.01568713770833182,0.006568493662522206,0.052304000262343366,0.05113057395303808,0.037870084666691804,0.03727080187477569,0.019350635071791508,0.05536411712810777,0.6392731299215703,-0.5059822732098903,0.05541454663789302,0.08604731798492242,0.037047955950693094,0.07437674824755604,0.1152786691891848,0.009052879691577932,0.007910729208235953,0.003816054371518383,0.05304713390245052,-0.1214462758475918,0.04330016214527629,0.11152298067504869,0.9358163914009685,0.999979676322653,0.6555561984163697,0.9996834449682481,0.6775196330143428,0.8697829984897417,0.9998060242709876,0.4439513156186064,0.998034799288465,0.691468125281899,0.8754878506818142,0.9994569634980105,0.5295518321474815,0.9951873084071948,0.7004718457049551,0.9039678524081566,0.9999388160341799,0.5254969655429133,0.999468993442257,0.8103484133643752,0.9999958429236396,0.9994812836331541,0.904740811151205,0.08604731798492242,0.037047955950693094,0.07437674824755604,0.1152786691891848,0.7312153574641072,0.8049263589321488,0.7145341445205357,0.8983215171804199,0.08113111556835309,0.01696428578072447,0.005633214191423801,2
-0.05834501058762648,-0.059671647866182016,-0.05624270469478892,0.008015155898435367,0.010259710778316214,-0.02642022885886662,-0.024467456823510335,-0.025821243009065287,0.007023136307251187,0.009253776009733438,0.0483620297782038,0.04917495012145079,0.04553079702835976,0.004204794665154749,0.006111742472299234,0.052311349267846745,0.05113057395303808,0.05302471339775766,0.01151409448092403,0.01750022921573979,0.05536133009538065,-0.0004898436418648907,0.0091757906140788,0.05532222989229252,0.011808941651011796,0.010422552779523649,0.007302168800788477,0.013394233596950569,0.006777759560575918,0.006413524271265587,0.00347548555452245,0.05327520802065773,0.03331750160327817,-0.00021591639608254602,-0.0013290513987116199,0.14395855821780829,0.0027238354933319976,0.3954553037868503,0.010635947462280729,0.31715907208327127,0.1860632636073391,0.009266650178547968,0.2445555562274501,0.02459228868375381,0.2625506804516591,0.22644216249651034,0.017438742026563002,0.44140471328350706,0.046308487115174234,0.3245707468164432,0.18218507454602753,0.00551870228837095,0.2778618607408666,0.014857252535655549,0.24547089256729196,0.0016557568285159741,0.007751547202297401,0.0641177663327742,0.011808941651011796,0.010422552779523649,0.007302168800788477,0.013394233596950569,0.2885102884990651,0.21802308464766443,0.32509517383781394,0.18617290951287851,0.02008656760768717,0.026164641713071295,0.0395909077231122,2
-0.05849082813018146,-0.059671647866182016,-0.05617208959244963,0.009310120347280189,0.012570919098969789,-0.02676937531958976,-0.025818457433107095,-0.025821243009065287,0.0057013048340185755,0.007270378707605977,0.04793895763321738,0.048619267841607756,0.04499409465134511,0.004588042679543367,0.006347707259305939,0.05237559522369059,0.051095506922598295,0.053240018722368616,0.011720359826149416,0.015579020544522756,0.05549746234678919,-1.5482773410253272e-05,0.017781649023871617,0.05544944185328902,0.011473318056443457,0.007820459321917906,0.00726305546539164,0.011693062660814412,0.008238040610557868,0.005195965798451194,0.0037168547897715627,0.05332955266411463,0.012550505075811251,0.007004310928658777,-0.015365117544686124,0.11200417809768225,0.0020191392363926378,0.2142731689917653,0.008026931215264935,0.22868051618913973,0.1473728801474923,0.004896957215841301,0.2445555562274501,0.017952090578721967,0.2222875560067489,0.14255418840461367,0.010144465464538328,0.07092302741537154,0.03491615365959778,0.24102426063051105,0.13006767395231442,0.003186554879082604,0.23738182548645753,0.010988944032317541,0.20221450126409396,0.0008518990329325102,0.0007441747584668015,0.03949285475361393,0.011473318056443457,0.007820459321917906,0.00726305546539164,0.011693062660814412,0.2142120517631465,0.1798812565543458,0.24199148385726507,0.13374063939749226,0.03126877256761459,0.025543463788194942,0.03161009462852994,2
-0.05856890386111116,-0.06008552408573961,-0.05617208959244963,0.008973014820307271,0.01269030926279821,-0.026982074310087163,-0.025818457433107095,-0.03429182496765241,0.009370714316203035,0.007287796042226949,0.047634894719861424,0.04835727781053952,0.04290936757642989,0.005434837211361176,0.0077104126404930655,0.0524016217938284,0.051095506922598295,0.05309176333274771,0.012214510798987619,0.017882465143520588,0.05555280247771921,-0.0006186666188362097,0.01353478406026107,0.05559155691625418,0.00970116470332581,0.02669893415598387,0.010825732565378447,0.01268978234052977,0.008650201411611004,0.005005636740515915,0.00440621828273837,0.053343360654916065,0.007566882715465323,-0.036227002474136114,-0.026765079228078192,0.08110968112781443,0.0013113224911871443,0.08801929516258221,0.005493380669989986,0.16047291712833558,0.12321657600279103,0.004767732748645271,0.2074005406917058,0.015373287333229917,0.184830415428541,0.0835495001402452,0.004762688072986713,0.07092302741537154,0.01609946570427134,0.12116201143324125,0.0916023718535424,0.0021929201736462173,0.2113475325843526,0.006236033857679984,0.11385803088769353,0.0004022534232037348,0.0008533736422984285,0.02049449450066439,0.00970116470332581,0.02669893415598387,0.010825732565378447,0.01268978234052977,0.1498647434086815,0.15173619192701632,0.11758682217154662,0.09480116142675775,0.07065591445936187,0.05949154157002891,0.03836195233070898,2
-0.0556758761554706,-0.043189172279541874,-0.07147529855695589,0.16635086865859397,0.04343898860163352,-0.01984435026787187,0.007668255790936109,-0.047699348148328824,0.10674777298549344,0.06125563750177729,0.0034321161793386483,0.048297540356332234,-0.06419003634669607,0.3531722564377782,0.08020873186669879,0.05093787314889188,0.05905088643998032,0.044609993726567786,0.15729946173314766,0.05459861358649182,0.05285169726955049,-0.0007079725160941441,0.010009153223795347,0.057269779032745764,0.15478269301651962,0.12107747427348002,0.22009815845675262,0.12726191358006034,0.18123537266314535,0.10192172288880269,0.48154471403065874,0.05031694363491042,0.06912545107935787,0.07407449825756579,-0.3066404231518749,0.06323436888090592,0.0010611841000578582,0.06532232700969585,0.0043761361093372355,0.13922556041676254,0.10489236868389622,0.003655872296542101,0.2030281219971295,0.013024086104207983,0.15533300500659672,0.08554403853603747,0.004387696874263746,0.2953118537782912,0.013745153758060352,0.11023701971492043,0.08091309285127854,0.00167619619629733,0.2113475325843526,0.005012887758007198,0.09527477274503607,0.00030881836760971945,-0.00044421529739681917,0.010794392119454337,0.15478269301651962,0.12107747427348002,0.22009815845675262,0.12726191358006034,0.12935586924138695,0.1282141706622375,0.10481493336047093,0.0837486099522437,0.06277262503331234,0.007513252063385163,0.046218408954370745,2
-0.04904582028285352,-0.043189172279541874,-0.07147529855695589,0.1749671955559486,0.026709780210745042,-0.01204389452927578,0.007668255790936109,-0.047699348148328824,0.09112222836672178,0.03959654581553076,-0.05196505782626497,0.042830290228170885,-0.06419003634669607,0.1942733784097801,0.013582569952522295,0.047511114602948296,0.05905088643998032,0.044609993726567786,0.16615964388081722,0.03089005999426591,0.04606865996321773,0.01092227329840005,0.08885965312738146,0.042325697237421904,0.15478269301651962,0.12107747427348002,0.2093894338805811,0.12726191358006034,0.01836684061944108,0.028473881053826672,0.00823015705265745,0.046812412540162766,0.052899962916631356,0.09818243223216737,-0.28562778394586347,0.052845041246979745,0.0008952716673538622,0.06532232700969585,0.0036097732668114537,0.10759695003532743,0.08802246691165534,0.0029855889165618372,0.2030281219971295,0.010870763650261494,0.13903465418085148,0.0880863440933581,0.004169959827198764,0.09903003024734759,0.01319391232092668,0.10684454777262631,0.07383296648716617,0.0014973917155362694,0.22741951803668062,0.004300374334536722,0.08739786566177936,0.0002547912744848055,-0.0007748942957349205,0.007348098947743389,0.15478269301651962,0.12107747427348002,0.2093894338805811,0.12726191358006034,0.0990870638949539,0.11319141688699492,0.10127446316259435,0.07596302895364836,0.028246578760120634,0.021007822756872848,0.02025583419741275,2
-0.046807487718697915,-0.045871706077760095,-0.04903479478397487,0.04302166324012767,0.04816564149805066,-0.017138539633392007,-0.00788339095077742,-0.024242382297258114,0.04499531693779972,0.08024930665241325,-0.060941847177985134,-0.053403149268950345,-0.06391251477714012,0.020075787513207013,0.03297618776482017,0.04629333305648826,0.047131369011204995,0.04598434458055412,0.040147368942925005,0.04916912842549881,0.04337824661213745,-0.0013994051722980125,0.03538613921478501,0.043402642661187915,0.036639961370054666,0.038845453882393806,0.020354032257852803,0.031796295807682846,0.040535403009310404,0.05512375269175043,0.020985380698655846,0.048023137964983365,-0.011350592295650096,-0.039748313355468884,0.021696777986766027,0.04328106569306136,0.0007748053442965476,0.07923998607032395,0.003043059992042877,0.09631719453092094,0.07005246587534202,0.0028313569556310185,0.13667467817186033,0.009330078666193726,0.10723198221293749,0.064908333978353,0.004169959827198764,0.09903003024734759,0.013452817189239736,0.1054050574458999,0.057424827109809784,0.0013938742859681494,0.08784139240182862,0.00459993648999002,0.0912452457252545,0.00016375709166826583,-0.00038352306137727276,0.027046959286274947,0.036639961370054666,0.038845453882393806,0.020354032257852803,0.031796295807682846,0.08926884380675316,0.08494274516168088,0.10105798268672188,0.059050842572623295,0.012683860149253956,0.02220018436786698,0.07173708874857074,2
-0.04754568538772997,-0.04720389493816427,-0.04903479478397487,0.03298952337534846,0.03304293803609811,-0.022599513320423596,-0.016673663921154942,-0.024242382297258114,0.012011927122685605,0.010313554366701021,-0.05887286746804685,-0.053403149268950345,-0.06138081144074366,0.010312239988005975,0.01083069404928868,0.046605753725971935,0.047131369011204995,0.04647188292483452,0.032468432346923363,0.03773205717827265,0.04395725993898317,0.0007301984366025928,0.043905778086325425,0.04373336019686231,0.03093573666616895,0.021914956868321386,0.015404313501788228,0.028518579809615814,0.02315722870453053,0.007085699448078303,0.006111755687056217,0.049345513092752306,0.02672931911177122,-0.02360499146344799,0.019399179394836853,0.03561257216417266,0.0006368853747373915,0.020120807468996017,0.0024906953166104226,0.07442460486245485,0.06186194433244144,0.002045054886759444,0.13667467817186033,0.007427415472998327,0.0904946266991778,0.04592570730166562,0.0026685673903116243,0.07533486225915169,0.008718868441478391,0.06865368996626536,0.04573379042405614,0.0009562479078606031,0.08784139240182862,0.0031202240027700667,0.05849157915268131,0.00010030851725958535,-0.0011980126071375356,0.017382369425200665,0.03093573666616895,0.021914956868321386,0.015404313501788228,0.028518579809615814,0.06749192191587244,0.07356051600159627,0.06538909185700273,0.04719976145900269,0.06005937671320347,0.045921023135617384,0.033953109099759717,2
-0.04655988831699819,-0.04720389493816427,-0.045207865234284654,0.012686613756603163,0.020853705475293312,-0.022300842943216555,-0.021536635795901263,-0.022780452940603543,0.00668518354088693,0.007737441835175888,-0.05931102159048262,-0.0565711214300743,-0.06061166094933708,0.0046490152047075125,0.00648822899036032,0.04602074155872807,0.04522428944637822,0.04647188292483452,0.014692487112236084,0.022897774072813327,0.04284879892154465,-0.0015044785404872635,0.014795399486724817,0.04262738199827928,0.012746881745933577,0.00929041716076119,0.00769543208707515,0.01472275343857348,0.013854475685232844,0.005559938576029315,0.003761313826939949,0.04884980510092602,0.009605185156021975,-0.001242402330017242,0.000746992299109885,0.02993546975356465,0.000575261324571819,0.020120807468996017,0.0022839244142001482,0.07087374254517817,0.05796613567688538,0.0019304878829085022,0.17118778934413675,0.00736915990661157,0.08565855471942274,0.05117926568964709,0.0032244076075550864,0.07533486225915169,0.009664404817833355,0.07107413518195528,0.045477058497289016,0.0009562479078606031,0.08549166914303111,0.0030405610998912994,0.05966229165720823,9.881687467232962e-05,-0.001312198465245261,0.016955062081830403,0.012746881745933577,0.00929041716076119,0.00769543208707515,0.01472275343857348,0.06549665222160987,0.06975357256476189,0.06840810944222094,0.0458948383882749,0.044707766165075234,0.018546363144468087,0.05652449276004945,2
-0.04635742644958713,-0.046804714253470936,-0.04509199037426932,0.011348965254297816,0.014967952113348375,-0.022085238662588078,-0.021144351702874712,-0.023057441613953296,0.006255499499064428,0.007583669450904901,-0.059506808848224055,-0.0565711214300743,-0.06057187027681154,0.00483710370787854,0.006299859423846582,0.0459166173636781,0.044907310236977555,0.04647060120523658,0.013636487194317108,0.020102048352844234,0.04265470083107382,-0.0023682787951554724,0.015919443160722902,0.04278976479286902,0.013905374291324091,0.010663303131196835,0.007617637570124984,0.012438340699986847,0.010484139538979444,0.0053651319682932064,0.003590473987350461,0.048735764221178195,-0.015693493301939105,0.011514773127851227,-0.011830322095187014,0.02493074778390242,0.0005386532301257107,0.058923259753309094,0.0018009188608662428,0.05275488523037241,0.047570472552437945,0.0019304878829085022,0.16768807206678402,0.006208036864933836,0.07193586374607584,0.04418981024373887,0.0032244076075550864,0.08235236412080625,0.00915095342475756,0.06171613327409925,0.038336396396561986,0.0009500649339198845,0.08549166914303111,0.0028197443819140866,0.05413498762229659,7.155492831047062e-05,0.0010867654012557835,0.03693171503281069,0.013905374291324091,0.010663303131196835,0.007617637570124984,0.012438340699986847,0.05015263652880879,0.05868765790711369,0.06330067447132953,0.03856609947381798,0.06371464028896426,0.003177775661173852,0.057933827720850394,2
