gyr_0,gyr_1,gyr_2,gyr_3,gyr_4,gyr_5,gyr_6,gyr_7,gyr_8,gyr_9,gyr_10,gyr_11,gyr_12,gyr_13,gyr_14,gyr_15,gyr_16,gyr_17,gyr_18,gyr_19,gyr_20,gyr_21,gyr_22,gyr_23,gyr_24,gyr_25,gyr_26,gyr_27,gyr_28,gyr_29,gyr_30,gyr_31,gyr_32,gyr_33,gyr_34,gyr_35,gyr_36,gyr_37,gyr_38,gyr_39,gyr_40,gyr_41,gyr_42,gyr_43,gyr_44,gyr_45,gyr_46,gyr_47,gyr_48,gyr_49,gyr_50,gyr_51,gyr_52,gyr_53,gyr_54,gyr_55,gyr_56,gyr_57,gyr_58,gyr_59,gyr_60,gyr_61,gyr_62,gyr_63,gyr_64,gyr_65,gyr_66,gyr_67,gyr_68,gyr_69,gyr_70,gyr_71,gyr_72,gyr_73,gyr_74,gyr_75,gyr_76,gyr_77,gyr_78,gyr_79,gyr_80,gyr_81,gyr_82,gyr_83,gyr_84,gyr_85,gyr_86,gyr_87,gyr_88,gyr_89
-0.08985323854612574,0.030044702194154005,-0.04439900521786106,0.04895792573092844,0.04712745850352965,-0.047681264494022074,0.012016367494381437,-0.036730101565847606,0.033203233793424276,0.025632720411657588,-0.14577830852465287,0.007892915899496158,-0.038940535701653275,0.03577068503734386,0.04728784313189598,0.049515466531947896,0.03326250842845263,0.034233988242739884,0.040746017651433486,0.05495591658565063,0.018905419606899124,0.005006090347583175,0.025196704842084763,0.025816614336715848,0.03852553808112016,0.024821706575097576,0.02477667134123879,0.03315369178325529,0.05151795229470352,0.02918990073271699,0.05099044114912434,0.0479479714721054,0.188866494288624,0.1892421453792769,0.1702539380249204,0.19369848428830047,0.18690122299024176,0.16832156230888815,0.18622369577343292,0.21556321424124636,0.17118158060485722,0.15619116963931473,0.19255293549930455,0.16213613081013653,0.0974659906747477,0.20178122325235215,0.21419345419178332,0.18553824672505398,0.1827337648295927,0.18921548768089996,0.19151166585668575,0.20287229788597405,0.21553706980355045,0.020703988687073512,0.035217160252361636,0.03852553808112016,0.024821706575097576,0.02477667134123879,0.03315369178325529,0.18608912140722375,0.158496964595527,0.21336654896266957,0.18475992866695123,0.07302935906963567,0.07313899490797497,0.11787232533736101,0.01615380263295224,0.02655782318650245,-0.02201561894011942,0.030849503264676607,0.03688023498861686,-0.008955595206041505,0.01637286073363276,-0.010290842245711274,0.01977138845618251,0.023533626286212795,0.01864129342591869,0.01526341686370621,-0.020691266182615364,0.021116680778064393,0.027409518277819414,0.0054550890377126765,0.003352858517093525,0.006718445274794725,0.0040861369911357704,0.005905769452024644,6.832741991450653e-05,0.020878006866754846,0.03305590495520747,3
0.03511423068446007,0.03929613986235032,-0.059782880051902194,0.08452179694220906,0.18376585033322715,-0.11623224675338245,0.019587809692387367,-0.061555528516479774,0.06560084988516528,0.07977631650020839,-0.07128611450930263,0.04225509849788504,-0.0885803048192614,0.09106958857375666,0.13009059639197104,0.10613902749732193,0.050708080490779496,0.1411938303595849,0.06026764847258604,0.15079712367808484,0.06397442168248951,0.0021022424798287603,0.014970345446128557,0.04329620063935762,0.05127818291210199,0.04130482406779214,0.068887317084854,0.04985848367983342,0.18195381658810497,0.07642059909523391,0.1210341039466976,0.10563294485971032,0.21047303218311347,0.21059986388274193,0.1649939446083003,0.203262499747911,0.19112193514412035,0.17731480746832792,0.18622369577343292,0.16258608290436732,0.17838522177301305,0.17319406533431694,0.21984833273150922,0.1877499362859802,0.0974659906747477,0.22227379227676505,0.22039551369187832,0.20484359588863457,0.20142292339634563,0.18921548768089996,0.20211031179699895,0.2030725547849854,0.26064003228942234,0.020512902891916894,0.027277971736731303,0.05127818291210199,0.04130482406779214,0.068887317084854,0.04985848367983342,0.1886122494337238,0.17824461571076125,0.22173731685753217,0.20445839003760094,0.0731939927128003,0.05837873710476861,0.10769873705639155,0.02370302297216796,0.03903459439703033,-0.055845775619620876,0.05151926223725154,0.07910814823801389,0.060234589202328985,0.038747824749163086,-0.02921819245227205,0.039799751548522895,0.049403468081984904,0.09291157284870884,0.04905908707788038,-0.0347961780339739,0.04599419680163408,0.06555252441847066,0.017218769082771486,0.014659565455561786,0.0461871792269869,0.01524011247703818,0.022381424349257148,0.0009252342728717429,0.036894375002824824,0.04409542310846445,3
0.14256812296796795,0.03929613986235032,-0.059782880051902194,0.0680801523447835,0.09690831356518137,-0.0034446631535228894,0.0265503044909743,-0.061555528516479774,0.07012491078300304,0.08485300714991358,0.13883023964334829,0.05047882494560153,-0.0885803048192614,0.09828190561736388,0.16603178274749308,0.10607495166189172,0.050708080490779496,0.2946457714605448,0.05444303275496181,0.11137070122870084,0.06009488818676929,0.00795339084651081,0.023352775644170678,0.04846228491469177,0.05127818291210199,0.045019311069956026,0.07312644787289131,0.04867971176743943,0.09268764408781904,0.08807261303344473,0.1689568710142916,0.10549118639241889,0.2167905720934706,0.2517537414724171,0.1649939446083003,0.21460712218044342,0.2033944104051129,0.18932826575705633,0.18129194121786962,0.16258608290436732,0.19504206507716512,0.20112526561075617,0.23673221862755345,0.2675057171054752,0.2486323111346901,0.23770688600596535,0.2278192498573349,0.21632280080094937,0.22779240207862136,0.24336359653883968,0.21186116704403918,0.20247881597201275,0.29030857299218443,0.039834504252897064,0.034178457762971126,0.05127818291210199,0.045019311069956026,0.07312644787289131,0.04867971176743943,0.21002124031988056,0.19836362271424596,0.23006159875713664,0.21571942741238181,0.03024385872571527,0.04328578022208883,0.035424022231437265,0.004800438483764633,0.03903459439703033,-0.055845775619620876,0.04776440590303616,0.07180590912846517,0.020924607542276995,0.038747824749163086,-0.0315219426060223,0.05040716720475684,0.0775572298179897,-0.010223892824634423,0.04905908707788038,-0.0347961780339739,0.05023787857567681,0.07144138894617322,0.017678941121544497,0.014659565455561786,0.12474832508640164,0.015526101101193224,0.02154600329047382,0.0009613227265552501,0.03422695503210407,0.04215418282994715,3
0.06077388080001013,0.05534877473338988,-0.034547248070161914,0.04771822695547559,0.06841454633905697,0.027573873317817407,0.0265503044909743,-0.049204370931496315,0.04590315392746634,0.07579078816480815,0.18086416167810437,0.05047882494560153,-0.021884962457967068,0.05725131186716145,0.08387574457972269,0.0694849681395583,0.045395558447901795,0.12400638828823754,0.036171333916362104,0.06972222502430732,0.025995665751315022,0.01434186133788822,0.024309386722781046,0.022865111886604374,0.04642390842726808,0.03882828728988386,0.037658740959017105,0.044653368980805554,0.06312471880128931,0.07289789737889417,0.08227481387417336,0.06707797946495535,0.1975342529374631,0.2517537414724171,0.14557039617882145,0.2116104958392728,0.19910982199750518,0.1936664131064127,0.18357984767866434,0.18174472850576137,0.1948542742303837,0.18999703305464496,0.23063736798409162,0.2675057171054752,0.2787341702927173,0.23200690256009357,0.2250558873244352,0.20723223313259054,0.22779240207862136,0.20087683160126193,0.21186384015783674,0.2056817236287211,0.2684176459283047,0.06527227989817211,0.05011468178498469,0.04642390842726808,0.03882828728988386,0.037658740959017105,0.044653368980805554,0.2052955652843886,0.19002419804317341,0.22499347283509374,0.20739274112973183,0.06808571402056235,0.03836497725827255,0.027864887830544326,-0.059694390410725155,0.055563504455607225,-0.05042666130146632,0.0648607724265934,0.08238383992178853,-0.029362640883074567,0.03464701748874383,-0.044517426682773364,0.054096855942423354,0.08516413373980058,0.006272949628053263,0.03359023154775852,-0.038776801970202855,0.048369635337187744,0.06305975985597133,0.02659547897900349,0.0155824324452369,0.12474832508640164,0.021610645970971832,0.027073738790759735,0.0018843140492809422,0.01985558644681302,0.03325886776039336,3
0.017541476857312933,0.05534877473338988,-0.06106281145004233,0.07249311299681387,0.12792068402778017,0.05729726178322871,0.04510356477972837,-0.03237466900555995,0.04944249463956998,0.07703929524756664,0.05388091459905358,0.04439913439159279,-0.02324433801440192,0.04725257138119879,0.07603026329294979,0.0766073823295048,0.045395558447901795,0.0881618212785374,0.04695526040028714,0.09879151513752799,0.035117966887215066,0.004418356515657802,0.019448811025702218,0.009186188140583683,0.06020126175752789,0.040290544745920226,0.035247706543724715,0.044928716223074455,0.121398981408315,0.07944256559974638,0.07464041851009463,0.07571938495030371,0.18438210398985108,0.19393602444660488,0.14557039617882145,0.19273130406984004,0.2009272806802842,0.19276595268549507,0.18357984767866434,0.2864066577349744,0.1848830566126818,0.1864386481183228,0.2063768221253887,0.20609447005110829,0.3734950585461283,0.2027507391441558,0.19862254393752202,0.19312659026770668,0.19369189498439346,0.20087683160126193,0.19027501689945023,0.1866462584752967,0.2316191994752145,0.04923185102154223,0.03252949426809499,0.06020126175752789,0.040290544745920226,0.035247706543724715,0.044928716223074455,0.19902899371677663,0.1833458064724952,0.19843524311854646,0.1944263384516572,0.0476268021450002,0.04424553500915852,0.08783362975948432,0.001130483378783376,0.055563504455607225,-0.08777328916548169,0.09857651231567806,0.11858231396103346,-0.005612473408126668,0.03466210321327686,-0.06009600294883859,0.06563028090094125,0.09242844821491064,0.014794855044314837,0.03902280669872,-0.038776801970202855,0.05286752507809849,0.07535659031371597,0.0538220925441568,0.031800790467584744,0.14642419422277209,0.038237426002831025,0.050308317392255684,0.006045917335839892,0.015984927390239247,0.027446965686441255,3
-0.015340150587844941,0.06967325392314434,-0.06106281145004233,0.09293810780289397,0.1842195516441284,-0.017892035488610573,0.05200802731433689,-0.030215754547384018,0.060254373025263805,0.11792842658796922,-0.16744640845997158,0.04130462945905828,-0.030026627632004404,0.056125385327224796,0.11793672013124502,0.10413692549742895,0.05168206012241449,0.0881618212785374,0.05148229172237883,0.10345191684971657,0.05673727087676037,0.002254039926979865,0.014317467002430114,0.048748040606751655,0.06757027138180369,0.04289191464034131,0.03725929710466528,0.051244353354376986,0.1806940656685974,0.1122446588786812,0.11097273168026761,0.10434634364906907,0.1757057126981527,0.14860170286721117,0.1629275911734288,0.17409468968344136,0.1833265270163781,0.19084012275309012,0.20435925257750756,0.22710155529387022,0.19299980670106573,0.19492033734212671,0.18433194897812197,0.20609447005110829,0.24487007159224097,0.18373288489033585,0.18874510452679874,0.18175975772184527,0.16628040148261314,0.11049249914745986,0.18407004263534105,0.19370521208458114,0.2061365222817011,-0.01692959771250717,0.010174215416097122,0.06757027138180369,0.04289191464034131,0.03725929710466528,0.051244353354376986,0.18154658925672615,0.19354624906079024,0.18661489605279147,0.18363407797797854,0.04969574008069128,0.0264519370004255,0.026260209585232997,0.04366464417557515,0.06053408907858254,-0.08777328916548169,0.09218330416866134,0.09503826255197212,-0.030621292570642163,0.04582631644351962,-0.06009600294883859,0.06632098995076388,0.07394565354747262,-0.09454694609782302,0.03902280669872,-0.02848883352089139,0.04809627706672638,0.05664312135770438,0.047952345068984936,0.031800790467584744,0.15810524751356503,0.03738395297329664,0.026379957065186702,0.0056781081322851866,0.01816634387909559,0.02942856799915266,3
-0.031178354520716718,0.06967325392314434,-0.04669588245439195,0.08487415950622734,0.15822872431162893,-0.0020786820701990728,0.08228255102371239,-0.06559234646001846,0.09657694192469106,0.12323156431744843,-0.07154945789935803,0.07758535673918142,-0.030026627632004404,0.08167154607017675,0.13280105931970676,0.10938614721521571,0.05168206012241449,0.08301036489221685,0.06673239340919375,0.12825610454938835,0.07135926339475111,-0.0014844819543673438,0.01577267493771383,0.03846956198752407,0.06010528735683583,0.0767758897621813,0.055961128811173586,0.051283925301480106,0.14671277446436243,0.11134428203716391,0.13489015060264284,0.11087037430055834,0.15731176322833346,0.14422750297215917,0.13803426635470284,0.15249223387020538,0.1548816422139232,0.17824646438144653,0.20435925257750756,0.13926951527251694,0.18288061889299903,0.1775756183829078,0.17509733033771893,0.156946386853878,0.19747618593632027,0.17458525125453436,0.18129905031518825,0.16792092359638677,0.16628040148261314,0.11049249914745986,0.1636599768314723,0.17525081556211203,0.17478886021057385,0.005986223458153444,0.025445643304984066,0.06010528735683583,0.0767758897621813,0.055961128811173586,0.051283925301480106,0.1520992557732739,0.17748331012840654,0.18454286747711027,0.16967204255488733,0.038287723948080825,0.01814293170040035,0.03687195089730285,-0.005371012458295948,0.08341067656939692,-0.08777314389741617,0.08074354956140989,0.08252230070475522,-0.14918368016848368,0.10082596978425869,-0.058867398684446556,0.0784576766358692,0.05744493799284156,0.047549329584057234,0.04630556118411906,-0.039403607750993365,0.054568233818216336,0.05384726495106392,0.04300333634655518,0.04719181650922813,0.10850152617946768,0.04948159530579293,0.020040759925488046,0.00947922343305967,0.04038762339617032,0.04719746126168683,3
0.004881240582018038,0.03480449858978768,-0.04669588245439195,0.04751307880116444,0.04307204095543913,0.06946324934972929,0.08228255102371239,-0.06559234646001846,0.0904888782975865,0.05941226244650744,0.10952093465261134,0.07758535673918142,-0.025530019669302673,0.06708063635103009,0.04559172886586949,0.0641560802741867,0.04663784992253267,0.03866044484367393,0.06755417380364982,0.039831619137604274,0.04191399099359741,0.00762623633124359,0.03174803462778277,0.0712226845176564,0.0421675885243502,0.0767758897621813,0.05356989176700703,0.04655701999628609,0.04068781693924587,0.05584010782318762,0.05595585387768858,0.06618725369949506,0.14896602054031857,0.13227753583357216,0.13803426635470284,0.14520068665181296,0.15191262039425155,0.16430643357106217,0.18032932465782966,0.13926951527251694,0.15807533855859918,0.1493233967198762,0.1676258101532942,0.17759786144218906,0.1281004095126035,0.17292687131720208,0.17929660278930584,0.15838372902136014,0.15755051929725739,0.180953434818887,0.15138916521693818,0.1485394134168664,0.15500665298264743,0.020344378096126433,0.031949464714397746,0.0421675885243502,0.0767758897621813,0.05356989176700703,0.04655701999628609,0.14919122580196859,0.15788906205792888,0.17937536830660095,0.1598947249060389,0.025486423161454913,0.018475234170260063,0.0555246256933511,0.0009603733421024336,0.08341067656939692,-0.08777314389741617,0.06461856489859948,0.043836421675456864,-0.06577202922039277,0.10082596978425869,-0.058867398684446556,0.06985249201754425,0.04826386757102258,0.04893880595191479,0.04630556118411906,-0.039676770400409234,0.0447509362653091,0.03772750914317373,0.029201757736548466,0.04719181650922813,0.0011325409152671128,0.04630044511706746,0.009296910184302076,0.00813482557356491,0.05303960160177198,0.05575216122360452,3
0.023168834484745087,0.0281374554990656,-0.00552170429079364,0.019330997889513587,0.01653137724269194,-0.03138183977033017,0.011665730108510623,-0.0468999253277093,0.0305855817659319,0.030663403218073898,0.0009563452724525812,0.05004924161371524,-0.009208051465952374,0.02751122403706402,0.020004821395172595,0.02015611296135121,0.035680229776376055,0.022080258439969868,0.027545745461054687,0.01632394397073845,0.00590331442890586,0.13666380889977567,0.09475027928917379,0.0005031098192238174,0.01734393417029083,0.029732270864217522,0.030695886475751697,0.03567597963346486,0.01659175391362543,0.02939751224368929,0.020658765908102984,0.021302051928808893,0.1389908997255126,0.11960709453884681,0.10444311578666901,0.13959351688854849,0.14897194550747764,0.15632988631112818,0.15529542048425277,0.2158513765681937,0.15130779438900127,0.1486252915745303,0.1542126393363282,0.17759786144218906,0.04877330609205516,0.15975465999624386,0.15735939503072083,0.14801965193480082,0.15755051929725739,0.11529547052750247,0.14642087711736135,0.14299936757382906,0.1361522368611934,0.05459382318366656,0.033762546499985786,0.01734393417029083,0.029732270864217522,0.030695886475751697,0.03567597963346486,0.1456160254432102,0.14738224200038758,0.15555256549079752,0.1494178723816977,0.07840418492691918,0.021009345916089505,0.0447377850673731,-0.014606662402784014,0.006590435885520188,-0.02058052089019938,0.011513603655555477,0.017044603109731424,0.0458756877927173,0.04212137776685227,-0.012696456691203636,0.02328914585723879,0.027826510244953293,-0.05175328543426328,0.008832902055483673,-0.039676770400409234,0.018250045697539023,0.02319137724612575,0.0019359235269951727,0.006780110103722337,0.0011325409152671128,0.004312438719968782,0.002315575906901586,6.978602744635973e-05,0.17324372924536297,0.10396272381970027,3
0.02187144972835722,0.10644824347362326,-0.09759047053145808,0.06881824167811626,0.018063540888263015,0.0008147972221934345,0.06596958017151654,-0.06766594592143219,0.05350074763887137,0.03077264028833016,0.023475147544410827,0.06920402600952223,-0.0584561363033361,0.054471666444242686,0.02160429199940773,0.047644589665495764,0.08074844490899702,0.022080258439969868,0.0681999041317538,0.02032908424986298,0.035342573119152024,0.05788302375519831,0.057832735870868124,0.0284539816183428,0.10546819118952265,0.0691123218650818,0.06675919609516194,0.0809530681749509,0.01667638975646211,0.029117972411842642,0.01999672422006906,0.045994652336777346,0.12347009395528288,0.11960709453884681,0.10444311578666901,0.12808275193580376,0.13246611257320232,0.15114867435405396,0.15529542048425277,0.13267470292543684,0.15224934978846902,0.154908347981683,0.1377188720195196,0.12341331420961434,0.04877330609205516,0.13219809081717596,0.1304374183495999,0.13538478454671565,0.12362144446279358,0.11529547052750247,0.13209971695870446,0.13277923533347008,0.11363857367946799,0.01830533361326061,0.027559264463222544,0.10546819118952265,0.0691123218650818,0.06675919609516194,0.0809530681749509,0.13555352422105363,0.15370773120206052,0.13117933407410126,0.13659734444691352,0.072186229995949,0.03851528703492743,0.02026454280574285,-0.07644678804269689,0.1958825537789017,-0.10922468758225631,0.11476212693721691,0.019908099750542058,-0.05814776008019225,0.06032139358001589,-0.08089443536255894,0.07452000635287365,0.032116012326350515,-0.005324562444003945,0.0869337811320696,-0.04435363744747887,0.058829951911611646,0.03256010344693696,0.07207209126034957,0.18073736475325203,0.002821725707917286,0.1291041886567284,0.003670899452806398,0.06294106856497744,0.10985522903200756,0.07771004375408387,3
