gyr_0,gyr_1,gyr_2,gyr_3,gyr_4,gyr_5,gyr_6,gyr_7,gyr_8,gyr_9,gyr_10,gyr_11,gyr_12,gyr_13,gyr_14,gyr_15,gyr_16,gyr_17,gyr_18,gyr_19,gyr_20,gyr_21,gyr_22,gyr_23,gyr_24,gyr_25,gyr_26,gyr_27,gyr_28,gyr_29,gyr_30,gyr_31,gyr_32,gyr_33,gyr_34,gyr_35,gyr_36,gyr_37,gyr_38,gyr_39,gyr_40,gyr_41,gyr_42,gyr_43,gyr_44,gyr_45,gyr_46,gyr_47,gyr_48,gyr_49,gyr_50,gyr_51,gyr_52,gyr_53,gyr_54,gyr_55,gyr_56,gyr_57,gyr_58,gyr_59,gyr_60,gyr_61,gyr_62,gyr_63,gyr_64,gyr_65,gyr_66,gyr_67,gyr_68,gyr_69
0.1555345969778761,0.11529274767433897,-0.042689628238045625,0.06861928651221763,0.03312373075537224,-0.07435284514829071,0.0699706284439185,-0.08216909982033148,0.05419542729234858,0.020500642234845257,-0.12990487289302174,0.08601309975758131,-0.07530415239525431,0.06244163395837145,0.015458095311513317,0.048380293000041125,0.09426406776110612,0.003928509062874526,0.10717377397051493,0.037182560777083394,0.05210212892802761,-0.006961211724097389,0.08817085714661989,0.06071008434887126,0.08118981621945394,0.07674061233412754,0.08076149233959705,0.09740438680592395,0.033342486121419726,0.026454616851685545,0.01680351082047227,0.04841987670933042,-0.023584536813752322,0.0567113702865536,0.04600451629162342,0.3631284347545712,0.5060163087342949,0.3637474542805511,0.4483294992313369,0.35067995839857624,0.5521763463311242,0.5736832523777365,0.3256319281290173,0.5672477893498793,0.511713828750796,0.549186893320344,0.5723339143059647,0.46943269191518977,0.5662129579459997,0.5118710718588765,0.48834456466021786,0.5665781476265677,0.46194618969698453,0.5576363161427285,0.4154043856510083,0.574561860556645,0.5518985840852427,0.3770056307184843,0.08118981621945394,0.07674061233412754,0.08076149233959705,0.09740438680592395,0.3446864004725522,0.5183577675861056,0.5037936630189723,0.4977847079217161,0.44496066401820455,0.682984645249034,0.6519809369495969,1
-0.16961366956115284,0.040653753924223816,-0.09476296701682252,0.061435495754467266,0.03205653278728816,0.09787479888168728,0.07346299226452434,-0.03879967168165189,0.037235686278855505,0.01191271423239502,0.0902919583607524,0.07218199799607203,-0.06831743226413813,0.043287523711635356,0.011639646738270564,0.0333045125274029,0.06937864359063221,0.003928509062874526,0.08741654903964999,0.01834475266920488,0.029565072462074796,0.03269757290173239,0.1407757802605847,0.007991390575362647,0.06856444919223115,0.0563369327281982,0.07044902267389146,0.07164671178871773,0.034007379728397576,0.012590015191951406,0.011045414686636739,0.0335046686813856,-0.061716590388702634,0.07546407083631891,0.10712428306335244,0.3791086160461445,0.5060163087342949,0.19342855230822176,0.4577200135643904,0.34638115373991707,0.4976041168636093,0.5736832523777365,0.3256319281290173,0.5734388443770089,0.4317283380000028,0.5082334357407013,0.5723339143059647,0.48664636151825574,0.5736495808228148,0.4590562519106092,0.467108303676686,0.5665781476265677,0.34575466871939314,0.563670352791941,0.4064658740260078,0.5656612056468192,0.5372176633426438,0.371004759919553,0.06856444919223115,0.0563369327281982,0.07044902267389146,0.07164671178871773,0.3747593531993529,0.456964859731084,0.49541088108920167,0.47249916251800184,0.14261936869890243,0.6579276453075498,0.685851411596077,1
-0.19089494566680765,0.04422106733238266,-0.09476296701682252,0.08203662905767635,0.0882193148825833,0.06476582268091384,0.08212155944817293,-0.06356694746457345,0.06663841900775863,0.061697584096394927,0.0496350304801388,0.08986965391040179,-0.08237137674733494,0.08435349041305831,0.06811954835066786,0.07392244872838048,0.07361108698693128,0.04052721670089644,0.1022681314540998,0.13724967651466927,0.08536969750380864,-0.05178155093947936,-0.005380747292841277,0.09574586585023874,0.07041479510481108,0.07328620463208368,0.08630940127639551,0.07450244701261415,0.08856187001109991,0.05771828123648852,0.0652214794146149,0.07504074717831223,0.07985609275677526,-0.09912670146745486,-0.11438150091146361,0.3165174541999006,0.18031784826916747,0.19342855230822176,0.23465479894534416,0.30462905669336465,0.193445160461292,0.06204094675376329,0.7210212849949833,0.07604454360659772,0.26019935715285336,0.1857074341398344,0.07297430087605414,0.3001320772293909,0.08971265144995678,0.23498741949931976,0.24361302841382335,0.08135522337183358,0.33782302353025623,0.0999853719186689,0.25677150881364946,0.06188268474322903,0.07684086739034009,0.12433562715678302,0.07041479510481108,0.07328620463208368,0.08630940127639551,0.07450244701261415,0.3044339924280017,0.24467450142213543,0.21306489802534595,0.24073883374930397,-0.08354977731642846,-0.016818374421061016,-0.08191374007393212,1
0.1388841329469356,0.10148533009558168,-0.0505007879052113,0.08945516790596872,0.1057338362491236,-0.10051618776877884,0.08318903733521663,-0.07760532798900738,0.08205352419069524,0.06972680379191386,-0.1070710256004555,0.09252557514000281,-0.08237137674733494,0.09825910180071688,0.09846124741005866,0.0903710370221917,0.09658378241405076,0.04438718686994267,0.1006335137320999,0.11481199191628975,0.11538412124607632,-0.027710916749272216,-0.0023288256311126054,0.11926377667895044,0.0779414844760914,0.08098365680546687,0.08758925084301178,0.09811950695467272,0.10491931270791165,0.0691913262150039,0.09916118257851093,0.0914224328672864,0.046182328258547026,-0.13658080604872438,-0.14202434113312193,0.2912212260819927,0.17909076924528589,0.22054343801820978,0.234348623802602,0.29647904519931706,0.13321217262049725,0.034809494817447294,0.060246662813937195,0.05968800095753877,0.1704766001009796,0.11623966054082341,0.037611265221928605,0.17373658371650705,0.047827700484799195,0.15998977056445224,0.1997014304451032,0.06610659201643385,0.2276144806317808,0.08905261705261189,0.258334883696676,0.04304360579621981,0.07080499744556934,0.11685458664101314,0.0779414844760914,0.08098365680546687,0.08758925084301178,0.09811950695467272,0.2936655468872809,0.17123413514636038,0.1444385492593021,0.18803207766066501,-0.023676277314903325,-0.05670044194388179,0.02989951563169015,1
0.06638675065672885,0.10148533009558168,-0.0505007879052113,0.07400863871580518,0.0422795160221283,-0.1445950541361838,0.08318903733521663,-0.07760532798900738,0.06322261025181272,0.023663039659849037,-0.14168573512841431,0.09252557514000281,-0.07747680607031658,0.06750902331021402,0.020233399135434166,0.054716273736983234,0.09658378241405076,0.013887207572740399,0.1144509657601915,0.08081354370107074,0.06311100400368587,-0.0025237115777906496,0.09178155121367268,0.0637358899645878,0.0779414844760914,0.08098365680546687,0.08503400734823247,0.0993904327679346,0.04269951750976498,0.03531486557000473,0.022495983330434486,0.05520222001996308,-0.08080356064783398,0.08138455891373343,0.11198844404722257,0.21849407083280958,0.17909076924528589,0.22054343801820978,0.20797160380595506,0.24176050934740936,0.07406308759673669,0.020384071854614345,0.060246662813937195,0.028371530838509268,0.10207948489803209,0.07664838929086261,0.0255257034015754,0.14006083011119957,0.03190577335763221,0.10552977040732467,0.14272147757254658,0.06610659201643385,0.17978834807740074,0.07786150207939758,0.1840651067500677,0.024406265928026135,0.15248571878643047,0.17311323594940617,0.0779414844760914,0.08098365680546687,0.08503400734823247,0.0993904327679346,0.23517855927734924,0.09722665602385194,0.09289728411477911,0.12967540603840946,-0.08033345174266487,-0.05579938134189038,0.015889178912428394,1
-0.2330185172538717,0.05671126433532652,-0.11278549515658036,0.0786582631553123,0.04861570572491922,0.15817793873928102,0.08391420422310422,-0.04852771225004989,0.05207479865455335,0.034824645749691484,0.09099500876858439,0.07912324811940648,-0.08172096260267193,0.053474869097006994,0.02059638191646301,0.04929816312693481,0.08738642976582539,0.013887207572740399,0.09829240251764748,0.07339982980827447,0.049076111761655994,0.025777105373287756,0.11291766519183903,0.02388831490282886,0.08592293011717175,0.0665000112525359,0.08079131254513462,0.08987070672634635,0.04783566677743034,0.03545620028608541,0.01968047808154901,0.04973797240381293,-0.0827993857959212,0.059952899934489844,0.03660274116279575,0.13337292717047028,0.0892242437882889,0.2816111515261077,0.10917532971397126,0.1503148536783563,0.05101377661121832,0.013377624628737676,0.13262147476636574,0.018832475061460508,0.06599967101201958,0.051270067161787454,0.016521502219544137,0.08186366415509166,0.02174224734872796,0.06445667888793563,0.08874795004669263,0.03330216517073902,0.1257086360222011,0.04138302949198659,0.11970845854497833,0.00867699934358471,0.07889128991595473,0.12167270972937755,0.08592293011717175,0.0665000112525359,0.08079131254513462,0.08987070672634635,0.1499492302204018,0.06367715801040788,0.05865090094224845,0.08251200342073922,-0.0295813878039878,-0.030241772848958477,0.014438021560885951,1
-0.09517766723037813,0.05671126433532652,-0.11278549515658036,0.09715378396080092,0.10527791845701431,0.16725964791594772,0.08391420422310422,-0.059107583671666755,0.068479945365832,0.07095426978349753,0.02574533667953843,0.09064582706962188,-0.08231942540214193,0.08855449809977414,0.07354785709434757,0.08354906997111268,0.08738642976582539,0.05937256318127971,0.09361520672333186,0.1169376459096354,0.09886066944736867,-0.03850498260085887,0.020843012354824234,0.11156813994471335,0.08592293011717175,0.07190107662403794,0.08665630621253533,0.08797534437199907,0.10506446238091,0.06495719881781699,0.07477627285091917,0.08344003064190393,0.006537059071208395,0.042563891821917554,0.005202157491875546,0.09050158443063293,0.044930082412254664,0.27754766011731674,0.06736259086232148,0.09452246281945123,0.0398529015517023,0.008314793776816997,0.04110517226703738,0.013578262475414429,0.05180626331146512,0.03452276798884353,0.01149455083964713,0.035263408859468014,0.013921097211716516,0.050413744876323136,0.0610629423115095,0.017119788131938225,0.09010826594371885,0.024968164258049465,0.07409582391614666,0.0038823331390423293,0.04065383030719861,0.095372762873828,0.08592293011717175,0.07190107662403794,0.08665630621253533,0.08797534437199907,0.0906631563281989,0.04759975792169668,0.04441565428028162,0.05738668226734201,-0.012103541166849767,-0.0027768398063180294,0.029702757183779984,1
-0.04073995887798237,0.14958030020331697,-0.0868628263679641,0.0965452549481317,0.0901237857063979,-0.022584436095310394,0.08084333420329955,-0.0908344445670307,0.06968038463629571,0.06694642996831138,0.010196091475148635,0.09064582706962188,-0.08231942540214193,0.0765130989230779,0.04822509882247255,0.07628109698484271,0.10445133368816605,0.05937256318127971,0.09105037104362568,0.10176982651385938,0.08459246900674706,-0.01858560248143602,0.03273123985930883,0.08036436475449135,0.12110597093572696,0.0865707687565783,0.08665630621253533,0.10563838464892628,0.09586254811360202,0.06018782427222575,0.046623685949993304,0.0742202522744589,0.10462365254867137,-0.1628557160923541,-0.09583971243420199,0.06629447238216848,0.026574161122805227,0.07916743842377039,0.048769087290184636,0.07644393604398585,0.03131191350982424,0.007523711314516543,0.025972864628745564,0.011015178251664825,0.0384155906605598,0.024460970709368417,0.006052808671515837,0.016664932568630914,0.010557767462188974,0.0344847563196779,0.045000569509563264,0.010669960873330017,0.06868690676068624,0.018153154004267587,0.06066166438491603,0.0020976225568352575,0.011059277596150071,0.0674481946814671,0.12110597093572696,0.0865707687565783,0.08665630621253533,0.10563838464892628,0.07288857712954669,0.03532159351321533,0.03238408089187994,0.042330210159475634,-0.007850783814070134,0.0045825043144433935,0.027359875135557262,1
-0.06056709087178132,0.14958030020331697,-0.0868628263679641,0.09285191045578663,0.07080432674856298,0.002941129869977858,0.09266066232205661,-0.0908344445670307,0.07597445580768071,0.051616461575882205,-0.11159618419962598,0.10316911208765678,-0.10594859318406051,0.08305430703194455,0.04918446653046182,0.07816542903776269,0.10445133368816605,0.02323882960935039,0.10465079520069381,0.1180815450302054,0.09380563106447772,-0.027740490303630478,0.03757979978182449,0.09964449737365608,0.12110597093572696,0.09244694755506797,0.1050268597015427,0.10714406746525214,0.07209838527461836,0.05751945359825758,0.04823665581887555,0.07433454418014238,-0.0416546312913342,-0.05657393135700815,-0.008080166515961188,0.049684451102852266,0.025313814964183032,0.07916743842377039,0.037521113066000686,0.05519962254487337,0.02460520858042915,0.004783688570909593,0.025972864628745564,0.008195500617162284,0.033309984965108015,0.01835261633853141,0.004184387621419406,0.00985214238782435,0.00666067742041615,0.024184781948363127,0.03392889732072709,0.00922486473153237,0.024241919446486244,0.013518902326656203,0.04165097943889842,0.0011869249608844055,0.03413018276998759,0.0883645198967877,0.12110597093572696,0.09244694755506797,0.1050268597015427,0.10714406746525214,0.05360023932075438,0.030311515506179203,0.021872708374275605,0.032057813648175934,0.008404146322339177,-0.012428242134319388,0.0036818713421779598,1
0.013059648227270182,0.05171010036304224,-0.06815645924023886,0.0563648960174305,0.04222110309302903,-0.03355079643042887,0.09266066232205661,-0.08819247175868443,0.05843040765579324,0.019108133172650203,-0.28642441857511675,0.10316911208765678,-0.10594859318406051,0.07744679026299592,0.021572625477366162,0.05522620105308799,0.08704377014349904,0.02323882960935039,0.1172449354356658,0.04281299908853662,0.06518430281262302,-0.028929118232451746,0.07922186990976791,0.05942185952039853,0.060969083531474934,0.09109821019532524,0.1050268597015427,0.08912635711587857,0.04155954449109069,0.01849907001480608,0.023674234839914918,0.0526506449440678,-0.02388550943841599,0.15278125253634903,0.07510959135129441,0.03938850358595803,0.01812704181867611,0.042596172307805685,0.027703430730850274,0.043915730842399046,0.01980394028057347,0.004428966999279867,0.02948867787466493,0.0072463432994192,0.026394224828747575,0.01513117920093315,0.003120598917085149,0.00985214238782435,0.005574992669086268,0.020229683484876526,0.027034942799149985,0.00684636165161741,0.024241919446486244,0.010202508263063155,0.03328856892914785,0.0007392130429935183,0.020954529976461838,0.0687649044669004,0.060969083531474934,0.09109821019532524,0.1050268597015427,0.08912635711587857,0.042504898268754206,0.024596176697182108,0.018386024760470857,0.025719698471492195,0.01719610396011366,-0.015294018399014734,-0.007921772173082294,1
